query_id,config,is_entity_heavy,precision@1,precision@3,precision@5,precision@10,ap
Q140,bm25_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q141,bm25_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q142,bm25_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q143,bm25_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q144,bm25_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q145,bm25_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q146,bm25_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q147,bm25_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q148,bm25_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q149,bm25_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q150,bm25_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q151,bm25_only,True,1.0,0.6666666666666666,0.4,0.7,0.7232993197278912
Q152,bm25_only,True,1.0,1.0,1.0,1.0,1.0
Q153,bm25_only,True,1.0,1.0,1.0,1.0,1.0
Q154,bm25_only,True,1.0,1.0,1.0,0.9,1.0
Q155,bm25_only,True,1.0,0.6666666666666666,0.4,0.5,0.663888888888889
Q156,bm25_only,True,1.0,1.0,1.0,1.0,1.0
Q157,bm25_only,True,1.0,1.0,1.0,1.0,1.0
Q158,bm25_only,True,1.0,1.0,1.0,1.0,1.0
Q159,bm25_only,True,1.0,1.0,0.6,0.7,0.7947278911564626
Q160,bm25_only,True,1.0,0.6666666666666666,0.4,0.2,1.0
Q161,bm25_only,True,1.0,1.0,1.0,1.0,1.0
Q162,bm25_only,True,1.0,1.0,1.0,1.0,1.0
Q163,bm25_only,True,1.0,1.0,1.0,0.5,1.0
Q164,bm25_only,True,1.0,1.0,1.0,1.0,1.0
Q165,bm25_only,True,1.0,0.6666666666666666,0.4,0.7,0.7232993197278912
Q166,bm25_only,True,1.0,1.0,0.8,0.9,0.9060405643738976
Q167,bm25_only,True,1.0,1.0,1.0,1.0,1.0
Q168,bm25_only,True,1.0,1.0,1.0,0.8,1.0
Q169,bm25_only,True,1.0,1.0,1.0,1.0,1.0
Q170,bm25_only,True,1.0,1.0,1.0,1.0,1.0
Q171,bm25_only,True,1.0,1.0,1.0,1.0,1.0
Q172,bm25_only,True,1.0,1.0,1.0,1.0,1.0
Q173,bm25_only,True,1.0,1.0,1.0,0.9,0.9888888888888889
Q174,bm25_only,True,1.0,1.0,1.0,1.0,1.0
Q175,bm25_only,True,1.0,1.0,1.0,1.0,1.0
Q176,bm25_only,True,1.0,1.0,1.0,1.0,1.0
Q177,bm25_only,True,1.0,1.0,1.0,1.0,1.0
Q178,bm25_only,True,1.0,1.0,1.0,1.0,1.0
Q179,bm25_only,True,1.0,1.0,1.0,1.0,1.0
Q180,bm25_only,True,1.0,1.0,1.0,1.0,1.0
Q181,bm25_only,True,1.0,1.0,0.8,0.4,1.0
Q182,bm25_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q183,bm25_only,True,1.0,1.0,1.0,0.6,1.0
Q184,bm25_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q185,bm25_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q186,bm25_only,True,1.0,1.0,1.0,0.5,1.0
Q187,bm25_only,True,1.0,1.0,0.6,0.3,1.0
Q188,bm25_only,True,1.0,0.6666666666666666,0.4,0.2,1.0
Q189,bm25_only,True,1.0,0.3333333333333333,0.4,0.2,0.7
Q190,bm25_only,True,1.0,0.3333333333333333,0.4,0.2,0.7
Q191,bm25_only,True,1.0,1.0,0.8,0.4,1.0
Q192,bm25_only,True,1.0,0.6666666666666666,0.6,0.3,0.9166666666666666
Q193,bm25_only,True,1.0,0.3333333333333333,0.4,0.2,0.75
Q194,bm25_only,True,1.0,1.0,0.8,0.4,1.0
Q195,bm25_only,True,1.0,1.0,1.0,0.5,1.0
Q196,bm25_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q197,bm25_only,True,1.0,1.0,0.6,0.4,0.9166666666666666
Q198,bm25_only,True,1.0,1.0,1.0,0.5,1.0
Q199,bm25_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q200,bm25_only,True,1.0,0.6666666666666666,0.8,0.4,0.8041666666666667
Q001,vector_only,False,1.0,1.0,0.8,0.4,1.0
Q002,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q003,vector_only,False,1.0,1.0,0.6,0.3,1.0
Q004,vector_only,False,1.0,1.0,0.6,0.3,1.0
Q005,vector_only,False,1.0,1.0,0.8,0.4,1.0
Q006,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q007,vector_only,False,1.0,0.6666666666666666,0.4,0.2,0.8333333333333333
Q008,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q009,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q010,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q011,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q012,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q013,vector_only,False,1.0,1.0,0.6,0.3,1.0
Q014,vector_only,False,1.0,0.6666666666666666,0.6,0.3,0.9166666666666666
Q015,vector_only,False,1.0,1.0,0.6,0.3,1.0
Q016,vector_only,False,1.0,1.0,0.6,0.3,1.0
Q017,vector_only,False,1.0,0.6666666666666666,0.4,0.3,0.8333333333333334
Q018,vector_only,False,1.0,1.0,0.8,0.9,0.9282627865961199
Q019,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q020,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q021,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q022,vector_only,False,1.0,1.0,0.8,0.4,1.0
Q023,vector_only,False,1.0,0.3333333333333333,0.2,0.1,1.0
Q024,vector_only,False,1.0,1.0,0.6,0.3,1.0
Q025,vector_only,False,1.0,1.0,0.6,0.3,1.0
Q026,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q027,vector_only,False,1.0,1.0,1.0,0.5,1.0
Q028,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q029,vector_only,False,1.0,1.0,1.0,0.6,1.0
Q030,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q031,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q032,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q033,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q034,vector_only,False,1.0,1.0,0.6,0.3,1.0
Q035,vector_only,False,1.0,0.6666666666666666,0.6,0.3,0.9166666666666666
Q036,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q037,vector_only,False,1.0,1.0,0.6,0.3,1.0
Q038,vector_only,False,1.0,1.0,0.8,0.4,1.0
Q039,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q040,vector_only,False,1.0,1.0,0.6,0.3,1.0
Q041,vector_only,False,1.0,1.0,0.6,0.3,1.0
Q042,vector_only,False,1.0,0.6666666666666666,0.4,0.2,0.8333333333333333
Q043,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q044,vector_only,False,1.0,1.0,1.0,0.6,1.0
Q045,vector_only,False,1.0,0.3333333333333333,0.4,0.2,0.75
Q046,vector_only,False,1.0,1.0,0.8,0.4,1.0
Q047,vector_only,False,1.0,1.0,0.8,0.4,1.0
Q048,vector_only,False,1.0,1.0,0.8,0.4,1.0
Q049,vector_only,False,1.0,1.0,0.6,0.3,1.0
Q050,vector_only,False,1.0,1.0,0.6,0.3,1.0
Q051,vector_only,False,1.0,1.0,0.8,0.4,1.0
Q052,vector_only,False,1.0,0.6666666666666666,0.4,0.3,0.7666666666666666
Q053,vector_only,False,1.0,1.0,0.6,0.3,1.0
Q054,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q055,vector_only,False,1.0,1.0,0.6,0.4,0.875
Q056,vector_only,False,1.0,1.0,1.0,0.8,0.9861111111111112
Q057,vector_only,False,1.0,0.3333333333333333,0.4,0.2,0.75
Q058,vector_only,False,1.0,1.0,1.0,0.5,1.0
Q059,vector_only,False,1.0,1.0,0.8,0.4,1.0
Q060,vector_only,False,1.0,1.0,0.8,0.4,1.0
Q061,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q062,vector_only,False,1.0,1.0,0.6,0.4,0.875
Q063,vector_only,False,1.0,1.0,0.6,0.3,1.0
Q064,vector_only,False,1.0,1.0,0.8,0.4,1.0
Q065,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q066,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q067,vector_only,False,1.0,1.0,0.8,0.4,1.0
Q068,vector_only,False,1.0,1.0,1.0,0.8,1.0
Q069,vector_only,False,1.0,0.6666666666666666,0.6,0.3,0.8666666666666667
Q070,vector_only,False,1.0,1.0,0.8,0.4,1.0
Q071,vector_only,False,1.0,0.3333333333333333,0.2,0.1,1.0
Q072,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q073,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q074,vector_only,False,1.0,0.6666666666666666,0.4,0.2,0.8333333333333333
Q075,vector_only,False,1.0,1.0,0.6,0.3,1.0
Q076,vector_only,False,1.0,1.0,1.0,0.7,1.0
Q077,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q078,vector_only,False,1.0,1.0,0.8,0.4,1.0
Q079,vector_only,False,1.0,0.6666666666666666,0.6,0.3,0.9166666666666666
Q080,vector_only,False,1.0,1.0,1.0,0.5,1.0
Q081,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q082,vector_only,False,1.0,1.0,1.0,0.5,1.0
Q083,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q084,vector_only,False,1.0,1.0,0.6,0.3,1.0
Q085,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q086,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q087,vector_only,False,1.0,1.0,1.0,0.5,1.0
Q088,vector_only,False,1.0,1.0,0.6,0.3,1.0
Q089,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q090,vector_only,False,1.0,1.0,1.0,0.7,1.0
Q091,vector_only,False,1.0,1.0,1.0,0.7,1.0
Q092,vector_only,False,1.0,1.0,0.6,0.3,1.0
Q093,vector_only,False,1.0,1.0,0.8,0.4,1.0
Q094,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q095,vector_only,False,1.0,1.0,0.8,0.4,1.0
Q096,vector_only,False,1.0,1.0,1.0,0.7,1.0
Q097,vector_only,False,1.0,1.0,0.6,0.3,1.0
Q098,vector_only,False,1.0,0.6666666666666666,0.6,0.3,0.9166666666666666
Q099,vector_only,False,1.0,1.0,0.6,0.3,1.0
Q100,vector_only,False,1.0,0.6666666666666666,0.4,0.2,1.0
Q101,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q102,vector_only,True,1.0,0.3333333333333333,0.2,0.2,0.6428571428571428
Q103,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q104,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q105,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q106,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q107,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q108,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q109,vector_only,True,1.0,0.6666666666666666,0.4,0.2,1.0
Q110,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q111,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q112,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q113,vector_only,True,1.0,0.3333333333333333,0.4,0.2,0.7
Q114,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q115,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q116,vector_only,True,0.0,0.3333333333333333,0.6,0.3,0.4777777777777777
Q117,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q118,vector_only,True,1.0,0.3333333333333333,0.6,0.5,0.6342857142857143
Q119,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q120,vector_only,True,1.0,0.6666666666666666,0.4,0.2,0.8333333333333333
Q121,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q122,vector_only,True,1.0,0.3333333333333333,0.4,0.2,0.75
Q123,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q124,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q125,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q126,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q127,vector_only,True,1.0,0.3333333333333333,0.4,0.2,0.7
Q128,vector_only,True,1.0,0.3333333333333333,0.2,0.3,0.5396825396825397
Q129,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q130,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q131,vector_only,True,1.0,0.3333333333333333,0.4,0.2,0.7
Q132,vector_only,True,1.0,0.6666666666666666,0.8,0.4,0.8875
Q133,vector_only,True,1.0,0.3333333333333333,0.6,0.4,0.65
Q134,vector_only,True,1.0,1.0,0.6,0.3,1.0
Q135,vector_only,True,1.0,0.6666666666666666,0.4,0.2,1.0
Q136,vector_only,True,1.0,0.3333333333333333,0.4,0.4,0.6428571428571428
Q137,vector_only,True,1.0,0.3333333333333333,0.4,0.2,0.75
Q138,vector_only,True,1.0,0.6666666666666666,0.6,0.7,0.7972789115646258
Q139,vector_only,True,1.0,0.6666666666666666,0.4,0.2,1.0
Q140,vector_only,True,1.0,1.0,0.8,0.7,0.8843537414965985
Q141,vector_only,True,1.0,0.3333333333333333,0.4,0.2,0.7
Q142,vector_only,True,1.0,0.6666666666666666,0.8,0.8,0.7823412698412698
Q143,vector_only,True,1.0,1.0,0.8,0.7,0.9087301587301587
Q144,vector_only,True,1.0,0.3333333333333333,0.4,0.5,0.6
Q145,vector_only,True,1.0,0.6666666666666666,0.4,0.2,0.8333333333333333
Q146,vector_only,True,1.0,0.6666666666666666,0.6,0.6,0.7579365079365079
Q147,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q148,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q149,vector_only,True,1.0,0.3333333333333333,0.6,0.3,0.7000000000000001
Q150,vector_only,True,1.0,0.6666666666666666,0.4,0.2,1.0
Q151,vector_only,True,1.0,1.0,1.0,0.9,0.9888888888888889
Q152,vector_only,True,1.0,0.3333333333333333,0.2,0.2,0.6666666666666666
Q153,vector_only,True,1.0,0.3333333333333333,0.2,0.4,0.5381944444444444
Q154,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q155,vector_only,True,1.0,0.3333333333333333,0.4,0.4,0.6111111111111112
Q156,vector_only,True,1.0,0.6666666666666666,0.8,0.8,0.7823412698412698
Q157,vector_only,True,1.0,1.0,1.0,0.9,0.9626543209876544
Q158,vector_only,True,1.0,0.3333333333333333,0.2,0.5,0.5305555555555556
Q159,vector_only,True,1.0,0.6666666666666666,0.6,0.3,0.8666666666666667
Q160,vector_only,True,1.0,0.6666666666666666,0.6,0.7,0.6899659863945579
Q161,vector_only,True,1.0,1.0,1.0,0.9,0.9888888888888889
Q162,vector_only,True,1.0,0.6666666666666666,0.4,0.4,0.6238095238095237
Q163,vector_only,True,1.0,0.6666666666666666,0.4,0.2,0.8333333333333333
Q164,vector_only,True,1.0,1.0,0.8,0.8,0.8951388888888888
Q165,vector_only,True,1.0,1.0,1.0,0.9,0.9626543209876544
Q166,vector_only,True,1.0,0.3333333333333333,0.6,0.5,0.6088888888888888
Q167,vector_only,True,1.0,1.0,0.6,0.7,0.8210884353741497
Q168,vector_only,True,1.0,1.0,0.6,0.3,1.0
Q169,vector_only,True,1.0,1.0,1.0,0.8,0.9704861111111112
Q170,vector_only,True,1.0,0.6666666666666666,0.6,0.4,0.8541666666666666
Q171,vector_only,True,1.0,0.6666666666666666,0.4,0.5,0.7142857142857142
Q172,vector_only,True,1.0,1.0,1.0,0.8,0.9704861111111112
Q173,vector_only,True,1.0,0.6666666666666666,0.6,0.4,0.7611111111111111
Q174,vector_only,True,1.0,0.6666666666666666,0.8,0.4,0.8875
Q175,vector_only,True,1.0,1.0,0.8,0.5,0.9028571428571428
Q176,vector_only,True,1.0,0.6666666666666666,0.6,0.6,0.7577380952380951
Q177,vector_only,True,1.0,1.0,0.8,0.4,0.95
Q178,vector_only,True,1.0,1.0,0.8,0.6,0.8634920634920635
Q179,vector_only,True,1.0,0.3333333333333333,0.4,0.5,0.6192857142857143
Q180,vector_only,True,1.0,1.0,0.8,0.6,0.8857142857142857
Q181,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q182,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q183,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q184,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q185,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q186,vector_only,True,0.0,0.3333333333333333,0.2,0.1,0.3333333333333333
Q187,vector_only,True,0.0,0.0,0.0,0.0,0.0
Q188,vector_only,True,1.0,0.3333333333333333,0.2,0.2,0.6666666666666666
Q189,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q190,vector_only,True,1.0,0.3333333333333333,0.2,0.1,1.0
Q191,vector_only,True,0.0,0.0,0.0,0.0,0.0
Q192,vector_only,True,0.0,0.0,0.0,0.0,0.0
