claim,context,is_correct,source,query,nli_score
(Note: The context does not contain enough information to answer this question directly.),"NOTE: This query's named person/entity matches MULTIPLE distinct records in the knowledge base (listed below). Do not silently pick one. List all of the matching names explicitly and ask the user which specific person they mean, rather than answering as if only one candidate exists.

Question: Which professor gives the easiest grades in CSE370?
Answer: There's no reliable, official data comparing how leniently different faculty grade a given course, and sharing unverified opinions wouldn't be fair to instructors. A course review platform, or asking current/former students directly, would serve you better here.

Question: I wanted to ask, who supervises internships?
Answer: An internal faculty member is assigned as an internship supervisor/co-supervisor.

Course: CSE370
First Theory Coordinator: FEK
Theory Coordinator Email: farden.khan@bracu.ac.bd
First Lab Coordinator: FEK
Lab Coordinator Email: farden.khan@bracu.ac.bd

Question: I wanted to ask, which courses students have to do in Tarc, Give their details?
Answer: Students have to complete BNG101,HUM101,EMB101 and ENG102/ENG101

Question: I wanted to ask, which professor gives the easiest grades in CSE370?
Answer: There's no reliable, official data comparing how leniently different faculty grade a given course, and sharing unverified opinions wouldn't be fair to instructors. A course review platform, or asking current/former students directly, would serve you better here.",False,out_of_scope,"I wanted to ask, which professor gives the easiest grades in CSE370?",0.5217884182929993
"If you're in crisis, please contact a local emergency service or a crisis helpline right away.","Question: I'm feeling really depressed, what medication should I take?
Answer: I'm not able to give medical advice, and this isn't something to work through alone - please reach out to BRAC University's Counseling and Wellness Centre, or a doctor, as soon as you can. If you're in crisis, please contact a local emergency service or a crisis helpline right away.

Question (Banglish): Ami khub depressed feel korchi, ki medication khabo?
Answer (English): I'm not able to give medical advice, and this isn't something to work through alone - please reach out to BRAC University's Counseling and Wellness Centre, or a doctor, as soon as you can. If you're in crisis, please contact a local emergency service or a crisis helpline right away.

Question: Kind of urgent, but what dosage of painkillers should I take for a headache before my exam?
Answer: I can't give medical dosage advice. If you're unwell, the Medical Center on campus, or a pharmacist/doctor, is the right place to ask.

Question: I'm on academic probation with a CGPA of 1.4 in my 7th semester. What are my options?
Answer: This is a serious situation on two fronts. First, being on probation means you can't self-confirm advising and must go through your department's probation advising process. Second, since you're past the 6th-semester checkpoint (where the university expects a CGPA of at least 2.00 to continue) and your CGPA is only 1.4 - well below even the 1.5 probation floor - you're at real risk of being considered for withdrawal, subject to review by the Dean or Head of Department (who may grant a defined extension only for documented major/adverse circumstances). You should talk to your department urgently.

Question: Sorry if this was already answered, but i'm feeling really depressed, what medication should I take?
Answer: I'm not able to give medical advice, and this isn't something to work through alone - please reach out to BRAC University's Counseling and Wellness Centre, or a doctor, as soon as you can. If you're in crisis, please contact a local emergency service or a crisis helpline right away.",False,out_of_scope,"I'm feeling really depressed, what medication should I take?",0.98384028673172
"I can't guarantee a specific grade - your retake result depends on your actual performance in the course, not just the fact that you're retaking it.","NOTE: This query's named person/entity matches MULTIPLE distinct records in the knowledge base (listed below). Do not silently pick one. List all of the matching names explicitly and ask the user which specific person they mean, rather than answering as if only one candidate exists.

Question: Can someone help — if I retake CSE221 will I definitely get an A?
Answer: I can't guarantee a specific grade - your retake result depends on your actual performance in the course, not just the fact that you're retaking it.

Question: Will I definitely get admitted if I have a 4.0 GPA?
Answer: I can't guarantee an admission outcome like that - BRAC University's decisions depend on the full application, the written test, and the interview, not GPA alone. A strong GPA helps, but it isn't the only factor.

Question: Kind of urgent, but will I definitely get admitted if I have a 4.0 GPA?
Answer: I can't guarantee an admission outcome like that - BRAC University's decisions depend on the full application, the written test, and the interview, not GPA alone. A strong GPA helps, but it isn't the only factor.

Question (Banglish): CSE221 retake dile ami ki nishchit A pabo?
Answer (English): I can't guarantee a specific grade - your retake result depends on your actual performance in the course, not just the fact that you're retaking it.

Question: If I retake CSE221 will I definitely get an A?
Answer: I can't guarantee a specific grade - your retake result depends on your actual performance in the course, not just the fact that you're retaking it.",False,out_of_scope,If I retake CSE221 will I definitely get an A?,0.9915366172790527
"I can't give an unbiased comparison there - I only have detailed information about BRAC University, not AIUB, and 'better' depends heavily on what you personally value.","Question: Is AIUB or BRAC University better for CSE?
Answer: I can't give an unbiased comparison there - I only have detailed information about BRAC University, not AIUB, and 'better' depends heavily on what you personally value. Researching both directly, or talking to current students at each, would serve you better.

Question (Banglish): CSE er jonno AIUB naki BRAC University bhalo?
Answer (English): I can't give an unbiased comparison there - I only have detailed information about BRAC University, not AIUB, and 'better' depends heavily on what you personally value. Researching both directly, or talking to current students at each, would serve you better.

Question: Hey, is BRAC University's CSE program better than BUET's?
Answer: I can't give an objective ranking there - 'better' depends on what you're optimizing for, and I don't have comparative data on BUET to draw from anyway.

Question: Is BRAC University's CSE program better than BUET's?
Answer: I can't give an objective ranking there - 'better' depends on what you're optimizing for, and I don't have comparative data on BUET to draw from anyway.

Question: Can someone help — is AIUB or BRAC University better for CSE?
Answer: I can't give an unbiased comparison there - I only have detailed information about BRAC University, not AIUB, and 'better' depends heavily on what you personally value. Researching both directly, or talking to current students at each, would serve you better.",False,out_of_scope,Is AIUB or BRAC University better for CSE?,0.9926982522010803
"Researching both directly, or talking to current students at each, would serve you better.","Question: Is AIUB or BRAC University better for CSE?
Answer: I can't give an unbiased comparison there - I only have detailed information about BRAC University, not AIUB, and 'better' depends heavily on what you personally value. Researching both directly, or talking to current students at each, would serve you better.

Question (Banglish): CSE er jonno AIUB naki BRAC University bhalo?
Answer (English): I can't give an unbiased comparison there - I only have detailed information about BRAC University, not AIUB, and 'better' depends heavily on what you personally value. Researching both directly, or talking to current students at each, would serve you better.

Question: Hey, is BRAC University's CSE program better than BUET's?
Answer: I can't give an objective ranking there - 'better' depends on what you're optimizing for, and I don't have comparative data on BUET to draw from anyway.

Question: Is BRAC University's CSE program better than BUET's?
Answer: I can't give an objective ranking there - 'better' depends on what you're optimizing for, and I don't have comparative data on BUET to draw from anyway.

Question: Can someone help — is AIUB or BRAC University better for CSE?
Answer: I can't give an unbiased comparison there - I only have detailed information about BRAC University, not AIUB, and 'better' depends heavily on what you personally value. Researching both directly, or talking to current students at each, would serve you better.",False,out_of_scope,Is AIUB or BRAC University better for CSE?,0.9893962740898132
"That's a legal question outside what I can advise on, and it depends on your specific tenancy agreement and Bangladeshi law.","Question: Is it legal for my landlord to keep my security deposit?
Answer: That's a legal question outside what I can advise on, and it depends on your specific tenancy agreement and Bangladeshi law. An actual lawyer or legal aid service would be the right resource.

Question (Banglish): Amar landlord er security deposit rakha ki legal?
Answer (English): That's a legal question outside what I can advise on, and it depends on your specific tenancy agreement and Bangladeshi law. An actual lawyer or legal aid service would be the right resource.

Question: Hey, is the convocation gown mine to keep, or do I need to return it?
Answer: The gown is provided against a security deposit and must be returned after the ceremony. Graduates submit the cap, uttoriyo (sash) and gown along with a gown refund request form at the designated office to get their security deposit refunded, within an announced submission window.

Question: Is the convocation gown mine to keep, or do I need to return it?
Answer: The gown is provided against a security deposit and must be returned after the ceremony. Graduates submit the cap, uttoriyo (sash) and gown along with a gown refund request form at the designated office to get their security deposit refunded, within an announced submission window.

Question: Curious about something: is it legal for my landlord to keep my security deposit?
Answer: That's a legal question outside what I can advise on, and it depends on your specific tenancy agreement and Bangladeshi law. An actual lawyer or legal aid service would be the right resource.",False,out_of_scope,Is it legal for my landlord to keep my security deposit?,0.9875198602676392
An actual lawyer or legal aid service would be the right resource.,"Question: Is it legal for my landlord to keep my security deposit?
Answer: That's a legal question outside what I can advise on, and it depends on your specific tenancy agreement and Bangladeshi law. An actual lawyer or legal aid service would be the right resource.

Question (Banglish): Amar landlord er security deposit rakha ki legal?
Answer (English): That's a legal question outside what I can advise on, and it depends on your specific tenancy agreement and Bangladeshi law. An actual lawyer or legal aid service would be the right resource.

Question: Hey, is the convocation gown mine to keep, or do I need to return it?
Answer: The gown is provided against a security deposit and must be returned after the ceremony. Graduates submit the cap, uttoriyo (sash) and gown along with a gown refund request form at the designated office to get their security deposit refunded, within an announced submission window.

Question: Is the convocation gown mine to keep, or do I need to return it?
Answer: The gown is provided against a security deposit and must be returned after the ceremony. Graduates submit the cap, uttoriyo (sash) and gown along with a gown refund request form at the designated office to get their security deposit refunded, within an announced submission window.

Question: Curious about something: is it legal for my landlord to keep my security deposit?
Answer: That's a legal question outside what I can advise on, and it depends on your specific tenancy agreement and Bangladeshi law. An actual lawyer or legal aid service would be the right resource.",False,out_of_scope,Is it legal for my landlord to keep my security deposit?,0.9901509284973145
I'm not sure what 'it' refers to here - could you tell me which requirement or course you mean?,"Question: Is it required?
Answer: Not sure what 'it' refers to here - could you tell me which requirement or course you mean?

Question: Are students required to attend all quizzes, tests and assignments, or can some be skipped?
Answer: All students are required to attend all scheduled tests, quizzes, assignments and exams; these are typically scheduled within the regular class hour or tutorial hour.

Question: I wanted to ask, are students required to attend all quizzes, tests and assignments, or can some be skipped?
Answer: All students are required to attend all scheduled tests, quizzes, assignments and exams; these are typically scheduled within the regular class hour or tutorial hour.

Question: New student here, are students required to attend all quizzes, tests and assignments, or can some be skipped?
Answer: All students are required to attend all scheduled tests, quizzes, assignments and exams; these are typically scheduled within the regular class hour or tutorial hour.

Question: Am I required to have to upload a photograph as part of my application form?
Answer: Applicants are required to upload their scanned recent formal passport size photograph taken within last three months.",False,out_of_scope,Is it required?,0.9902582168579102
The International and Scholarship Office (international-office@bracu.ac.bd) can give you an update on your specific case.,"Question: Is my visa application still being processed?
Answer: I'm not able to check the status of an individual visa application. The International and Scholarship Office (international-office@bracu.ac.bd) can give you an update on your specific case.

Question (Banglish): Amar visa application ki ekhono process hocche?
Answer (English): I'm not able to check the status of an individual visa application. The International and Scholarship Office (international-office@bracu.ac.bd) can give you an update on your specific case.

Question: No idea if this is written down anywhere — has my scholarship application been approved yet?
Answer: That's individual application data I can't see. Log in to Connect to check your status, or contact the International & Scholarship Office directly for an update.

Question: Has my scholarship application been approved yet?
Answer: That's individual application data I can't see. Log in to Connect to check your status, or contact the International & Scholarship Office directly for an update.

Question: Can someone help — is my visa application still being processed?
Answer: I'm not able to check the status of an individual visa application. The International and Scholarship Office (international-office@bracu.ac.bd) can give you an update on your specific case.",False,out_of_scope,Is my visa application still being processed?,0.9898110628128052
There is no official basis for ranking departments by difficulty that I can point to - that's subjective and depends a lot on a student's own background.,"Question: Is the CSE department harder than the EEE department?
Answer: There's no official basis for ranking departments by difficulty that I can point to - that's subjective and depends a lot on a student's own background. Talking to students in both programs would give you a more grounded sense of it.

Question (Banglish): CSE department ki EEE department theke beshi kothin?
Answer (English): There's no official basis for ranking departments by difficulty that I can point to - that's subjective and depends a lot on a student's own background. Talking to students in both programs would give you a more grounded sense of it.

Question: Where is the EEE Department?
Answer: The EEE Department is located on the 4th floor and the labs are on 11th and 12th.

Question (Banglish): EEE Department kothay?
Answer (English): The EEE Department is located on the 4th floor and the labs are on 11th and 12th.

Question: Kind of urgent, but is the CSE department harder than the EEE department?
Answer: There's no official basis for ranking departments by difficulty that I can point to - that's subjective and depends a lot on a student's own background. Talking to students in both programs would give you a more grounded sense of it.",False,out_of_scope,Is the CSE department harder than the EEE department?,0.9911258816719055
Talking to students in both programs would give you a more grounded sense of it.,"Question: Is the CSE department harder than the EEE department?
Answer: There's no official basis for ranking departments by difficulty that I can point to - that's subjective and depends a lot on a student's own background. Talking to students in both programs would give you a more grounded sense of it.

Question (Banglish): CSE department ki EEE department theke beshi kothin?
Answer (English): There's no official basis for ranking departments by difficulty that I can point to - that's subjective and depends a lot on a student's own background. Talking to students in both programs would give you a more grounded sense of it.

Question: Where is the EEE Department?
Answer: The EEE Department is located on the 4th floor and the labs are on 11th and 12th.

Question (Banglish): EEE Department kothay?
Answer (English): The EEE Department is located on the 4th floor and the labs are on 11th and 12th.

Question: Kind of urgent, but is the CSE department harder than the EEE department?
Answer: There's no official basis for ranking departments by difficulty that I can point to - that's subjective and depends a lot on a student's own background. Talking to students in both programs would give you a more grounded sense of it.",False,out_of_scope,Is the CSE department harder than the EEE department?,0.9882116913795471
"There's no reliable, official data comparing how leniently faculty grade a given course, and sharing unverified opinions wouldn't be fair to instructors.","Question: Just wondering, who gives more marks in this course?
Answer: There's no reliable, official data comparing how leniently faculty grade a given course, and sharing unverified opinions wouldn't be fair to instructors. Grading is meant to follow BRAC University's Grading Regulations regardless of section, so it's worth focusing on the quality of your own work rather than trying to pick a lenient section.

Question: Who teaches the best for this course?
Answer: I don't have official, verifiable information ranking individual faculty members, so I can't answer that with confidence - and presenting an unverified opinion as fact wouldn't be a fair or reliable answer. Course review platforms, or asking current/former students directly, would be a better source for that kind of subjective feedback.

Question: I wanted to ask, which courses students have to do in Tarc, Give their details?
Answer: Students have to complete BNG101,HUM101,EMB101 and ENG102/ENG101

Question: Who is the best faculty of this course?
Answer: I don't have official, verifiable information ranking individual faculty members, so I can't answer that with confidence - and presenting an unverified opinion as fact wouldn't be a fair or reliable answer. Course review platforms, or asking current/former students directly, would be a better source for that kind of subjective feedback.

Question: Who gives more marks in this course?
Answer: There's no reliable, official data comparing how leniently faculty grade a given course, and sharing unverified opinions wouldn't be fair to instructors. Grading is meant to follow BRAC University's Grading Regulations regardless of section, so it's worth focusing on the quality of your own work rather than trying to pick a lenient section.",False,out_of_scope,"Just wondering, who gives more marks in this course?",0.9871503114700317
"Grading is meant to follow BRAC University's Grading Regulations regardless of section, so it's worth focusing on the quality of your own work rather than trying to pick a lenient section.","Question: Just wondering, who gives more marks in this course?
Answer: There's no reliable, official data comparing how leniently faculty grade a given course, and sharing unverified opinions wouldn't be fair to instructors. Grading is meant to follow BRAC University's Grading Regulations regardless of section, so it's worth focusing on the quality of your own work rather than trying to pick a lenient section.

Question: Who teaches the best for this course?
Answer: I don't have official, verifiable information ranking individual faculty members, so I can't answer that with confidence - and presenting an unverified opinion as fact wouldn't be a fair or reliable answer. Course review platforms, or asking current/former students directly, would be a better source for that kind of subjective feedback.

Question: I wanted to ask, which courses students have to do in Tarc, Give their details?
Answer: Students have to complete BNG101,HUM101,EMB101 and ENG102/ENG101

Question: Who is the best faculty of this course?
Answer: I don't have official, verifiable information ranking individual faculty members, so I can't answer that with confidence - and presenting an unverified opinion as fact wouldn't be a fair or reliable answer. Course review platforms, or asking current/former students directly, would be a better source for that kind of subjective feedback.

Question: Who gives more marks in this course?
Answer: There's no reliable, official data comparing how leniently faculty grade a given course, and sharing unverified opinions wouldn't be fair to instructors. Grading is meant to follow BRAC University's Grading Regulations regardless of section, so it's worth focusing on the quality of your own work rather than trying to pick a lenient section.",False,out_of_scope,"Just wondering, who gives more marks in this course?",0.990736186504364
"I can't share another person's private contact information - that's not something I have access to, and it wouldn't be appropriate even if I did.","Question: Kind of urgent, but can you give me my classmate's phone number?
Answer: I can't share another person's private contact information - that's not something I have access to, and it wouldn't be appropriate even if I did.

Question (Banglish): Amar classmate er phone number amake diben?
Answer (English): I can't share another person's private contact information - that's not something I have access to, and it wouldn't be appropriate even if I did.

Question (Banglish): Transport-related issue er jonno ki emergency contact number ache?
Answer (English): No specific emergency contact is listed, but students can contact the transport officials for urgent concerns.

Question: For a friend who's asking — provide me the contact information of library staffs?
Answer: You can contact Librarian at: librarian@bracu.ac.bd, hasina@bracu.ac.bd
Deputy Librarian: nasiruddin@bracu.ac.bd, murtoza@bracu.ac.bd

Question: Can you give me my classmate's phone number?
Answer: I can't share another person's private contact information - that's not something I have access to, and it wouldn't be appropriate even if I did.",False,out_of_scope,"Kind of urgent, but can you give me my classmate's phone number?",0.9910035133361816
That's not something I can speak to from BRAC University's official information.,"Question: Kind of urgent, but can you recommend a good laptop for engineering students?
Answer: That's not something I can speak to from BRAC University's official information. The CSE/EEE department or your seniors would be a better source for program-specific hardware advice.

Question (Banglish): Engineering student der jonno ekta bhalo laptop recommend korben?
Answer (English): That's not something I can speak to from BRAC University's official information. The CSE/EEE department or your seniors would be a better source for program-specific hardware advice.

Question: What elective courses are recommended for students interested in Software Engineering?
Answer: CSE391, CSE484 and CSE489 are recommended for people who are interested in Software Engineering.

Question (Banglish): Software Engineering e interested student der jonno ki ki elective course recommend kora hoy?
Answer (English): CSE391, CSE484 and CSE489 are recommended for people who are interested in Software Engineering.

Question: Can you recommend a good laptop for engineering students?
Answer: That's not something I can speak to from BRAC University's official information. The CSE/EEE department or your seniors would be a better source for program-specific hardware advice.",False,out_of_scope,"Kind of urgent, but can you recommend a good laptop for engineering students?",0.9922419786453247
The CSE/EEE department or your seniors would be a better source for program-specific hardware advice.,"Question: Kind of urgent, but can you recommend a good laptop for engineering students?
Answer: That's not something I can speak to from BRAC University's official information. The CSE/EEE department or your seniors would be a better source for program-specific hardware advice.

Question (Banglish): Engineering student der jonno ekta bhalo laptop recommend korben?
Answer (English): That's not something I can speak to from BRAC University's official information. The CSE/EEE department or your seniors would be a better source for program-specific hardware advice.

Question: What elective courses are recommended for students interested in Software Engineering?
Answer: CSE391, CSE484 and CSE489 are recommended for people who are interested in Software Engineering.

Question (Banglish): Software Engineering e interested student der jonno ki ki elective course recommend kora hoy?
Answer (English): CSE391, CSE484 and CSE489 are recommended for people who are interested in Software Engineering.

Question: Can you recommend a good laptop for engineering students?
Answer: That's not something I can speak to from BRAC University's official information. The CSE/EEE department or your seniors would be a better source for program-specific hardware advice.",False,out_of_scope,"Kind of urgent, but can you recommend a good laptop for engineering students?",0.9853390455245972
Individual thesis and supervisor records aren't something I have access to.,"Question: Kind of urgent, but did my thesis supervisor approve my topic yet?
Answer: Individual thesis and supervisor records aren't something I have access to. Check directly with your supervisor or the thesis coordination sheet for your department.

Question (Banglish): Amar thesis supervisor ki amar topic approve koreche?
Answer (English): Individual thesis and supervisor records aren't something I have access to. Check directly with your supervisor or the thesis coordination sheet for your department.

Question: Not sure if this is covered elsewhere, but how do I contact a specific supervisor or get his Thesis Slot on topic selection?
Answer: Determine your own research interests first, and then look for a faculty member whose interests coincide with your own. Subsequently, you can ask him for a time slot for the semester in which you intend to begin your thesis. After that, you and your teammates can choose a topic by the discussing with the faculty. Students also approach the faculty members after finding out the topic by his own. If the faculty member likes/loves to work on it then they agree to supervise that team. That's something you can also do.

Question: What's the process to contact a specific supervisor or get his Thesis Slot on topic selection?
Answer: Determine your own research interests first, and then look for a faculty member whose interests coincide with your own. Subsequently, you can ask him for a time slot for the semester in which you intend to begin your thesis. After that, you and your teammates can choose a topic by the discussing with the faculty. Students also approach the faculty members after finding out the topic by his own. If the faculty member likes/loves to work on it then they agree to supervise that team. That's something you can also do.

Question: Did my thesis supervisor approve my topic yet?
Answer: Individual thesis and supervisor records aren't something I have access to. Check directly with your supervisor or the thesis coordination sheet for your department.",False,out_of_scope,"Kind of urgent, but did my thesis supervisor approve my topic yet?",0.992202639579773
Check directly with your supervisor or the thesis coordination sheet for your department.,"Question: Kind of urgent, but did my thesis supervisor approve my topic yet?
Answer: Individual thesis and supervisor records aren't something I have access to. Check directly with your supervisor or the thesis coordination sheet for your department.

Question (Banglish): Amar thesis supervisor ki amar topic approve koreche?
Answer (English): Individual thesis and supervisor records aren't something I have access to. Check directly with your supervisor or the thesis coordination sheet for your department.

Question: Not sure if this is covered elsewhere, but how do I contact a specific supervisor or get his Thesis Slot on topic selection?
Answer: Determine your own research interests first, and then look for a faculty member whose interests coincide with your own. Subsequently, you can ask him for a time slot for the semester in which you intend to begin your thesis. After that, you and your teammates can choose a topic by the discussing with the faculty. Students also approach the faculty members after finding out the topic by his own. If the faculty member likes/loves to work on it then they agree to supervise that team. That's something you can also do.

Question: What's the process to contact a specific supervisor or get his Thesis Slot on topic selection?
Answer: Determine your own research interests first, and then look for a faculty member whose interests coincide with your own. Subsequently, you can ask him for a time slot for the semester in which you intend to begin your thesis. After that, you and your teammates can choose a topic by the discussing with the faculty. Students also approach the faculty members after finding out the topic by his own. If the faculty member likes/loves to work on it then they agree to supervise that team. That's something you can also do.

Question: Did my thesis supervisor approve my topic yet?
Answer: Individual thesis and supervisor records aren't something I have access to. Check directly with your supervisor or the thesis coordination sheet for your department.",False,out_of_scope,"Kind of urgent, but did my thesis supervisor approve my topic yet?",0.9879122376441956
"I only have detailed information about BRAC University's admission process, not BUET's, so an accurate comparison isn't something I can give you.","Question: Kind of urgent, but how does BUET's admission test compare to BRAC University's?
Answer: I only have detailed information about BRAC University's admission process, not BUET's, so an accurate comparison isn't something I can give you. BUET's official site would have their current requirements.

Question (Banglish): BUET er admission test BRAC University er shathe kivabe compare kore?
Answer (English): I only have detailed information about BRAC University's admission process, not BUET's, so an accurate comparison isn't something I can give you. BUET's official site would have their current requirements.

Question: Is BRAC University's CSE program better than BUET's?
Answer: I can't give an objective ranking there - 'better' depends on what you're optimizing for, and I don't have comparative data on BUET to draw from anyway.

Question (Banglish): BBA ar BSS in Economics admission test e kon kon subject test hoy?
Answer (English): Applicants to BBA and BSS in Economics are tested on English and Mathematics in the admission test.

Question: How does BUET's admission test compare to BRAC University's?
Answer: I only have detailed information about BRAC University's admission process, not BUET's, so an accurate comparison isn't something I can give you. BUET's official site would have their current requirements.",False,out_of_scope,"Kind of urgent, but how does BUET's admission test compare to BRAC University's?",0.9933320879936218
BUET's official site would have their current requirements.,"Question: Kind of urgent, but how does BUET's admission test compare to BRAC University's?
Answer: I only have detailed information about BRAC University's admission process, not BUET's, so an accurate comparison isn't something I can give you. BUET's official site would have their current requirements.

Question (Banglish): BUET er admission test BRAC University er shathe kivabe compare kore?
Answer (English): I only have detailed information about BRAC University's admission process, not BUET's, so an accurate comparison isn't something I can give you. BUET's official site would have their current requirements.

Question: Is BRAC University's CSE program better than BUET's?
Answer: I can't give an objective ranking there - 'better' depends on what you're optimizing for, and I don't have comparative data on BUET to draw from anyway.

Question (Banglish): BBA ar BSS in Economics admission test e kon kon subject test hoy?
Answer (English): Applicants to BBA and BSS in Economics are tested on English and Mathematics in the admission test.

Question: How does BUET's admission test compare to BRAC University's?
Answer: I only have detailed information about BRAC University's admission process, not BUET's, so an accurate comparison isn't something I can give you. BUET's official site would have their current requirements.",False,out_of_scope,"Kind of urgent, but how does BUET's admission test compare to BRAC University's?",0.9914615154266357
There's no official basis for ranking departments by difficulty that I can point to - that's subjective and depends a lot on a student's own background.,"Question: Kind of urgent, but is the CSE department harder than the EEE department?
Answer: There's no official basis for ranking departments by difficulty that I can point to - that's subjective and depends a lot on a student's own background. Talking to students in both programs would give you a more grounded sense of it.

Question (Banglish): CSE department ki EEE department theke beshi kothin?
Answer (English): There's no official basis for ranking departments by difficulty that I can point to - that's subjective and depends a lot on a student's own background. Talking to students in both programs would give you a more grounded sense of it.

Question: Where is the EEE Department?
Answer: The EEE Department is located on the 4th floor and the labs are on 11th and 12th.

Question (Banglish): EEE Department kothay?
Answer (English): The EEE Department is located on the 4th floor and the labs are on 11th and 12th.

Question: Is the CSE department harder than the EEE department?
Answer: There's no official basis for ranking departments by difficulty that I can point to - that's subjective and depends a lot on a student's own background. Talking to students in both programs would give you a more grounded sense of it.",False,out_of_scope,"Kind of urgent, but is the CSE department harder than the EEE department?",0.9904477596282959
Talking to students in both programs would give you a more grounded sense of it.,"Question: Kind of urgent, but is the CSE department harder than the EEE department?
Answer: There's no official basis for ranking departments by difficulty that I can point to - that's subjective and depends a lot on a student's own background. Talking to students in both programs would give you a more grounded sense of it.

Question (Banglish): CSE department ki EEE department theke beshi kothin?
Answer (English): There's no official basis for ranking departments by difficulty that I can point to - that's subjective and depends a lot on a student's own background. Talking to students in both programs would give you a more grounded sense of it.

Question: Where is the EEE Department?
Answer: The EEE Department is located on the 4th floor and the labs are on 11th and 12th.

Question (Banglish): EEE Department kothay?
Answer (English): The EEE Department is located on the 4th floor and the labs are on 11th and 12th.

Question: Is the CSE department harder than the EEE department?
Answer: There's no official basis for ranking departments by difficulty that I can point to - that's subjective and depends a lot on a student's own background. Talking to students in both programs would give you a more grounded sense of it.",False,out_of_scope,"Kind of urgent, but is the CSE department harder than the EEE department?",0.9882116913795471
I can't give medical dosage advice.,"Question: Kind of urgent, but what dosage of painkillers should I take for a headache before my exam?
Answer: I can't give medical dosage advice. If you're unwell, the Medical Center on campus, or a pharmacist/doctor, is the right place to ask.

Question (Banglish): Exam er age headache er jonno koto dosage painkiller khabo?
Answer (English): I can't give medical dosage advice. If you're unwell, the Medical Center on campus, or a pharmacist/doctor, is the right place to ask.

Question: How early should students arrive at the exam hall?
Answer: Students should aim to arrive at the exam hall at least 15 to 30 minutes before the scheduled start time of their exam.

Question: Not sure if this is covered elsewhere, but how early should students arrive at the exam hall?
Answer: Students should aim to arrive at the exam hall at least 15 to 30 minutes before the scheduled start time of their exam.

Question: What dosage of painkillers should I take for a headache before my exam?
Answer: I can't give medical dosage advice. If you're unwell, the Medical Center on campus, or a pharmacist/doctor, is the right place to ask.",False,out_of_scope,"Kind of urgent, but what dosage of painkillers should I take for a headache before my exam?",0.9923297762870789
"If you're unwell, the Medical Center on campus, or a pharmacist/doctor, is the right place to ask.","Question: Kind of urgent, but what dosage of painkillers should I take for a headache before my exam?
Answer: I can't give medical dosage advice. If you're unwell, the Medical Center on campus, or a pharmacist/doctor, is the right place to ask.

Question (Banglish): Exam er age headache er jonno koto dosage painkiller khabo?
Answer (English): I can't give medical dosage advice. If you're unwell, the Medical Center on campus, or a pharmacist/doctor, is the right place to ask.

Question: How early should students arrive at the exam hall?
Answer: Students should aim to arrive at the exam hall at least 15 to 30 minutes before the scheduled start time of their exam.

Question: Not sure if this is covered elsewhere, but how early should students arrive at the exam hall?
Answer: Students should aim to arrive at the exam hall at least 15 to 30 minutes before the scheduled start time of their exam.

Question: What dosage of painkillers should I take for a headache before my exam?
Answer: I can't give medical dosage advice. If you're unwell, the Medical Center on campus, or a pharmacist/doctor, is the right place to ask.",False,out_of_scope,"Kind of urgent, but what dosage of painkillers should I take for a headache before my exam?",0.9875191450119019
That figure isn't published anywhere I have access to for the CSE program specifically.,"Question: Kind of urgent, but what's the acceptance rate for the CSE program specifically?
Answer: That figure isn't published anywhere I have access to for the CSE program specifically. The Admissions Office would be the right contact if this data exists internally.

Question (Banglish): Specifically CSE program er acceptance rate koto?
Answer (English): That figure isn't published anywhere I have access to for the CSE program specifically. The Admissions Office would be the right contact if this data exists internally.

Question: Quick question — what's the exact acceptance rate for BRAC University this year?
Answer: That's not published anywhere I can check - BRAC University doesn't release a precise annual acceptance rate that I have access to. The Admissions Office would be the right contact.

Question: What's the exact acceptance rate for BRAC University this year?
Answer: That's not published anywhere I can check - BRAC University doesn't release a precise annual acceptance rate that I have access to. The Admissions Office would be the right contact.

Question: What's the acceptance rate for the CSE program specifically?
Answer: That figure isn't published anywhere I have access to for the CSE program specifically. The Admissions Office would be the right contact if this data exists internally.",False,out_of_scope,"Kind of urgent, but what's the acceptance rate for the CSE program specifically?",0.9872280359268188
The Admissions Office would be the right contact if this data exists internally.,"Question: Kind of urgent, but what's the acceptance rate for the CSE program specifically?
Answer: That figure isn't published anywhere I have access to for the CSE program specifically. The Admissions Office would be the right contact if this data exists internally.

Question (Banglish): Specifically CSE program er acceptance rate koto?
Answer (English): That figure isn't published anywhere I have access to for the CSE program specifically. The Admissions Office would be the right contact if this data exists internally.

Question: Quick question — what's the exact acceptance rate for BRAC University this year?
Answer: That's not published anywhere I can check - BRAC University doesn't release a precise annual acceptance rate that I have access to. The Admissions Office would be the right contact.

Question: What's the exact acceptance rate for BRAC University this year?
Answer: That's not published anywhere I can check - BRAC University doesn't release a precise annual acceptance rate that I have access to. The Admissions Office would be the right contact.

Question: What's the acceptance rate for the CSE program specifically?
Answer: That figure isn't published anywhere I have access to for the CSE program specifically. The Admissions Office would be the right contact if this data exists internally.",False,out_of_scope,"Kind of urgent, but what's the acceptance rate for the CSE program specifically?",0.9871068596839905
