group,query_id,top1_score,max_s_vec,margin
out_of_scope_SHOULD_abstain,OOS-45,0.9915527170745188,0.6831054346044086,0.13846201080555642
out_of_scope_SHOULD_abstain,OOS-46,0.9891403049093935,0.6782805984066372,0.2745287055950918
out_of_scope_SHOULD_abstain,OOS-47,0.980746878081714,0.6614937524992487,0.03484236318936895
out_of_scope_SHOULD_abstain,OOS-48,0.9373082371141847,0.5746164654867059,0.28309410151798275
out_of_scope_SHOULD_abstain,OOS-50,1.0373045265142269,0.7746090512758781,0.08543083951190544
out_of_scope_SHOULD_abstain,OOS-51,0.9855422926626249,0.698634280635408,0.0038844590878015506
out_of_scope_SHOULD_abstain,OOS-52,0.9715130040417777,0.6430260076276,0.10824956362151128
out_of_scope_SHOULD_abstain,OOS-53,1.0162523446056917,0.7415249533724177,0.0746923317018886
out_of_scope_SHOULD_abstain,OOS-54,0.7041098716763059,0.44319160841481037,0.15897191018379508
out_of_scope_SHOULD_abstain,OOS-55,0.890256541681832,0.4805130783682482,0.5224019648991389
out_of_scope_SHOULD_abstain,OOS-56,0.9719141385642007,0.6438282810010052,0.16594451206632166
out_of_scope_SHOULD_abstain,OOS-57,0.9745848706737167,0.6491697354828931,0.27324954166172244
out_of_scope_SHOULD_abstain,OOS-58,1.0873427249847523,0.8746854448340198,0.11720814457424689
out_of_scope_SHOULD_abstain,OOS-59,1.0091373193876398,0.7182746286850114,0.04513846554939749
