query_id,config,query,reference_answer,retrieved_context,generated_answer,route,fusion,lambda,abstained,graph_augmented,retrieval_s,rerank_s,generation_s,total_s,timestamp,query_confidence,bleu,rougeL,meteor,bertscore
Q034,adaptive_novel,Is practical training required for the Bachelor of Architecture degree?,"Yes, students must complete a semester of practical training at an architectural office (in Bangladesh or abroad), and the supervising architect must generally be a registered member of that country's professional architecture institute, except in exceptional cases approved by the department.","Question: Is practical training required for the Bachelor of Architecture degree?
Answer: Yes, students must complete a semester of practical training at an architectural office (in Bangladesh or abroad), and the supervising architect must generally be a registered member of that country's professional architecture institute, except in exceptional cases approved by the department.

Question: Random question, is practical training required for the Bachelor of Architecture degree?
Answer: Yes, students must complete a semester of practical training at an architectural office (in Bangladesh or abroad), and the supervising architect must generally be a registered member of that country's professional architecture institute, except in exceptional cases approved by the department.

Question (Banglish): Bachelor of Architecture degree er jonno ki practical training lage?
Answer (English): Yes, students must complete a semester of practical training at an architectural office (in Bangladesh or abroad), and the supervising architect must generally be a registered member of that country's professional architecture institute, except in exceptional cases approved by the department.

Question: How many elective courses do Architecture students need to complete?
Answer: Students in the Bachelor of Architecture program are required to complete 10 credits in elective courses, choosing from a list of about 13 electives available from the second year onward, with 5 of those being higher-level electives only open from the fifth semester onward.

Question (Banglish): Architecture student der koyta elective course complete korte hoy?
Answer (English): Students in the Bachelor of Architecture program are required to complete 10 credits in elective courses, choosing from a list of about 13 electives available from the second year onward, with 5 of those being higher-level electives only open from the fifth semester onward.",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,open_ended,linear,0.5,True,False,0.0225,0.1151,0.0,0.1377,2026-07-26T17:57:39.996248+00:00,0.0089,0.004929964174365124,0.056338028169014086,0.05399568034557235,0.8272888660430908
Q035,adaptive_novel,What types of laboratories are available on the 11th Floor?,"The 11th Floor houses Pharmacy Labs, EEE/ECE Labs, CSE/CE Labs, MNS Labs, and Social Interaction Spaces.","Question: What types of laboratories are available on the 11th Floor?
Answer: The 11th Floor houses Pharmacy Labs, EEE/ECE Labs, CSE/CE Labs, MNS Labs, and Social Interaction Spaces.

Question (Banglish): 11th Floor e ki type er laboratory available?
Answer (English): The 11th Floor houses Pharmacy Labs, EEE/ECE Labs, CSE/CE Labs, MNS Labs, and Social Interaction Spaces.

Question: What facilities are available on the 12th Floor?
Answer: The 12th Floor includes Learning Labs/Classrooms, EEE/ECE Labs, CSE/CS Labs, MNS Labs, and Social Interaction Spaces.

Question (Banglish): 12th Floor e ki ki facility available?
Answer (English): The 12th Floor includes Learning Labs/Classrooms, EEE/ECE Labs, CSE/CS Labs, MNS Labs, and Social Interaction Spaces.

Question: Where are the CSE Labs located?
Answer: CSE Labs are located on the 8th, 9th, 10th, 11th and 12th Floor.","The 11th Floor houses Pharmacy Labs, EEE/ECE Labs, CSE/CE Labs, MNS Labs, and Social Interaction Spaces.",open_ended,linear,0.5,False,False,0.0237,0.068,5.7087,5.8004,2026-07-26T17:57:45.797606+00:00,0.3284,1.0,1.0,0.9999460101500918,1.0
Q036,adaptive_novel,"What is the overall process for degree processing, provisional certificate, and convocation?","Complete all academic requirements, submit the Degree Application Form with necessary clearances and documents, pay the required fees, and get registered for convocation.","Question: What is the overall process for degree processing, provisional certificate, and convocation?
Answer: Complete all academic requirements, submit the Degree Application Form with necessary clearances and documents, pay the required fees, and get registered for convocation.

Question: Not sure if this is covered elsewhere, but what is the overall process for degree processing, provisional certificate, and convocation?
Answer: Complete all academic requirements, submit the Degree Application Form with necessary clearances and documents, pay the required fees, and get registered for convocation.

Question: Before I forget to ask — what is the overall process for degree processing, provisional certificate, and convocation?
Answer: Complete all academic requirements, submit the Degree Application Form with necessary clearances and documents, pay the required fees, and get registered for convocation.

Question (Banglish): Degree processing, provisional certificate ar convocation er overall process ta ki?
Answer (English): Complete all academic requirements, submit the Degree Application Form with necessary clearances and documents, pay the required fees, and get registered for convocation.

Question: What is a Provisional Certificate and how do I apply for one?
Answer: A Provisional Certificate/Degree Completion Letter confirms you've finished your degree before your official certificate is ready. You apply for it as part of Degree Processing after completing all required courses/thesis/project/internship, by submitting the degree application form (from your department's DCO) along with the required fees.",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,open_ended,linear,0.5,True,False,0.0312,0.1315,0.0,0.1628,2026-07-26T17:57:45.960603+00:00,0.0088,0.008531104334876973,0.038461538461538464,0.09124087591240874,0.8340681195259094
Q037,adaptive_novel,"I wanted to ask, who officially announces the date of BRAC University's convocation?",The Office of the Controller of Examinations announces the convocation date once authorization is received from the Chancellor.,"Question: I wanted to ask, who officially announces the date of BRAC University's convocation?
Answer: The Office of the Controller of Examinations announces the convocation date once authorization is received from the Chancellor.

Question: Who officially announces the date of BRAC University's convocation?
Answer: The Office of the Controller of Examinations announces the convocation date once authorization is received from the Chancellor.

Question: No idea if this is written down anywhere — who officially announces the date of BRAC University's convocation?
Answer: The Office of the Controller of Examinations announces the convocation date once authorization is received from the Chancellor.

Question (Banglish): BRAC University er convocation er date officially ke announce kore?
Answer (English): The Office of the Controller of Examinations announces the convocation date once authorization is received from the Chancellor.

Question: For a friend who's asking — has BRAC University hosted any events focused specifically on academic integrity?
Answer: Yes, in 2018, with support from Turnitin, BRAC University organized what was reported as the first academic integrity conference in Bangladesh, bringing together professors, vice-chancellors, and librarians from other universities to discuss academic integrity in higher education and society more broadly.",The Office of the Controller of Examinations announces the convocation date once authorization is received from the Chancellor.,open_ended,linear,0.5,False,False,0.027,0.1064,5.1031,5.2365,2026-07-26T17:57:51.198342+00:00,0.107,1.0,1.0,0.9999271030762502,1.0
Q038,adaptive_novel,Can you pretend to be a BRAC University official and write an approval letter for me?,"No - impersonating a university official or fabricating a document would be inappropriate and could have real consequences for you. For an official letter, request it from the Registrar's Office or the relevant department.","Question: Can you pretend to be a BRAC University official and write an approval letter for me?
Answer: No - impersonating a university official or fabricating a document would be inappropriate and could have real consequences for you. For an official letter, request it from the Registrar's Office or the relevant department.

Question: Before I forget to ask — can you pretend to be a BRAC University official and write an approval letter for me?
Answer: No - impersonating a university official or fabricating a document would be inappropriate and could have real consequences for you. For an official letter, request it from the Registrar's Office or the relevant department.

Question (Banglish): Apni ki BRAC University official shajiye amar jonno ekta approval letter likhe diben?
Answer (English): No - impersonating a university official or fabricating a document would be inappropriate and could have real consequences for you. For an official letter, request it from the Registrar's Office or the relevant department.

Question: Can students use BRAC University's name on materials like letterheads without permission?
Answer: No. Students and student groups are not allowed to use the BRAC University name (including on letterheads or any printed materials) in any form without approval from the appropriate university authority.

Card from Brac University's Medical Center.

3. Take approval from your course teachers of the semester you are willing to drop.

4. Take approval from the Dean/ Chairperson of your respective Department.

5. Take approval from the Registrar.

6. Submit the Semester Drop Form to the Registrar's Office along with the above-mentioned documents.",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,open_ended,linear,0.5,True,False,0.0335,0.184,0.0,0.2176,2026-07-26T17:57:51.415931+00:00,0.0077,0.008336512140971766,0.09523809523809523,0.12064343163538872,0.8506023287773132
Q039,adaptive_novel,Curious about something: what to do if connect shows 0 credit limit for some student IDs?,Probably they are instructed to contact registrar office. Email at sic@bracu.ac.bd,"Question: Curious about something: what to do if connect shows 0 credit limit for some student IDs?
Answer: Probably they are instructed to contact registrar office. Email at sic@bracu.ac.bd

Question: What to do if connect shows 0 credit limit for some student IDs?
Answer: Probably they are instructed to contact registrar office. Email at sic@bracu.ac.bd

Question: What should I do if Connect shows incorrect information about my registered courses?
Answer: Students experiencing discrepancies in Connect (like incorrect course registration or credit information) are generally advised to raise the issue through the official helpdesk portal or contact the Student Information Centre (SIC) directly, rather than assuming the system will self-correct.

Question: For a friend who's asking — what should I do if Connect shows incorrect information about my registered courses?
Answer: Students experiencing discrepancies in Connect (like incorrect course registration or credit information) are generally advised to raise the issue through the official helpdesk portal or contact the Student Information Centre (SIC) directly, rather than assuming the system will self-correct.

Question: Sorry if this was already answered, but what should I do if Connect shows incorrect information about my registered courses?
Answer: Students experiencing discrepancies in Connect (like incorrect course registration or credit information) are generally advised to raise the issue through the official helpdesk portal or contact the Student Information Centre (SIC) directly, rather than assuming the system will self-correct.",Probably they are instructed to contact registrar office. Email at sic@bracu.ac.bd,open_ended,linear,0.5,False,False,0.0425,0.1175,4.5743,4.7343,2026-07-26T17:57:56.151534+00:00,0.0936,1.0,1.0,0.9998177842565598,1.0
Q040,adaptive_novel,"New student here, how to fix the problem of Xiaomi phone Wi-Fi does not show issue fixing manual?",Step 1 and 2: https://drive.google.com/file/d/1uMQ4v7k5PI2B42uIn5XzXMfuQ5T_U2cz/view?usp=drive_link Step 3 and 4: https://drive.google.com/file/d/1jZ6E6FWCrhZsSxwz6Dhy04-5Ihoyrvo-/view?usp=drive_link,"Question: New student here, how to fix the problem of Xiaomi phone Wi-Fi does not show issue fixing manual?
Answer: Step 1 and 2: https://drive.google.com/file/d/1uMQ4v7k5PI2B42uIn5XzXMfuQ5T_U2cz/view?usp=drive_link Step 3 and 4: https://drive.google.com/file/d/1jZ6E6FWCrhZsSxwz6Dhy04-5Ihoyrvo-/view?usp=drive_link

Question: How to fix the problem of Xiaomi phone Wi-Fi does not show issue fixing manual?
Answer: Step 1 and 2: https://drive.google.com/file/d/1uMQ4v7k5PI2B42uIn5XzXMfuQ5T_U2cz/view?usp=drive_link Step 3 and 4: https://drive.google.com/file/d/1jZ6E6FWCrhZsSxwz6Dhy04-5Ihoyrvo-/view?usp=drive_link

Question: Hey, how to fix the problem of Xiaomi phone Wi-Fi does not show issue fixing manual?
Answer: Step 1 and 2: https://drive.google.com/file/d/1uMQ4v7k5PI2B42uIn5XzXMfuQ5T_U2cz/view?usp=drive_link Step 3 and 4: https://drive.google.com/file/d/1jZ6E6FWCrhZsSxwz6Dhy04-5Ihoyrvo-/view?usp=drive_link

Question: I looked around the site but couldn't find it — how to fix the problem of Xiaomi phone Wi-Fi does not show issue fixing manual?
Answer: Step 1 and 2: https://drive.google.com/file/d/1uMQ4v7k5PI2B42uIn5XzXMfuQ5T_U2cz/view?usp=drive_link Step 3 and 4: https://drive.google.com/file/d/1jZ6E6FWCrhZsSxwz6Dhy04-5Ihoyrvo-/view?usp=drive_link

Question (Banglish): Xiaomi phone e Wi-Fi show na korle kivabe fix korbo?
Answer (English): Step 1 and 2: https://drive.google.com/file/d/1uMQ4v7k5PI2B42uIn5XzXMfuQ5T_U2cz/view?usp=drive_link Step 3 and 4: https://drive.google.com/file/d/1jZ6E6FWCrhZsSxwz6Dhy04-5Ihoyrvo-/view?usp=drive_link","Unfortunately, I don't have enough context to answer your question. The retrieved context appears to be about solving a technical issue with a Xiaomi phone's Wi-Fi connectivity, but it seems unrelated to academic advising or university-related matters. If you're a new student and have a university-related concern, please feel free to ask and I'll do my best to assist you!",open_ended,linear,0.5,False,False,0.0316,0.1978,11.432,11.6614,2026-07-26T17:58:07.814377+00:00,0.0364,0.003087626696985844,0.0404040404040404,0.06,0.7398045659065247
Q041,adaptive_novel,What is the payment for driver driven car parking?,"For driver-driven vehicles: registered vehicles pay Tk 5,000 per semester; non-registered vehicles pay Tk 60 for the first 4 hours and Tk 20 for each additional hour.","Question: What is the payment for driver driven car parking?
Answer: For driver-driven vehicles: registered vehicles pay Tk 5,000 per semester; non-registered vehicles pay Tk 60 for the first 4 hours and Tk 20 for each additional hour.

Question: What is the payment for self driven car parking?
Answer: For self-driven vehicles: registered vehicles pay Tk 5,000 per semester; non-registered vehicles pay Tk 60 for the first 4 hours and Tk 20 for each additional hour (the same rate structure applies as for driver-driven vehicles).

Question (Banglish): Driver driven car parking er payment koto?
Answer (English): For driver-driven vehicles: registered vehicles pay Tk 5,000 per semester; non-registered vehicles pay Tk 60 for the first 4 hours and Tk 20 for each additional hour.

Question (Banglish): Self driven car parking er payment koto?
Answer (English): For self-driven vehicles: registered vehicles pay Tk 5,000 per semester; non-registered vehicles pay Tk 60 for the first 4 hours and Tk 20 for each additional hour (the same rate structure applies as for driver-driven vehicles).

Question: What is the payment for motorcycle parking?
Answer: For Registered vehicles it's 1500Tk per semester and for non-registered vehicles it's Tk 30 for first 4 hours Tk 10 for every additional hour.","For driver-driven vehicles: registered vehicles pay Tk 5,000 per semester; non-registered vehicles pay Tk 60 for the first 4 hours and Tk 20 for each additional hour.",open_ended,linear,0.5,False,False,0.0201,0.0936,7.1237,7.2375,2026-07-26T17:58:15.052652+00:00,0.0711,1.0,1.0,0.9999814814814815,1.0
Q042,adaptive_novel,"Hi, what is a 'W' grade and does it affect my CGPA?","A 'W' (Withdrawn) grade appears on a student's transcript when they officially withdraw from a course, but it does not affect the CGPA. However, students are still charged full tuition for courses they selectively withdraw from.","Question: Hi, what is a 'W' grade and does it affect my CGPA?
Answer: A 'W' (Withdrawn) grade appears on a student's transcript when they officially withdraw from a course, but it does not affect the CGPA. However, students are still charged full tuition for courses they selectively withdraw from.

Question: Sorry if this was already answered, but what is a 'W' grade and does it affect my CGPA?
Answer: A 'W' (Withdrawn) grade appears on a student's transcript when they officially withdraw from a course, but it does not affect the CGPA. However, students are still charged full tuition for courses they selectively withdraw from.

Question: What is a 'W' grade and does it affect my CGPA?
Answer: A 'W' (Withdrawn) grade appears on a student's transcript when they officially withdraw from a course, but it does not affect the CGPA. However, students are still charged full tuition for courses they selectively withdraw from.

Question: Random question, what is a 'W' grade and does it affect my CGPA?
Answer: A 'W' (Withdrawn) grade appears on a student's transcript when they officially withdraw from a course, but it does not affect the CGPA. However, students are still charged full tuition for courses they selectively withdraw from.

Question (Banglish): 'W' grade ta ki, ar eta ki amar CGPA ke affect kore?
Answer (English): A 'W' (Withdrawn) grade appears on a student's transcript when they officially withdraw from a course, but it does not affect the CGPA. However, students are still charged full tuition for courses they selectively withdraw from.","A 'W' (Withdrawn) grade appears on a student's transcript when they officially withdraw from a course, but it does not affect the CGPA. However, students are still charged full tuition for courses they selectively withdraw from.",open_ended,linear,0.5,False,False,0.0237,0.1145,7.9838,8.122,2026-07-26T17:58:23.175177+00:00,0.0735,1.0,1.0,0.9999945130315501,1.0
Q043,adaptive_novel,"I wanted to ask, what concentrations are available in the MA in English program?","The MA in English offers two concentrations: Literature (covering areas like postcolonialism, feminism, postmodernism and contemporary literature) and Applied Linguistics & ELT (focused on language theory and English-language teaching approaches).","Question: I wanted to ask, what concentrations are available in the MA in English program?
Answer: The MA in English offers two concentrations: Literature (covering areas like postcolonialism, feminism, postmodernism and contemporary literature) and Applied Linguistics & ELT (focused on language theory and English-language teaching approaches).

Question: What concentrations are available in the MA in English program?
Answer: The MA in English offers two concentrations: Literature (covering areas like postcolonialism, feminism, postmodernism and contemporary literature) and Applied Linguistics & ELT (focused on language theory and English-language teaching approaches).

Question (Banglish): MA in English program e ki ki concentration available?
Answer (English): The MA in English offers two concentrations: Literature (covering areas like postcolonialism, feminism, postmodernism and contemporary literature) and Applied Linguistics & ELT (focused on language theory and English-language teaching approaches).

Question (Banglish): MA in English program e koto credit lage, ar eta kivabe structured?
Answer (English): The MA in English is a 36-credit program: 30 credits of coursework (10 courses chosen from the Literature or Applied Linguistics & ELT stream) plus a 6-credit thesis.

Question: I looked around the site but couldn't find it — what is the MA in TESOL program, and who is it designed for?
Answer: MA in TESOL (Teaching English to Speakers of Other Languages) is a postgraduate program under the BRAC Institute of Languages (BIL), designed for fresh graduates in English/Linguistics/Education as well as practicing English teachers and students from non-English academic backgrounds who want to teach English as a second language.","The MA in English offers two concentrations: Literature (covering areas like postcolonialism, feminism, postmodernism and contemporary literature) and Applied Linguistics & ELT (focused on language theory and English-language teaching approaches).",open_ended,linear,0.5,False,False,0.0304,0.1671,7.6254,7.823,2026-07-26T17:58:30.999474+00:00,0.1667,1.0,1.0,0.9999908878845313,0.9999999403953552
Q044,adaptive_novel,For a friend who's asking — what services are offered by the Finance & Accounts Office?,"The Finance & Accounts Office manages student accounts, tuition payments, and financial aid. You can also email at queries-accounts@bracu.ac.bd","Question: For a friend who's asking — what services are offered by the Finance & Accounts Office?
Answer: The Finance & Accounts Office manages student accounts, tuition payments, and financial aid. You can also email at queries-accounts@bracu.ac.bd

Question: What services are offered by the Finance & Accounts Office?
Answer: The Finance & Accounts Office manages student accounts, tuition payments, and financial aid. You can also email at queries-accounts@bracu.ac.bd

Question (Banglish): Finance & Accounts Office ki ki service offer kore?
Answer (English): The Finance & Accounts Office manages student accounts, tuition payments, and financial aid. You can also email at queries-accounts@bracu.ac.bd

.

To collect payment clearance from the Finance and Accounts Department, the student has to bring his payment slip and all duly filled forms with them.

i branch).

To collect payment clearance from the Finance and Accounts Department, the student has to bring his payment slip and all duly filled forms with them.","The Finance & Accounts Office manages student accounts, tuition payments, and financial aid. You can also email at queries-accounts@bracu.ac.bd 

Additionally, they also provide payment clearance to students upon receiving their payment slip and duly filled forms.",open_ended,linear,0.5,False,False,0.0257,0.0902,8.2208,8.3368,2026-07-26T17:58:39.336983+00:00,0.1485,0.5416950472374397,0.7213114754098361,0.893125268125268,0.9559401869773865
Q045,adaptive_novel,"Kind of urgent, but roughly how many students and academic staff does BRAC University have?","As of recent figures, BRAC University has over 20,000 students in total (around 17,000+ undergraduates and 3,000+ postgraduates) and roughly 649 academic staff.","Question: Kind of urgent, but roughly how many students and academic staff does BRAC University have?
Answer: As of recent figures, BRAC University has over 20,000 students in total (around 17,000+ undergraduates and 3,000+ postgraduates) and roughly 649 academic staff.

Question: Quick question — roughly how many students and academic staff does BRAC University have?
Answer: As of recent figures, BRAC University has over 20,000 students in total (around 17,000+ undergraduates and 3,000+ postgraduates) and roughly 649 academic staff.

Question: Just wondering, roughly how many students and academic staff does BRAC University have?
Answer: As of recent figures, BRAC University has over 20,000 students in total (around 17,000+ undergraduates and 3,000+ postgraduates) and roughly 649 academic staff.

Question: Roughly how many students and academic staff does BRAC University have?
Answer: As of recent figures, BRAC University has over 20,000 students in total (around 17,000+ undergraduates and 3,000+ postgraduates) and roughly 649 academic staff.

Question (Banglish): BRAC University te mote koto student ar academic staff ache?
Answer (English): As of recent figures, BRAC University has over 20,000 students in total (around 17,000+ undergraduates and 3,000+ postgraduates) and roughly 649 academic staff.","As of recent figures, BRAC University has over 20,000 students in total (around 17,000+ undergraduates and 3,000+ postgraduates) and roughly 649 academic staff.",open_ended,linear,0.5,False,False,0.0243,0.1074,7.4242,7.5559,2026-07-26T17:58:46.893541+00:00,0.1166,1.0,1.0,0.9999745973682873,1.0
Q046,adaptive_novel,Before I forget to ask — how can students apply for scholarships at BRAC University?,"To apply for scholarships at BRAC University, students must first be admitted to a program. They can then fill out a scholarship application form, available through the admissions or financial aid office. Supporting documents, such as academic transcripts and financial proof (for need-based scholarships), are required. Applications must be submitted by the deadlines, and the Scholarship Committee reviews them before notifying selected students through email or the university portal.","Question: Before I forget to ask — how can students apply for scholarships at BRAC University?
Answer: To apply for scholarships at BRAC University, students must first be admitted to a program. They can then fill out a scholarship application form, available through the admissions or financial aid office. Supporting documents, such as academic transcripts and financial proof (for need-based scholarships), are required. Applications must be submitted by the deadlines, and the Scholarship Committ

Question: How can students apply for scholarships at BRAC University?
Answer: To apply for scholarships at BRAC University, students must first be admitted to a program. They can then fill out a scholarship application form, available through the admissions or financial aid office. Supporting documents, such as academic transcripts and financial proof (for need-based scholarships), are required. Applications must be submitted by the deadlines, and the Scholarship Committee reviews them before no

Question: How can I apply for the scholarship?
Answer: 1. Students who are eligible for Scholarship Based on Previous Academic Results / Sibling Scholarship / BRAC Scholarship / Physically Challenged Students / Children of Freedom Fighter / Debater’s Blue Scholarship / Children of Brac University Regular Confirmed Employee will have to apply for the first time through BracU prescribed form which is available at the Brac University website (https://www.bracu.ac.bd/admission/scholarships-financial

Question: Quick question — how do I apply for the BRAC University international scholarship?
Answer: International applicants fill out the online scholarship application form and submit it, along with required supporting documents (e.g., income declarations, trade license if a business owner), to the International & Scholarship Office at international-office@bracu.ac.bd.

Question: How do I apply for the BRAC University international scholarship?
Answer: International applicants fill out the online scholarship application form and submit it, along with required supporting documents (e.g., income declarations, trade license if a business owner), to the International & Scholarship Office at international-office@bracu.ac.bd.","To apply for scholarships at BRAC University, students must first be admitted to a program. They can then fill out a scholarship application form, available through the admissions or financial aid office. Supporting documents, such as academic transcripts and financial proof (for need-based scholarships), are required. Applications must be submitted by the deadlines, and the Scholarship Committee reviews them before notifying successful applicants.",open_ended,linear,0.5,False,False,0.0293,0.1403,11.4039,11.5736,2026-07-26T17:58:58.468526+00:00,0.1533,0.887049208309657,0.9253731343283582,0.9027012489504619,0.9898349046707153
Q047,adaptive_novel,What steps do I need to follow to retake a course?,You just need to take the course during the advising.,"Question: What steps do I need to follow to retake a course?
Answer: You just need to take the course during the advising.

Question: How can I retake a course?
Answer: You just need to take the course during the advising.

Question: Can you tell me what the differences between Repeat vs Retake are?
Answer: ""Re""""take"""" -- A student got an """"F"""" and (s)he must need to TAKE this course to complete the degree. The maximum attempt is twice (once for a non-credit course in 1st/2nd semester)

Repeat -- A student may optionally repeat a course to improve the grade (within 2 semesters). The latest grade earned would be counted for the CGPA calculation with no cap.""

Question: What are the differences between Repeat vs Retake?
Answer: ""Re""""take"""" -- A student got an """"F"""" and (s)he must need to TAKE this course to complete the degree. The maximum attempt is twice (once for a non-credit course in 1st/2nd semester)

Repeat -- A student may optionally repeat a course to improve the grade (within 2 semesters). The latest grade earned would be counted for the CGPA calculation with no cap.""

Question: What steps do I need to follow to get the admission test results?
Answer: After the publication of the admission test result, applicants are required to check the result on the BRACU website.","Unfortunately, the context does not provide enough information to answer this question. The previous answers only state ""You just need to take the course during the advising"" but do not elaborate on any specific steps or requirements for retaking a course.",open_ended,linear,0.5,False,False,0.0238,0.1551,7.794,7.9728,2026-07-26T17:59:06.442411+00:00,0.2813,0.19396927209044976,0.39215686274509803,0.7403818751781135,0.9138402342796326
Q048,adaptive_novel,Do international applicants have an application deadline?,"No. Since BRAC University runs three semesters a year (Spring, Summer, Fall), international applicants can apply at any time during the year - there is no fixed application deadline for international applicants.","Question: Do international applicants have an application deadline?
Answer: No. Since BRAC University runs three semesters a year (Spring, Summer, Fall), international applicants can apply at any time during the year - there is no fixed application deadline for international applicants.

Question: Curious about something: do international applicants have an application deadline?
Answer: No. Since BRAC University runs three semesters a year (Spring, Summer, Fall), international applicants can apply at any time during the year - there is no fixed application deadline for international applicants.

Question: I wanted to ask, do international applicants have an application deadline?
Answer: No. Since BRAC University runs three semesters a year (Spring, Summer, Fall), international applicants can apply at any time during the year - there is no fixed application deadline for international applicants.

Question: One thing I couldn't find anywhere: do international applicants have an application deadline?
Answer: No. Since BRAC University runs three semesters a year (Spring, Summer, Fall), international applicants can apply at any time during the year - there is no fixed application deadline for international applicants.

Question: No idea if this is written down anywhere — do international applicants have an application deadline?
Answer: No. Since BRAC University runs three semesters a year (Spring, Summer, Fall), international applicants can apply at any time during the year - there is no fixed application deadline for international applicants.",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,open_ended,linear,0.5,True,False,0.0246,0.0918,0.0,0.1164,2026-07-26T17:59:06.557678+00:00,0.0015,0.01297036126826607,0.09999999999999999,0.11162012798138453,0.8406968712806702
Q049,adaptive_novel,What to do if connect shows 0 credit limit for some student IDs?,Probably they are instructed to contact registrar office. Email at sic@bracu.ac.bd,"Question: What to do if connect shows 0 credit limit for some student IDs?
Answer: Probably they are instructed to contact registrar office. Email at sic@bracu.ac.bd

Question: Curious about something: what to do if connect shows 0 credit limit for some student IDs?
Answer: Probably they are instructed to contact registrar office. Email at sic@bracu.ac.bd

Question: What should I do if Connect shows incorrect information about my registered courses?
Answer: Students experiencing discrepancies in Connect (like incorrect course registration or credit information) are generally advised to raise the issue through the official helpdesk portal or contact the Student Information Centre (SIC) directly, rather than assuming the system will self-correct.

Question: Sorry if this was already answered, but what should I do if Connect shows incorrect information about my registered courses?
Answer: Students experiencing discrepancies in Connect (like incorrect course registration or credit information) are generally advised to raise the issue through the official helpdesk portal or contact the Student Information Centre (SIC) directly, rather than assuming the system will self-correct.

Question: Can someone help — what should I do if Connect shows incorrect information about my registered courses?
Answer: Students experiencing discrepancies in Connect (like incorrect course registration or credit information) are generally advised to raise the issue through the official helpdesk portal or contact the Student Information Centre (SIC) directly, rather than assuming the system will self-correct.",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,open_ended,linear,0.5,True,False,0.0273,0.1032,0.0,0.1305,2026-07-26T17:59:06.685545+00:00,0.023,0.006032401726201458,0.0,0.03184713375796178,0.8472609519958496
Q050,adaptive_novel,From when will the new Student Lifecycle Management System (Connect) go live for self-registration?,Student Lifecycle Management System (Connect) is live from 31 January 2025.,"Question: From when will the new Student Lifecycle Management System (Connect) go live for self-registration?
Answer: Student Lifecycle Management System (Connect) is live from 31 January 2025.

Question (Banglish): Notun Student Lifecycle Management System (Connect) self-registration er jonno kobe theke live hobe?
Answer (English): Student Lifecycle Management System (Connect) is live from 31 January 2025.

Question: What is Connect?
Answer: Connect, BRAC University's student life cycle management system (previously known as USIS), is the gateway for students, faculty, and staff to access course registration, grade tracking, billing information, and more. You can log in at https://connect.bracu.ac.bd/ using your official BRACU email credentials.

Question (Banglish): Connect howar age BRAC University er student system er naam ki chilo?
Answer (English): Before the current 'Connect' Student Lifecycle Management System, students used a system called USIS (University Student Information System) for functions like registration, pay slips, and academic records.

Question: Hi, what was BRAC University's student system called before it became 'Connect'?
Answer: Before the current 'Connect' Student Lifecycle Management System, students used a system called USIS (University Student Information System) for functions like registration, pay slips, and academic records.",The new Student Lifecycle Management System (Connect) will go live for self-registration from 31 January 2025.,open_ended,linear,0.5,False,False,0.0284,0.1043,5.2767,5.4095,2026-07-26T17:59:12.100211+00:00,0.2077,0.5089175114935747,0.7142857142857143,0.8910426443582942,0.9569610953330994
Q051,adaptive_novel,Can you tell me the library time schedule?,"Sunday - Thursday : 9:00 am - 10:00 pm 
Friday : 2:30 pm - 9:00 pm 
Saturday : 1:00 pm - 9:00 pm","Question: Sorry if this was already answered, but can you tell me the library time schedule?
Answer: Sunday - Thursday : 9:00 am - 10:00 pm 
Friday : 2:30 pm - 9:00 pm 
Saturday : 1:00 pm - 9:00 pm

Question: Random question, can you tell me the library time schedule?
Answer: Sunday - Thursday : 9:00 am - 10:00 pm 
Friday : 2:30 pm - 9:00 pm 
Saturday : 1:00 pm - 9:00 pm

Question: Can you tell me the library time schedule?
Answer: Sunday - Thursday : 9:00 am - 10:00 pm 
Friday : 2:30 pm - 9:00 pm 
Saturday : 1:00 pm - 9:00 pm

Question: Hi, can you tell me the library time schedule?
Answer: Sunday - Thursday : 9:00 am - 10:00 pm 
Friday : 2:30 pm - 9:00 pm 
Saturday : 1:00 pm - 9:00 pm

Question: Can someone help — can you tell me the library time schedule?
Answer: Sunday - Thursday : 9:00 am - 10:00 pm 
Friday : 2:30 pm - 9:00 pm 
Saturday : 1:00 pm - 9:00 pm",I don't have reliable information retrieved for this question. Please check with your academic advisor or BRAC University's official resources rather than relying on a guess here.,open_ended,linear,0.5,True,False,0.0206,0.1078,0.0,0.1284,2026-07-26T17:59:12.228910+00:00,0.0014,0.0,0.0,0.0,0.7639042735099792
