query_id,config,query,reference_answer,generated_answer,bleu,rougeL,meteor,bertscore
Q006,full_hybrid_baseline,Where is the EEE Department?,The EEE Department is located on the 4th floor and the labs are on 11th and 12th.,The EEE Department is located on the 4th floor and the labs are on 11th and 12th.,1.0,1.0,0.9999142661179699,1.0000001192092896
Q006,full_hybrid_trf_rerank,Where is the EEE Department?,The EEE Department is located on the 4th floor and the labs are on 11th and 12th.,The EEE Department is located on the 4th floor and the labs are on 11th and 12th.,1.0,1.0,0.9999142661179699,1.0000001192092896
Q007,full_hybrid_baseline,What services does the BRAC University Medical Center provide?,"The Medical Center offers emergency medical services and free consultations/medicine to students and employees, health checkups with an official Health Card, referrals to partner hospitals for emergencies, ambulance support, and workshops on reproductive health and family planning. It also runs blood donation programs in collaboration with student clubs, arranges vaccination drives for communicable diseases, and holds regular STD/reproductive health workshops each semester with BRAC James P Grant School of Public Health.","The BRAC University Medical Center offers emergency medical services and free consultations/medicine to students and employees, health checkups with an official Health Card, referrals to partner hospitals for emergencies, ambulance support, and workshops on reproductive health and family planning. It also runs blood donation programs in collaboration with student clubs, arranges vaccination drives for communicable diseases, and holds regular STD/reproductive health workshops each semester with BRAC James P Grant School of Public Health.",0.965325976608878,0.9864864864864865,0.9974666550135225,0.9911755323410034
Q007,full_hybrid_trf_rerank,What services does the BRAC University Medical Center provide?,"The Medical Center offers emergency medical services and free consultations/medicine to students and employees, health checkups with an official Health Card, referrals to partner hospitals for emergencies, ambulance support, and workshops on reproductive health and family planning. It also runs blood donation programs in collaboration with student clubs, arranges vaccination drives for communicable diseases, and holds regular STD/reproductive health workshops each semester with BRAC James P Grant School of Public Health.","The BRAC University Medical Center offers emergency medical services and free consultations/medicine to students and employees, health checkups with an official Health Card, referrals to partner hospitals for emergencies, ambulance support, and workshops on reproductive health and family planning. It also runs blood donation programs in collaboration with student clubs, arranges vaccination drives for communicable diseases, and holds regular STD/reproductive health workshops each semester with BRAC James P Grant School of Public Health.",0.965325976608878,0.9864864864864865,0.9974666550135225,0.9911755323410034
Q008,full_hybrid_baseline,When must course selections be confirmed after Pre-Registration phases?,During the Self-Registration period assigned after result publication,Course selections must be confirmed during the Self-Registration period assigned after result publication.,0.5142401605028263,0.782608695652174,0.9293241279069768,0.9285576343536377
Q008,full_hybrid_trf_rerank,When must course selections be confirmed after Pre-Registration phases?,During the Self-Registration period assigned after result publication,Course selections must be confirmed during the Self-Registration period assigned after result publication.,0.5142401605028263,0.782608695652174,0.9293241279069768,0.9285576343536377
Q009,full_hybrid_baseline,Where do i have to park the vehicle?,You can park your vehicle at basement-2.,You can park your vehicle at basement-2.,1.0,1.0,0.9990234375,1.0000001192092896
Q009,full_hybrid_trf_rerank,Where do i have to park the vehicle?,You can park your vehicle at basement-2.,You can park your vehicle at basement-2.,1.0,1.0,0.9990234375,1.0000001192092896
Q010,full_hybrid_baseline,Purpose of the Wishlist event for Summer 2025?,To help plan course offerings based on student demand,The purpose of the Wishlist event for Summer 2025 is to help plan course offerings based on student demand.,0.401577332834242,0.6428571428571429,0.8904779366825571,0.9402251839637756
Q010,full_hybrid_trf_rerank,Purpose of the Wishlist event for Summer 2025?,To help plan course offerings based on student demand,The purpose of the Wishlist event for Summer 2025 is to help plan course offerings based on student demand.,0.401577332834242,0.6428571428571429,0.8904779366825571,0.9402251839637756
Q011,full_hybrid_baseline,"Does BRAC University have a digital student ID card, or only a physical one?","Yes, BRAC University introduced a digital ID card in 2017, generated through the BRACU Mobile App (accessible via the app's 'ID Card' menu option). Both the physical and digital ID have been usable, and students are advised to keep the app updated to generate their digital card.",BRAC University has both a physical and a digital student ID card.,0.0026890610560586204,0.26666666666666666,0.15449909682369678,0.9094945192337036
Q011,full_hybrid_trf_rerank,"Does BRAC University have a digital student ID card, or only a physical one?","Yes, BRAC University introduced a digital ID card in 2017, generated through the BRACU Mobile App (accessible via the app's 'ID Card' menu option). Both the physical and digital ID have been usable, and students are advised to keep the app updated to generate their digital card.","BRAC University has both a digital and a physical student ID card. The digital ID card was introduced in 2017 through the BRACU Mobile App, which can be accessed via the app's 'ID Card' menu option.",0.26561710642189434,0.5176470588235293,0.5105710541097174,0.9433451890945435
Q012,full_hybrid_baseline,What is the contact number for Route-05 (Jatrabari)?,Route-05 (Jatrabari) Service Assistant contact: 01700-877297.,The contact number for Route-05 (Jatrabari) is 01700-877297.,0.28997844147152074,0.5555555555555556,0.6657910689028086,0.9580540060997009
Q012,full_hybrid_trf_rerank,What is the contact number for Route-05 (Jatrabari)?,Route-05 (Jatrabari) Service Assistant contact: 01700-877297.,The contact number for Route-05 (Jatrabari) is 01700-877297.,0.28997844147152074,0.5555555555555556,0.6657910689028086,0.9580540060997009
Q013,full_hybrid_baseline,"Random question, what should I do if I miss my mid/final?","You should inform your course instructor as soon as possible with a valid reason (such as medical emergencies). In some cases, you may need to provide documentation like medical certificates to appeal.","You should inform your course instructor as soon as possible with a valid reason (such as medical emergencies). In some cases, you may need to provide documentation like medical certificates to appeal.",1.0,1.0,0.9999901289163524,1.0
Q013,full_hybrid_trf_rerank,"Random question, what should I do if I miss my mid/final?","You should inform your course instructor as soon as possible with a valid reason (such as medical emergencies). In some cases, you may need to provide documentation like medical certificates to appeal.","You should inform your course instructor as soon as possible with a valid reason (such as medical emergencies). In some cases, you may need to provide documentation like medical certificates to appeal.",1.0,1.0,0.9999901289163524,1.0
Q014,full_hybrid_baseline,How to do advising as my advising is blocked but my payment is clear?,You have login into these page using your g-suit to get help. LINK: https://bracu.atlassian.net/servicedesk/customer/portal/2/user/login?destination=portal%2F2 or try emailing at sic@bracu.ac.bd,You have login into these page using your g-suit to get help. LINK: https://bracu.atlassian.net/servicedesk/customer/portal/2/user/login?destination=portal%2F2 or try emailing at sic@bracu.ac.bd.,0.9648571584702385,1.0,0.9960119478120876,0.9987999796867371
Q014,full_hybrid_trf_rerank,How to do advising as my advising is blocked but my payment is clear?,You have login into these page using your g-suit to get help. LINK: https://bracu.atlassian.net/servicedesk/customer/portal/2/user/login?destination=portal%2F2 or try emailing at sic@bracu.ac.bd,You have login into these page using your g-suit to get help. LINK: https://bracu.atlassian.net/servicedesk/customer/portal/2/user/login?destination=portal%2F2 or try emailing at sic@bracu.ac.bd,1.0,1.0,0.9999794989544467,0.9999999403953552
Q015,full_hybrid_baseline,What elective courses are recommended for students interested in Cybersecurity?,"CSE446, CSE447, CSE490 and CSE496 can be beneficial for students interested in Cyber Security.","CSE446, CSE447, CSE490 and CSE496 can be beneficial for students interested in Cyber Security.",1.0,1.0,0.999898229187869,0.9999999403953552
Q015,full_hybrid_trf_rerank,What elective courses are recommended for students interested in Cybersecurity?,"CSE446, CSE447, CSE490 and CSE496 can be beneficial for students interested in Cyber Security.","CSE446, CSE447, CSE490 and CSE496 can be beneficial for students interested in Cyber Security.",1.0,1.0,0.999898229187869,0.9999999403953552
Q016,full_hybrid_baseline,How to contact with BRACU Finance and Accounts Department?,"BRAC University
Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda,
Dhaka 1212, Bangladesh
Phone: +88 09638464646 Ext: 1220, 1221

Email: queries-accounts@bracu.ac.bd","To contact the BRAC University Finance and Accounts Department, you can visit their office located at Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda, Dhaka 1212, Bangladesh. Alternatively, you can call them at +88 09638464646 Ext: 1220 or 1221, or email them at queries-accounts@bracu.ac.bd.",0.3422593790263234,0.6666666666666667,0.7811616954474098,0.9322836399078369
Q016,full_hybrid_trf_rerank,How to contact with BRACU Finance and Accounts Department?,"BRAC University
Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda,
Dhaka 1212, Bangladesh
Phone: +88 09638464646 Ext: 1220, 1221

Email: queries-accounts@bracu.ac.bd","The contact information for the BRAC University Finance and Accounts Department is as follows: BRAC University, Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda, Dhaka 1212, Bangladesh. You can reach them by phone at +88 09638464646 Ext: 1220, 1221 or via email at queries-accounts@bracu.ac.bd.",0.3808791463342665,0.6933333333333334,0.8789719198756059,0.934958279132843
Q017,full_hybrid_baseline,"Hey, for further information regarding Admission who should I contact?","For more queries, please contact the Inquiry, Registration & Admissions Office, BRACU (Phone: +88 09638464646, Call Center Ext: 1001. You can also send e-mail at admissions@bracu.ac.bd.","For more queries about admission, please contact the Inquiry, Registration & Admissions Office, BRACU (Phone: +88 09638464646, Call Center Ext: 1001. You can also send e-mail at admissions@bracu.ac.bd.",0.9024521756077707,0.9666666666666666,0.9943898779073733,0.9948424100875854
Q017,full_hybrid_trf_rerank,"Hey, for further information regarding Admission who should I contact?","For more queries, please contact the Inquiry, Registration & Admissions Office, BRACU (Phone: +88 09638464646, Call Center Ext: 1001. You can also send e-mail at admissions@bracu.ac.bd.","For more queries regarding Admission, please contact the Inquiry, Registration & Admissions Office, BRACU (Phone: +88 09638464646, Call Center Ext: 1001. You can also send e-mail at admissions@bracu.ac.bd.",0.9024521756077707,0.9666666666666666,0.9943898779073733,0.9937805533409119
Q018,full_hybrid_baseline,"I wanted to ask, what are BRAC University's official colours?","BRAC University's official colours are blue, black, and gray.","BRAC University's official colours are blue, black, and gray.",1.0,1.0,0.9997724169321802,1.0
Q018,full_hybrid_trf_rerank,"I wanted to ask, what are BRAC University's official colours?","BRAC University's official colours are blue, black, and gray.","BRAC University's official colours are blue, black, and gray.",1.0,1.0,0.9997724169321802,1.0
Q019,full_hybrid_baseline,How are students informed about changes to the transport service?,Students are informed through official BRAC University notices and announcements.,Students are informed through official BRAC University notices and announcements.,1.0,1.0,0.9996243425995492,1.0000001192092896
Q019,full_hybrid_trf_rerank,How are students informed about changes to the transport service?,Students are informed through official BRAC University notices and announcements.,Students are informed through official BRAC University notices and announcements.,1.0,1.0,0.9996243425995492,1.0000001192092896
Q020,full_hybrid_baseline,What is checked at the Security Supervisor Office?,"Student ID Check, All workers In out","Student ID Check, All workers In out.",0.8633400213704505,1.0,0.9866898148148149,0.9849658012390137
Q020,full_hybrid_trf_rerank,What is checked at the Security Supervisor Office?,"Student ID Check, All workers In out","Student ID Check, All workers In out.",0.8633400213704505,1.0,0.9866898148148149,0.9849658012390137
Q021,full_hybrid_baseline,What support does the Center of Entrepreneurship Development (CED) provide?,"The Center for Entrepreneurship Development (CED) at BRAC University supports students and alumni in developing entrepreneurial skills and launching their own ventures. It offers various services, including:
Training and mentorship programs for aspiring entrepreneurs.
Workshops and seminars on business development and innovation.
Networking opportunities with industry professionals.
Resources and guidance for business planning and startup funding.
CED aims to foster a culture of entrepreneurship and innovation within the university community, providing both theoretical knowledge and practical experience to help students succeed in their entrepreneurial endeavors.Visit more for details: https://ced.bracu.ac.bd/","The Center of Entrepreneurship Development (CED) at BRAC University supports students and alumni in developing entrepreneurial skills and launching their own ventures. It offers various services, including training and mentorship programs for aspiring entrepreneurs, workshops and seminars on business development and innovation, networking opportunities with industry professionals, resources and guidance for business planning and startup funding.",0.4551904662305216,0.7333333333333334,0.5332297695670878,0.9490139484405518
Q021,full_hybrid_trf_rerank,What support does the Center of Entrepreneurship Development (CED) provide?,"The Center for Entrepreneurship Development (CED) at BRAC University supports students and alumni in developing entrepreneurial skills and launching their own ventures. It offers various services, including:
Training and mentorship programs for aspiring entrepreneurs.
Workshops and seminars on business development and innovation.
Networking opportunities with industry professionals.
Resources and guidance for business planning and startup funding.
CED aims to foster a culture of entrepreneurship and innovation within the university community, providing both theoretical knowledge and practical experience to help students succeed in their entrepreneurial endeavors.Visit more for details: https://ced.bracu.ac.bd/","The Center of Entrepreneurship Development (CED) at BRAC University supports students and alumni in developing entrepreneurial skills and launching their own ventures. It offers various services, including training and mentorship programs for aspiring entrepreneurs, workshops and seminars on business development and innovation, networking opportunities with industry professionals, resources and guidance for business planning and startup funding.",0.4551904662305216,0.7333333333333334,0.5332297695670878,0.9490139484405518
Q022,full_hybrid_baseline,Before I forget to ask — whats the procedure for changing my section?,If you are already enrolled in a section then your request will be rejected by DCO due to the policies set by department.,The procedure for changing your section is that if you are already enrolled in a section then your request will be rejected by DCO due to the policies set by the department.,0.672307046420247,0.8363636363636363,0.9616242748772871,0.9680160880088806
Q022,full_hybrid_trf_rerank,Before I forget to ask — whats the procedure for changing my section?,If you are already enrolled in a section then your request will be rejected by DCO due to the policies set by department.,The procedure for changing your section is that if you are already enrolled in a section then your request will be rejected by DCO due to the policies set by department.,0.737288622511305,0.8518518518518519,0.9677069332437275,0.9706453680992126
Q023,full_hybrid_baseline,I'm an EEE student minoring in Physics. Do I need to separately meet the Physics minor's prerequisites even though I'm not a Physics major?,"Yes - BRACU's Minor in Physics has its own defined set of required courses and prerequisites, separate from your EEE major requirements, open to students from other departments as long as they meet those specific prerequisites. Being an EEE major doesn't automatically satisfy the Physics minor's course requirements; you'd need to check and fulfill them independently.","Yes - BRACU's Minor in Physics has its own defined set of required courses and prerequisites, separate from your EEE major requirements, open to students from other departments as long as they meet those specific prerequisites. Being an EEE major doesn't automatically satisfy the Physics minor's course requirements; you'd need to check and fulfill them independently.",1.0,1.0,0.9999981793354574,0.9999999403953552
Q023,full_hybrid_trf_rerank,I'm an EEE student minoring in Physics. Do I need to separately meet the Physics minor's prerequisites even though I'm not a Physics major?,"Yes - BRACU's Minor in Physics has its own defined set of required courses and prerequisites, separate from your EEE major requirements, open to students from other departments as long as they meet those specific prerequisites. Being an EEE major doesn't automatically satisfy the Physics minor's course requirements; you'd need to check and fulfill them independently.","Yes - BRACU's Minor in Physics has its own defined set of required courses and prerequisites, separate from your EEE major requirements, open to students from other departments as long as they meet those specific prerequisites. Being an EEE major doesn't automatically satisfy the Physics minor's course requirements; you'd need to check and fulfill them independently.",1.0,1.0,0.9999981793354574,0.9999999403953552
Q024,full_hybrid_baseline,"Does every undergraduate program require a thesis, or can students choose a project/internship instead?","It depends on the program and department; in CSE, for example, students can fulfill the CSE400 capstone requirement through a Thesis, a Project, or an Internship track, each with its own supervision and marking rubric, rather than thesis being the only option.","It depends on the program and department; in CSE, for example, students can fulfill the CSE400 capstone requirement through a Thesis, a Project, or an Internship track, each with its own supervision and marking rubric, rather than thesis being the only option.",1.0,1.0,0.999996,1.0
Q024,full_hybrid_trf_rerank,"Does every undergraduate program require a thesis, or can students choose a project/internship instead?","It depends on the program and department; in CSE, for example, students can fulfill the CSE400 capstone requirement through a Thesis, a Project, or an Internship track, each with its own supervision and marking rubric, rather than thesis being the only option.","It depends on the program and department; in CSE, for example, students can fulfill the CSE400 capstone requirement through a Thesis, a Project, or an Internship track, each with its own supervision and marking rubric, rather than thesis being the only option.",1.0,1.0,0.999996,1.0
Q025,full_hybrid_baseline,Can you tell me what the difference in focus between the BSEEE and BSECE programs is?,"BSEEE (Electrical and Electronic Engineering) has a broader focus spanning power, electronics and general EEE topics, while BSECE (Electronic and Communication Engineering) concentrates more specifically on communication-related topics such as signal processing, telecommunications, microwave engineering, and data/optical/satellite communications.","The full prerequisite chain for CSE489 is not specified in the retrieved context, so I do not have enough information to answer this question.",0.003707357304411951,0.0,0.021834061135371178,0.8156603574752808
Q025,full_hybrid_trf_rerank,Can you tell me what the difference in focus between the BSEEE and BSECE programs is?,"BSEEE (Electrical and Electronic Engineering) has a broader focus spanning power, electronics and general EEE topics, while BSECE (Electronic and Communication Engineering) concentrates more specifically on communication-related topics such as signal processing, telecommunications, microwave engineering, and data/optical/satellite communications.","BSEEE (Electrical and Electronic Engineering) has a broader focus spanning power, electronics and general EEE topics, while BSECE (Electronic and Communication Engineering) concentrates more specifically on communication-related topics such as signal processing, telecommunications, microwave engineering, and data/optical/satellite communications.",1.0,1.0,0.9999954788773148,1.0
Q026,full_hybrid_baseline,What is BRAC University's general contact information?,"The university can be reached at +88 09638464646 (extension 1001 for the operator), and general queries can be emailed to info@bracu.ac.bd.","The university can be reached at +88 09638464646 (extension 1001 for the operator), and general queries can be emailed to info@bracu.ac.bd.",1.0,1.0,0.9999745973682873,1.0
Q026,full_hybrid_trf_rerank,What is BRAC University's general contact information?,"The university can be reached at +88 09638464646 (extension 1001 for the operator), and general queries can be emailed to info@bracu.ac.bd.","The university can be reached at +88 09638464646 (extension 1001 for the operator), and general queries can be emailed to info@bracu.ac.bd.",1.0,1.0,0.9999745973682873,1.0
Q027,full_hybrid_baseline,What amenities and facilities are provided for students at TARC?,"Tarc provides students of BRAC a residential campus where they experience to live with their fellow classmates.Tarc also provides students the importance of time dynamics ,punctuality and basic manners like to respect others work.Tarc also tries to make students do their own work by themselves.","Tarc provides students of BRAC a residential campus where they experience to live with their fellow classmates. Tarc also provides students the importance of time dynamics, punctuality, and basic manners like respecting others' work. Tarc also tries to make students do their own work by themselves.",0.7116691743715989,0.989247311827957,0.9208786428882123,0.9837590456008911
Q027,full_hybrid_trf_rerank,What amenities and facilities are provided for students at TARC?,"Tarc provides students of BRAC a residential campus where they experience to live with their fellow classmates.Tarc also provides students the importance of time dynamics ,punctuality and basic manners like to respect others work.Tarc also tries to make students do their own work by themselves.","Tarc provides students of BRAC a residential campus where they experience to live with their fellow classmates. Tarc also provides students the importance of time dynamics, punctuality, and basic manners like respecting others' work. Tarc also tries to make students do their own work by themselves.",0.7116691743715989,0.989247311827957,0.9208786428882123,0.9837591052055359
Q028,full_hybrid_baseline,How many stoppages are there for each route?,Each route has between 5 and 12 designated stoppages.,Each route has between 5 and 12 designated stoppages.,1.0,1.0,0.9995,0.9999997615814209
Q028,full_hybrid_trf_rerank,How many stoppages are there for each route?,Each route has between 5 and 12 designated stoppages.,Each route has between 5 and 12 designated stoppages.,1.0,1.0,0.9995,0.9999998211860657
Q029,full_hybrid_baseline,"This might be a silly question, but what services do library provide?","The library offers a variety of study facilities to suit different preferences. If you enjoy studying in a group, you can reserve a study room in advance, providing a dedicated space for collaboration. For those who prefer studying alone, there are single seats and study capsules available on a first-come, first-served basis. Additionally, the library features various other quiet and comfortable areas where you can focus on your studies.","The library provides a variety of study facilities to suit different preferences, including group study rooms that can be reserved in advance, single seats, study capsules available on a first-come, first-served basis, and quiet and comfortable areas for individual focus.",0.23656767920553415,0.584070796460177,0.5311821698376321,0.9400134682655334
Q029,full_hybrid_trf_rerank,"This might be a silly question, but what services do library provide?","The library offers a variety of study facilities to suit different preferences. If you enjoy studying in a group, you can reserve a study room in advance, providing a dedicated space for collaboration. For those who prefer studying alone, there are single seats and study capsules available on a first-come, first-served basis. Additionally, the library features various other quiet and comfortable areas where you can focus on your studies.","The library provides a variety of study facilities to suit different preferences. If you enjoy studying in a group, you can reserve a study room in advance, providing a dedicated space for collaboration. For those who prefer studying alone, there are single seats and study capsules available on a first-come, first-served basis. Additionally, the library features various other quiet and comfortable areas where you can focus on your studies.",0.9703687241718227,0.9859154929577465,0.9871708378201884,0.9996281266212463
Q030,full_hybrid_baseline,What is the second outbound timing for Route-04 (Azimpur)?,Route-04 (Azimpur): Second trip departs at 5:10 PM.,The second outbound timing for Route-04 (Azimpur) is 5:10 PM.,0.2891784933232572,0.5454545454545454,0.6437241735537189,0.9398233294487
Q030,full_hybrid_trf_rerank,What is the second outbound timing for Route-04 (Azimpur)?,Route-04 (Azimpur): Second trip departs at 5:10 PM.,The second outbound timing for Route-04 (Azimpur) is 5:10 PM.,0.2891784933232572,0.5454545454545454,0.6437241735537189,0.9398233294487
Q031,full_hybrid_baseline,"New student here, could you please provide details about the tuition fee structure at BRAC University?","For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities?","The tuition fee structure at BRAC University includes a one-time, non-refundable admission fee of BDT 30,800 for students enrolled in the Computer Science and Engineering (CSE) program. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities.",0.9078660717032189,0.8585858585858586,0.9697815679110601,0.9910887479782104
Q031,full_hybrid_trf_rerank,"New student here, could you please provide details about the tuition fee structure at BRAC University?","For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities?","For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities.",0.9899484730973086,1.0,0.9900856435643565,0.9975309371948242
Q032,full_hybrid_baseline,From where does the bus leave on campus?,The bus leave campus from the Basement-1,The bus leaves from the Basement-1 on campus.,0.1561969968460128,0.823529411764706,0.9339569160997733,0.967560350894928
Q032,full_hybrid_trf_rerank,From where does the bus leave on campus?,The bus leave campus from the Basement-1,The bus leaves from the Basement-1 on campus.,0.1561969968460128,0.823529411764706,0.9339569160997733,0.967560350894928
Q033,full_hybrid_baseline,Where are the designated bus stops for Route-03 (Jigatola)?,"The designated stops are: Jigatola Bus Stand, City College, Science Lab, Kataban, Shahbagh, High Court, Press Club, Motsho Bhaban, Bijoynagar, Kakrail Mosque, Shantinagar, Malibagh Railgate, Rampura TV Centre, Badda Link Road, BRAC University.","The designated bus stops for Route-03 (Jigatola) are Jigatola Bus Stand, City College, Science Lab, Kataban, Shahbagh, High Court, Press Club, Motsho Bhaban, Bijoynagar, Kakrail Mosque, Shantinagar, Malibagh Railgate, Rampura TV Centre, Badda Link Road, and BRAC University.",0.7868272722156737,0.9166666666666666,0.9671950254816308,0.9678040146827698
Q033,full_hybrid_trf_rerank,Where are the designated bus stops for Route-03 (Jigatola)?,"The designated stops are: Jigatola Bus Stand, City College, Science Lab, Kataban, Shahbagh, High Court, Press Club, Motsho Bhaban, Bijoynagar, Kakrail Mosque, Shantinagar, Malibagh Railgate, Rampura TV Centre, Badda Link Road, BRAC University.","The designated bus stops for Route-03 (Jigatola) are Jigatola Bus Stand, City College, Science Lab, Kataban, Shahbagh, High Court, Press Club, Motsho Bhaban, Bijoynagar, Kakrail Mosque, Shantinagar, Malibagh Railgate, Rampura TV Centre, Badda Link Road, and BRAC University.",0.7868272722156737,0.9166666666666666,0.9671950254816308,0.9678040146827698
Q034,full_hybrid_baseline,Can you tell me what 'Freshman Enrollment and Class Sign' at BRAC University is?,"This is the official process new/incoming ('freshman') students go through after being admitted, to confirm their enrollment and get registered into their first semester's classes; details and instructions are published on the Admissions section of the university website.","This is the official process new/incoming ('freshman') students go through after being admitted, to confirm their enrollment and get registered into their first semester's classes; details and instructions are published on the Admissions section of the university website.",1.0,1.0,0.9999945130315501,1.0
