query_id,config,is_entity_heavy,recall@1,recall@3,recall@5,mrr,ndcg@5,ndcg@10
Q117,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q118,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q119,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q120,bm25_only,True,0.0,0.0,0.0,0.0,0.0,0.0
Q121,bm25_only,True,0.0,0.0,0.0,0.0,0.0,0.0
Q122,bm25_only,True,0.0,0.0,0.0,0.0,0.0,0.0
Q123,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q124,bm25_only,True,0.0,0.0,0.0,0.0,0.0,0.0
Q125,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q126,bm25_only,True,1.0,1.0,1.0,1.0,0.6131471927654584,0.8175295903539445
Q127,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q128,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q129,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q130,bm25_only,True,0.0,0.0,0.0,0.0,0.0,0.0
Q131,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q132,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q133,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q134,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q135,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q136,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q137,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q138,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q139,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q140,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q141,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q142,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q143,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q144,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q145,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q146,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q147,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q148,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q149,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q150,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q151,bm25_only,True,1.0,1.0,1.0,1.0,0.5531464700081437,0.886759288789469
Q152,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q153,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q154,bm25_only,True,1.0,1.0,1.0,1.0,0.5531464700081437,0.8602762833296762
Q155,bm25_only,True,1.0,1.0,1.0,1.0,0.6131471927654584,0.8065735963827293
Q156,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q157,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q158,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q159,bm25_only,True,1.0,1.0,1.0,1.0,0.7227265726449519,0.9262845298966467
Q160,bm25_only,True,1.0,1.0,1.0,1.0,0.6131471927654584,0.8175295903539445
Q161,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q162,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q163,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q164,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q165,bm25_only,True,1.0,1.0,1.0,1.0,0.48522855511632257,0.8317144247565924
Q166,bm25_only,True,1.0,1.0,1.0,1.0,1.0,0.9842184869190973
Q167,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q168,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q169,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q170,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q171,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q172,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q173,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q174,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q175,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q176,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q177,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q178,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q179,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q180,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q181,bm25_only,True,1.0,1.0,1.0,1.0,0.75369761125927,0.8838242945899706
Q182,bm25_only,True,0.0,0.0,0.0,0.0,0.0,0.0
Q183,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q184,bm25_only,True,0.0,0.0,0.0,0.0,0.0,0.0
Q185,bm25_only,True,0.0,0.0,0.0,0.0,0.0,0.0
Q186,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q187,bm25_only,True,1.0,1.0,1.0,1.0,0.9674679834891693,0.9674679834891693
Q188,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q189,bm25_only,True,0.0,0.0,0.0,0.0,0.0,0.0
Q190,bm25_only,True,0.0,0.0,0.0,0.0,0.0,0.0
Q191,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q192,bm25_only,True,1.0,1.0,1.0,1.0,0.6713860725233041,0.8385465274895063
Q193,bm25_only,True,0.0,0.0,0.0,0.0,0.0,0.0
Q194,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q195,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q196,bm25_only,True,0.0,0.0,0.0,0.0,0.0,0.0
Q197,bm25_only,True,1.0,1.0,1.0,1.0,0.8318724637288826,0.9709286432396583
Q198,bm25_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q199,bm25_only,True,0.0,0.0,0.0,0.0,0.0,0.0
Q200,bm25_only,True,1.0,1.0,1.0,1.0,0.5413996682199069,0.810582531061383
Q001,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q002,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q003,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q004,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q005,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q006,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q007,vector_only,False,0.0,1.0,1.0,0.5,0.6934264036172708,0.6934264036172708
Q008,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q009,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q010,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q011,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q012,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q013,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q014,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q015,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q016,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q017,vector_only,False,1.0,1.0,1.0,1.0,0.7653606369886217,0.9066276098484507
Q018,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q019,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q020,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q021,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q022,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q023,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q024,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q025,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q026,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q027,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q028,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q029,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q030,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q031,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q032,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q033,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q034,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q035,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q036,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q037,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q038,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q039,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q040,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q041,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q042,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q043,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q044,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q045,vector_only,False,1.0,1.0,1.0,1.0,0.8503449055347546,0.8503449055347546
Q046,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q047,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q048,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q049,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q050,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q051,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q052,vector_only,False,1.0,1.0,1.0,1.0,0.7653606369886217,0.9010126104210695
Q053,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q054,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q055,vector_only,False,1.0,1.0,1.0,1.0,0.8318724637288826,0.9619991470595832
Q056,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q057,vector_only,False,1.0,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
Q058,vector_only,False,1.0,1.0,1.0,1.0,0.8687949224876582,0.9708923176105698
Q059,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q060,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q061,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q062,vector_only,False,1.0,1.0,1.0,1.0,0.9828920819566879,0.9828920819566879
Q063,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q064,vector_only,False,1.0,1.0,1.0,1.0,0.9828920819566879,0.9828920819566879
Q065,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q066,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q067,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q068,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q069,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q070,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q071,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q072,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q073,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q074,vector_only,False,1.0,1.0,1.0,1.0,0.9197207891481876,0.9197207891481876
Q075,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q076,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q077,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q078,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q079,vector_only,False,1.0,1.0,1.0,1.0,0.9674679834891693,0.9674679834891693
Q080,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q081,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q082,vector_only,False,1.0,1.0,1.0,1.0,0.8687949224876582,0.9896062251871525
Q083,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q084,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q085,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q086,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q087,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q088,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q089,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q090,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q091,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q092,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q093,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q094,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q095,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q096,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q097,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q098,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q099,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q100,vector_only,False,1.0,1.0,1.0,1.0,1.0,1.0
Q101,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q102,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q103,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q104,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q105,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q106,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q107,vector_only,True,0.0,0.0,0.0,0.0,0.0,0.0
Q108,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q109,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q110,vector_only,True,0.0,0.0,0.0,0.0,0.0,0.0
Q111,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q112,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q113,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q114,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q115,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q116,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q117,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q118,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q119,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q120,vector_only,True,0.0,0.0,0.0,0.0,0.0,0.0
Q121,vector_only,True,0.0,0.0,0.0,0.0,0.0,0.0
Q122,vector_only,True,0.0,0.0,0.0,0.0,0.0,0.0
Q123,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q124,vector_only,True,0.0,0.0,0.0,0.0,0.0,0.0
Q125,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q126,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q127,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q128,vector_only,True,1.0,1.0,1.0,1.0,0.46927872602275644,0.7928654229965442
Q129,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q130,vector_only,True,0.0,0.0,0.0,0.0,0.0,0.0
Q131,vector_only,True,1.0,1.0,1.0,1.0,0.8503449055347546,0.8503449055347546
Q132,vector_only,True,1.0,1.0,1.0,1.0,0.5855700749881525,0.8547529378296287
Q133,vector_only,True,1.0,1.0,1.0,1.0,0.7095272044910244,0.8326783988613894
Q134,vector_only,True,1.0,1.0,1.0,1.0,0.46927872602275644,0.7928654229965442
Q135,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q136,vector_only,True,1.0,1.0,1.0,1.0,0.3903800499921017,0.777079017590005
Q137,vector_only,True,1.0,1.0,1.0,1.0,0.8503449055347546,0.8503449055347546
Q138,vector_only,True,1.0,1.0,1.0,1.0,0.6992148198508501,0.9135166374400684
Q139,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q140,vector_only,True,1.0,1.0,1.0,1.0,1.0,0.9918291064614978
Q141,vector_only,True,1.0,1.0,1.0,1.0,0.8503449055347546,0.8503449055347546
Q142,vector_only,True,1.0,1.0,1.0,1.0,0.830419897363192,0.9466454870600813
Q143,vector_only,True,1.0,1.0,1.0,1.0,0.8687949224876582,0.9670943502702474
Q144,vector_only,True,1.0,1.0,1.0,1.0,0.48522855511632257,0.8171325454050458
Q145,vector_only,True,1.0,1.0,1.0,1.0,0.9197207891481876,0.9197207891481876
Q146,vector_only,True,1.0,1.0,1.0,1.0,0.8687949224876582,0.9682087825918937
Q147,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q148,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q149,vector_only,True,1.0,1.0,1.0,1.0,0.8529278650606567,0.8529278650606567
Q150,vector_only,True,1.0,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
Q151,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q152,vector_only,True,1.0,1.0,1.0,1.0,0.8503449055347546,0.8503449055347546
Q153,vector_only,True,1.0,1.0,1.0,1.0,0.6131471927654584,0.8315546295836225
Q154,vector_only,True,1.0,1.0,1.0,1.0,0.6131471927654584,0.8175295903539445
Q155,vector_only,True,1.0,1.0,1.0,1.0,0.5413996682199069,0.810582531061383
Q156,vector_only,True,1.0,1.0,1.0,1.0,0.7860137352654724,0.8948303255886799
Q157,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
Q158,vector_only,True,1.0,1.0,1.0,1.0,0.4703652827859579,0.7913132664397207
Q159,vector_only,True,1.0,1.0,1.0,1.0,0.787702056960637,0.9005471983095722
Q160,vector_only,True,1.0,1.0,1.0,1.0,0.6843515475204855,0.9049278636531481
Q161,vector_only,True,1.0,1.0,1.0,1.0,1.0,0.9937947856332161
Q162,vector_only,True,1.0,1.0,1.0,1.0,0.8539316501572937,0.9594516125393133
Q163,vector_only,True,1.0,1.0,1.0,1.0,0.9197207891481876,0.9197207891481876
Q164,vector_only,True,1.0,1.0,1.0,1.0,0.8687949224876582,0.9652102434192421
Q165,vector_only,True,1.0,1.0,1.0,1.0,1.0,0.9963488021549354
Q166,vector_only,True,1.0,1.0,1.0,1.0,0.5413996682199069,0.7979719524871096
Q167,vector_only,True,1.0,1.0,1.0,1.0,0.7227265726449519,0.9424720919083771
Q168,vector_only,True,1.0,1.0,1.0,1.0,1.0,1.0
