query_id,config,query,reference_answer,generated_answer,abstained,graph_augmented,bleu,rougeL,meteor,bertscore
QGX011,graph_on,What is the full prerequisite chain for CSE422?,The full prerequisite chain for CSE422 is CSE221-CSE220-CSE111-CSE230-CSE110.,The full prerequisite chain for CSE422 is CSE221-CSE220-CSE111-CSE230-CSE110.,False,True,1.0,1.0,0.9993141289437586,0.9999999403953552
QGX012,graph_on,What is the full prerequisite chain for CSE423?,The full prerequisite chain for CSE423 is MAT216-MAT120-MAT110.,The full prerequisite chain for CSE423 is MAT216-MAT120-MAT110.,False,True,1.0,1.0,0.9993141289437586,1.0
QGX013,graph_on,What is the full prerequisite chain for CSE430?,The full prerequisite chain for CSE430 is MAT120-MAT110.,The full prerequisite chain for CSE430 is MAT120-MAT110.,False,True,1.0,1.0,0.9993141289437586,1.0
QGX014,graph_on,What is the full prerequisite chain for CSE461?,The full prerequisite chain for CSE461 is CSE260-CSE251-CSE250-PHY112-PHY111.,The full prerequisite chain for CSE461 is CSE260-CSE251-CSE250-PHY112-PHY111.,False,True,1.0,1.0,0.9993141289437586,0.9999999403953552
QGX015,graph_on,What is the full prerequisite chain for CSE470?,The full prerequisite chain for CSE470 is CSE370-CSE221-CSE220-CSE111-CSE230-CSE110.,The full prerequisite chain for CSE470 is CSE370-CSE221-CSE220-CSE111-CSE230-CSE110.,False,True,1.0,1.0,0.9993141289437586,1.0
QGX016,graph_on,What is the full prerequisite chain for CSE489?,The full prerequisite chain for CSE489 is CSE370-CSE221-CSE220-CSE111-CSE230-CSE110.,The full prerequisite chain for CSE489 is CSE370-CSE221-CSE220-CSE111-CSE230-CSE110.,False,True,1.0,1.0,0.9993141289437586,0.9999998807907104
QGX017,graph_on,What is the full prerequisite chain for ENG103?,The full prerequisite chain for ENG103 is ENG102-ENG101.,The full prerequisite chain for ENG103 is ENG102-ENG101.,False,True,1.0,1.0,0.9993141289437586,1.0
QGX018,graph_on,What is the full prerequisite chain for MAT120?,The full prerequisite chain for MAT120 is MAT110.,The full prerequisite chain for MAT120 is MAT110.,False,True,1.0,1.0,0.9993141289437586,1.0
QGX019,graph_on,What is the full prerequisite chain for MAT215?,The full prerequisite chain for MAT215 is MAT216-MAT120-MAT110.,The full prerequisite chain for MAT215 is MAT216-MAT120-MAT110.,False,True,1.0,1.0,0.9993141289437586,1.0
Q105,graph_off,What is the full prerequisite chain for PHY112?,The full prerequisite chain for PHY112 is PHY111.,The full prerequisite chain for PHY112 is PHY111.,False,False,1.0,1.0,0.9993141289437586,1.0
Q107,graph_off,What is the full prerequisite chain for CSE310?,The full prerequisite chain for CSE310 is CSE370-CSE221-CSE220-CSE111-CSE230-CSE110.,The full prerequisite chain for CSE310 is CSE370-CSE221-CSE220-CSE111-CSE230-CSE110.,False,False,1.0,1.0,0.9993141289437586,0.9999998807907104
Q109,graph_off,What is the full prerequisite chain for MAT216?,The full prerequisite chain for MAT216 is MAT120-MAT110.,The full prerequisite chain for MAT216 is MAT120-MAT110.,False,False,1.0,1.0,0.9993141289437586,1.0
Q110,graph_off,What is the full prerequisite chain for CSE460?,The full prerequisite chain for CSE460 is CSE260-CSE251-CSE250-PHY112-PHY111.,The full prerequisite chain for CSE460 is CSE260-CSE251-CSE250-PHY112-PHY111.,False,False,1.0,1.0,0.9993141289437586,0.9999998211860657
Q113,graph_off,What is the full prerequisite chain for ENG102?,The full prerequisite chain for ENG102 is ENG101.,The full prerequisite chain for ENG102 is ENG101.,False,False,1.0,1.0,0.9993141289437586,1.0
Q120,graph_off,What is the full prerequisite chain for CSE340?,The full prerequisite chain for CSE340 is CSE260-CSE251-CSE250-PHY112-PHY111.,The full prerequisite chain for CSE340 is CSE260-CSE251-CSE250-PHY112-PHY111.,False,False,1.0,1.0,0.9993141289437586,0.9999999403953552
Q121,graph_off,What is the full prerequisite chain for CSE471?,The full prerequisite chain for CSE471 is CSE370-CSE221-CSE220-CSE111-CSE230-CSE110.,The full prerequisite chain for CSE471 is CSE370-CSE221-CSE220-CSE111-CSE230-CSE110.,False,False,1.0,1.0,0.9993141289437586,1.0
Q122,graph_off,What is the full prerequisite chain for CSE260?,The full prerequisite chain for CSE260 is CSE251-CSE250-PHY112-PHY111.,"The full prerequisite chain for CSE260 is not explicitly stated in the retrieved context, as it only lists courses that have CSE260 as a prerequisite.",False,False,0.21849712035317279,0.3888888888888889,0.49262152777777773,0.8724823594093323
Q124,graph_off,What is the full prerequisite chain for CSE341?,The full prerequisite chain for CSE341 is CSE340-CSE321-CSE260-CSE221-CSE251-CSE220-CSE250-CSE111-CSE230-PHY112-CSE110-PHY111.,The full prerequisite chain for CSE341 is CSE340-CSE321.,False,False,0.7506238537503395,0.6428571428571429,0.8819444444444444,0.9181411266326904
Q127,graph_off,What is the full prerequisite chain for CSE220?,The full prerequisite chain for CSE220 is CSE111-CSE230-CSE110.,The full prerequisite chain for CSE220 is CSE111-CSE230-CSE110.,False,False,1.0,1.0,0.9993141289437586,0.9999998807907104
Q129,graph_off,What is the full prerequisite chain for CSE421?,The full prerequisite chain for CSE421 is CSE320.,The full prerequisite chain for CSE421 is CSE320.,False,False,1.0,1.0,0.9993141289437586,1.000000238418579
Q130,graph_off,What is the full prerequisite chain for CSE221?,The full prerequisite chain for CSE221 is CSE220-CSE111-CSE230-CSE110.,"The full prerequisite chain for CSE221 is not explicitly stated in the retrieved context, as it only lists courses that have CSE221 as a prerequisite.",False,False,0.21849712035317279,0.3888888888888889,0.49262152777777773,0.8706313371658325
QGX001,graph_off,What is the full prerequisite chain for CSE251?,The full prerequisite chain for CSE251 is CSE250-PHY112-PHY111.,The full prerequisite chain for CSE251 is CSE250-PHY112-PHY111.,False,False,1.0,1.0,0.9993141289437586,0.9999999403953552
QGX002,graph_off,What is the full prerequisite chain for CSE321?,The full prerequisite chain for CSE321 is CSE221-CSE220-CSE111-CSE230-CSE110.,"The full prerequisite chain for CSE321 is not explicitly listed in the retrieved context, as it only shows that CSE321 has prerequisites of its own (CSE340 and CSE331), but does not provide a chain leading up to it.",False,False,0.13417679370846164,0.27999999999999997,0.4290574596774193,0.8705558776855469
QGX003,graph_off,What is the full prerequisite chain for CSE330?,The full prerequisite chain for CSE330 is MAT216-MAT120-MAT110.,The full prerequisite chain for CSE330 is MAT216-MAT120-MAT110.,False,False,1.0,1.0,0.9993141289437586,1.0000001192092896
QGX004,graph_off,What is the full prerequisite chain for CSE331?,The full prerequisite chain for CSE331 is CSE221-CSE220-CSE111-CSE230-CSE110.,The full prerequisite chain for CSE331 is CSE221-CSE220-CSE111-CSE230-CSE110.,False,False,1.0,1.0,0.9993141289437586,1.0
QGX005,graph_off,What is the full prerequisite chain for CSE350?,The full prerequisite chain for CSE350 is CSE251-CSE250-PHY112-PHY111.,The full prerequisite chain for CSE350 is CSE251-CSE250-PHY112-PHY111.,False,False,1.0,1.0,0.9993141289437586,0.9999999403953552
QGX006,graph_off,What is the full prerequisite chain for CSE360?,The full prerequisite chain for CSE360 is CSE341-CSE340-CSE321-CSE260-CSE221-CSE251-CSE220-CSE250-CSE111-CSE230-PHY112-CSE110-PHY111.,The full prerequisite chain for CSE360 is CSE341-CSE340-CSE321-CSE260-CSE221-CSE251-CSE220-CSE250-CSE111-CSE230-PHY112-CSE110-PHY111.,False,False,1.0,1.0,0.9993141289437586,0.9999998807907104
QGX007,graph_off,What is the full prerequisite chain for CSE370?,The full prerequisite chain for CSE370 is CSE221-CSE220-CSE111-CSE230-CSE110.,"The full prerequisite chain for CSE370 is not explicitly stated in the retrieved context, as it only lists courses that have CSE370 as a prerequisite.",False,False,0.21849712035317279,0.3783783783783784,0.49262152777777773,0.8574689626693726
QGX008,graph_off,What is the full prerequisite chain for CSE391?,The full prerequisite chain for CSE391 is CSE370-CSE221-CSE220-CSE111-CSE230-CSE110.,The full prerequisite chain for CSE391 is CSE370-CSE221-CSE220-CSE111-CSE230-CSE110.,False,False,1.0,1.0,0.9993141289437586,1.0
QGX009,graph_off,What is the full prerequisite chain for CSE410?,The full prerequisite chain for CSE410 is CSE321-CSE221-CSE220-CSE111-CSE230-CSE110.,The full prerequisite chain for CSE410 is CSE321-CSE221-CSE220-CSE111-CSE230-CSE110.,False,False,1.0,1.0,0.9993141289437586,0.9999999403953552
QGX010,graph_off,What is the full prerequisite chain for CSE420?,The full prerequisite chain for CSE420 is CSE321-CSE331-CSE340-CSE221-CSE260-CSE220-CSE251-CSE111-CSE230-CSE250-CSE110-PHY112-PHY111.,The full prerequisite chain for CSE420 is CSE321-CSE331-CSE340-CSE221-CSE260-CSE220-CSE251-CSE111-CSE230-CSE250-CSE110-PHY112-PHY111.,False,False,1.0,1.0,0.9993141289437586,0.9999998211860657
QGX011,graph_off,What is the full prerequisite chain for CSE422?,The full prerequisite chain for CSE422 is CSE221-CSE220-CSE111-CSE230-CSE110.,The full prerequisite chain for CSE422 is CSE221-CSE220-CSE111-CSE230-CSE110.,False,False,1.0,1.0,0.9993141289437586,0.9999999403953552
QGX012,graph_off,What is the full prerequisite chain for CSE423?,The full prerequisite chain for CSE423 is MAT216-MAT120-MAT110.,The full prerequisite chain for CSE423 is MAT216-MAT120-MAT110.,False,False,1.0,1.0,0.9993141289437586,1.0
QGX013,graph_off,What is the full prerequisite chain for CSE430?,The full prerequisite chain for CSE430 is MAT120-MAT110.,The full prerequisite chain for CSE430 is MAT120-MAT110.,False,False,1.0,1.0,0.9993141289437586,1.0
QGX014,graph_off,What is the full prerequisite chain for CSE461?,The full prerequisite chain for CSE461 is CSE260-CSE251-CSE250-PHY112-PHY111.,The full prerequisite chain for CSE461 is CSE260-CSE251-CSE250-PHY112-PHY111.,False,False,1.0,1.0,0.9993141289437586,0.9999999403953552
QGX015,graph_off,What is the full prerequisite chain for CSE470?,The full prerequisite chain for CSE470 is CSE370-CSE221-CSE220-CSE111-CSE230-CSE110.,The full prerequisite chain for CSE470 is CSE370-CSE221-CSE220-CSE111-CSE230-CSE110.,False,False,1.0,1.0,0.9993141289437586,1.0
QGX016,graph_off,What is the full prerequisite chain for CSE489?,The full prerequisite chain for CSE489 is CSE370-CSE221-CSE220-CSE111-CSE230-CSE110.,The full prerequisite chain for CSE489 is CSE370-CSE221-CSE220-CSE111-CSE230-CSE110.,False,False,1.0,1.0,0.9993141289437586,0.9999998807907104
QGX017,graph_off,What is the full prerequisite chain for ENG103?,The full prerequisite chain for ENG103 is ENG102-ENG101.,The full prerequisite chain for ENG103 is ENG102-ENG101.,False,False,1.0,1.0,0.9993141289437586,1.0
QGX018,graph_off,What is the full prerequisite chain for MAT120?,The full prerequisite chain for MAT120 is MAT110.,The full prerequisite chain for MAT120 is MAT110.,False,False,1.0,1.0,0.9993141289437586,1.0
QGX019,graph_off,What is the full prerequisite chain for MAT215?,The full prerequisite chain for MAT215 is MAT216-MAT120-MAT110.,The full prerequisite chain for MAT215 is MAT216-MAT120-MAT110.,False,False,1.0,1.0,0.9993141289437586,1.0
