query_id,config,query,reference_answer,generated_answer,abstained,graph_augmented,bleu,rougeL,meteor,bertscore
QGX011,graph_on,What is the full prerequisite chain for CSE422?,The full prerequisite chain for CSE422 is CSE221-CSE220-CSE111-CSE230-CSE110.,The full prerequisite chain for CSE422 is CSE221-CSE220-CSE111-CSE230-CSE110.,False,True,1.0,1.0,0.9993141289437586,0.9999998807907104
QGX012,graph_on,What is the full prerequisite chain for CSE423?,The full prerequisite chain for CSE423 is MAT216-MAT120-MAT110.,The full prerequisite chain for CSE423 is MAT216-MAT120-MAT110.,False,True,1.0,1.0,0.9993141289437586,1.0
QGX013,graph_on,What is the full prerequisite chain for CSE430?,The full prerequisite chain for CSE430 is MAT120-MAT110.,The full prerequisite chain for CSE430 is MAT120-MAT110.,False,True,1.0,1.0,0.9993141289437586,1.0000001192092896
QGX014,graph_on,What is the full prerequisite chain for CSE461?,The full prerequisite chain for CSE461 is CSE260-CSE251-CSE250-PHY112-PHY111.,The full prerequisite chain for CSE461 is CSE260-CSE251-CSE250-PHY112-PHY111.,False,True,1.0,1.0,0.9993141289437586,1.0
QGX015,graph_on,What is the full prerequisite chain for CSE470?,The full prerequisite chain for CSE470 is CSE370-CSE221-CSE220-CSE111-CSE230-CSE110.,The full prerequisite chain for CSE470 is CSE370-CSE221-CSE220-CSE111-CSE230-CSE110.,False,True,1.0,1.0,0.9993141289437586,1.0
QGX016,graph_on,What is the full prerequisite chain for CSE489?,The full prerequisite chain for CSE489 is CSE370-CSE221-CSE220-CSE111-CSE230-CSE110.,The full prerequisite chain for CSE489 is CSE370-CSE221-CSE220-CSE111-CSE230-CSE110.,False,True,1.0,1.0,0.9993141289437586,0.9999998807907104
QGX017,graph_on,What is the full prerequisite chain for ENG103?,The full prerequisite chain for ENG103 is ENG102-ENG101.,The full prerequisite chain for ENG103 is ENG102-ENG101.,False,True,1.0,1.0,0.9993141289437586,1.0000001192092896
QGX018,graph_on,What is the full prerequisite chain for MAT120?,The full prerequisite chain for MAT120 is MAT110.,The full prerequisite chain for MAT120 is MAT110.,False,True,1.0,1.0,0.9993141289437586,1.0
QGX019,graph_on,What is the full prerequisite chain for MAT215?,The full prerequisite chain for MAT215 is MAT216-MAT120-MAT110.,The full prerequisite chain for MAT215 is MAT216-MAT120-MAT110.,False,True,1.0,1.0,0.9993141289437586,1.0
Q105,graph_off,What is the full prerequisite chain for PHY112?,The full prerequisite chain for PHY112 is PHY111.,The full prerequisite chain for PHY112 is PHY111.,False,False,1.0,1.0,0.9993141289437586,1.0
Q107,graph_off,What is the full prerequisite chain for CSE310?,The full prerequisite chain for CSE310 is CSE370-CSE221-CSE220-CSE111-CSE230-CSE110.,The full prerequisite chain for CSE310 is CSE370-CSE221-CSE220-CSE111-CSE110.,False,False,0.7506238537503395,0.9600000000000001,0.8819444444444444,0.9919931888580322
Q109,graph_off,What is the full prerequisite chain for MAT216?,The full prerequisite chain for MAT216 is MAT120-MAT110.,The full prerequisite chain for MAT216 is MAT110.,False,False,0.7506238537503395,0.9411764705882353,0.8819444444444444,0.9807438254356384
Q110,graph_off,What is the full prerequisite chain for CSE460?,The full prerequisite chain for CSE460 is CSE260-CSE251-CSE250-PHY112-PHY111.,The full prerequisite chain for CSE460 is CSE260-CSE251-CSE250.,False,False,0.7506238537503395,0.9090909090909091,0.8819444444444444,0.9686689376831055
Q113,graph_off,What is the full prerequisite chain for ENG102?,The full prerequisite chain for ENG102 is ENG101.,The full prerequisite chain for ENG102 is ENG101.,False,False,1.0,1.0,0.9993141289437586,1.0000001192092896
Q120,graph_off,What is the full prerequisite chain for CSE340?,The full prerequisite chain for CSE340 is CSE260-CSE251-CSE250-PHY112-PHY111.,The full prerequisite chain for CSE340 is CSE260-CSE251-CSE250.,False,False,0.7506238537503395,0.9090909090909091,0.8819444444444444,0.9701862931251526
Q121,graph_off,What is the full prerequisite chain for CSE471?,The full prerequisite chain for CSE471 is CSE370-CSE221-CSE220-CSE111-CSE230-CSE110.,The full prerequisite chain for CSE471 is CSE370-CSE221-CSE220-CSE111-CSE110.,False,False,0.7506238537503395,0.9600000000000001,0.8819444444444444,0.9921835064888
Q122,graph_off,What is the full prerequisite chain for CSE260?,The full prerequisite chain for CSE260 is CSE251-CSE250-PHY112-PHY111.,The full prerequisite chain for CSE260 is CSE251-CSE250.,False,False,0.7506238537503395,0.9,0.8819444444444444,0.9610573649406433
Q124,graph_off,What is the full prerequisite chain for CSE341?,The full prerequisite chain for CSE341 is CSE340-CSE321-CSE260-CSE221-CSE251-CSE220-CSE250-CSE111-CSE230-PHY112-CSE110-PHY111.,The full prerequisite chain for CSE341 is CSE340 and CSE321.,False,False,0.5900468726392808,0.6206896551724138,0.8627717391304347,0.9045536518096924
Q127,graph_off,What is the full prerequisite chain for CSE220?,The full prerequisite chain for CSE220 is CSE111-CSE230-CSE110.,The full prerequisite chain for CSE220 is CSE230-CSE111-CSE110.,False,False,0.7506238537503395,0.9,0.8819444444444444,0.9942383170127869
Q129,graph_off,What is the full prerequisite chain for CSE421?,The full prerequisite chain for CSE421 is CSE320.,The full prerequisite chain for CSE421 is CSE320.,False,False,1.0,1.0,0.9993141289437586,1.0000001192092896
Q130,graph_off,What is the full prerequisite chain for CSE221?,The full prerequisite chain for CSE221 is CSE220-CSE111-CSE230-CSE110.,"The full prerequisite chain for CSE221 is not explicitly stated in the retrieved context, as it only lists courses that have CSE221 as a prerequisite.",False,False,0.21849712035317279,0.3888888888888889,0.49262152777777773,0.8706312775611877
QGX001,graph_off,What is the full prerequisite chain for CSE251?,The full prerequisite chain for CSE251 is CSE250-PHY112-PHY111.,The full prerequisite chain for CSE251 is CSE250.,False,False,0.7506238537503395,0.888888888888889,0.8819444444444444,0.9489085674285889
QGX002,graph_off,What is the full prerequisite chain for CSE321?,The full prerequisite chain for CSE321 is CSE221-CSE220-CSE111-CSE230-CSE110.,"The full prerequisite chain for CSE321 is not explicitly listed in the retrieved context, as it only provides the prerequisites and chains for other courses.",False,False,0.21849712035317279,0.3783783783783784,0.650318287037037,0.849960207939148
QGX003,graph_off,What is the full prerequisite chain for CSE330?,The full prerequisite chain for CSE330 is MAT216-MAT120-MAT110.,The full prerequisite chain for CSE330 is MAT120-MAT110.,False,False,0.7506238537503395,0.9473684210526316,0.8819444444444444,0.983016848564148
QGX004,graph_off,What is the full prerequisite chain for CSE331?,The full prerequisite chain for CSE331 is CSE221-CSE220-CSE111-CSE230-CSE110.,The full prerequisite chain for CSE331 is CSE221-CSE220-CSE111-CSE110.,False,False,0.7506238537503395,0.9565217391304348,0.8819444444444444,0.9928958415985107
QGX005,graph_off,What is the full prerequisite chain for CSE350?,The full prerequisite chain for CSE350 is CSE251-CSE250-PHY112-PHY111.,The full prerequisite chain for CSE350 is CSE251-CSE250.,False,False,0.7506238537503395,0.9,0.8819444444444444,0.9600234627723694
QGX006,graph_off,What is the full prerequisite chain for CSE360?,The full prerequisite chain for CSE360 is CSE341-CSE340-CSE321-CSE260-CSE221-CSE251-CSE220-CSE250-CSE111-CSE230-PHY112-CSE110-PHY111.,The full prerequisite chain for CSE360 is CSE341.,False,False,0.7506238537503395,0.5714285714285715,0.8819444444444444,0.8886234760284424
QGX007,graph_off,What is the full prerequisite chain for CSE370?,The full prerequisite chain for CSE370 is CSE221-CSE220-CSE111-CSE230-CSE110.,"The full prerequisite chain for CSE370 is not explicitly stated in the retrieved context, as it only lists courses that have CSE370 as a prerequisite.",False,False,0.21849712035317279,0.3783783783783784,0.49262152777777773,0.8574689626693726
QGX008,graph_off,What is the full prerequisite chain for CSE391?,The full prerequisite chain for CSE391 is CSE370-CSE221-CSE220-CSE111-CSE230-CSE110.,The full prerequisite chain for CSE391 is CSE370-CSE221-CSE220-CSE111-CSE110.,False,False,0.7506238537503395,0.9600000000000001,0.8819444444444444,0.9916254878044128
QGX009,graph_off,What is the full prerequisite chain for CSE410?,The full prerequisite chain for CSE410 is CSE321-CSE221-CSE220-CSE111-CSE230-CSE110.,The full prerequisite chain for CSE410 is CSE321-CSE221-CSE220-CSE111-CSE110.,False,False,0.7506238537503395,0.9600000000000001,0.8819444444444444,0.9913740158081055
QGX010,graph_off,What is the full prerequisite chain for CSE420?,The full prerequisite chain for CSE420 is CSE321-CSE331-CSE340-CSE221-CSE260-CSE220-CSE251-CSE111-CSE230-CSE250-CSE110-PHY112-PHY111.,The full prerequisite chain for CSE420 is CSE321-CSE331-CSE340-CSE221-CSE220-CSE111-CSE110.,False,False,0.7506238537503395,0.8235294117647058,0.8819444444444444,0.9642823338508606
QGX011,graph_off,What is the full prerequisite chain for CSE422?,The full prerequisite chain for CSE422 is CSE221-CSE220-CSE111-CSE230-CSE110.,The full prerequisite chain for CSE422 is CSE221-CSE220-CSE111-CSE110.,False,False,0.7506238537503395,0.9565217391304348,0.8819444444444444,0.9926154613494873
QGX012,graph_off,What is the full prerequisite chain for CSE423?,The full prerequisite chain for CSE423 is MAT216-MAT120-MAT110.,The full prerequisite chain for CSE423 is MAT216-MAT120-MAT110.,False,False,1.0,1.0,0.9993141289437586,1.0
QGX013,graph_off,What is the full prerequisite chain for CSE430?,The full prerequisite chain for CSE430 is MAT120-MAT110.,The full prerequisite chain for CSE430 is MAT120-MAT110.,False,False,1.0,1.0,0.9993141289437586,1.0000001192092896
QGX014,graph_off,What is the full prerequisite chain for CSE461?,The full prerequisite chain for CSE461 is CSE260-CSE251-CSE250-PHY112-PHY111.,The full prerequisite chain for CSE461 is CSE260-CSE251-CSE250.,False,False,0.7506238537503395,0.9090909090909091,0.8819444444444444,0.9676946401596069
QGX015,graph_off,What is the full prerequisite chain for CSE470?,The full prerequisite chain for CSE470 is CSE370-CSE221-CSE220-CSE111-CSE230-CSE110.,The full prerequisite chain for CSE470 is CSE370-CSE221-CSE220-CSE111-CSE110.,False,False,0.7506238537503395,0.9600000000000001,0.8819444444444444,0.9917621612548828
QGX016,graph_off,What is the full prerequisite chain for CSE489?,The full prerequisite chain for CSE489 is CSE370-CSE221-CSE220-CSE111-CSE230-CSE110.,The full prerequisite chain for CSE489 is CSE370-CSE221-CSE220-CSE111-CSE110.,False,False,0.7506238537503395,0.9600000000000001,0.8819444444444444,0.9921471476554871
QGX017,graph_off,What is the full prerequisite chain for ENG103?,The full prerequisite chain for ENG103 is ENG102-ENG101.,The full prerequisite chain for ENG103 is ENG101.,False,False,0.7506238537503395,0.9411764705882353,0.8819444444444444,0.9836187362670898
QGX018,graph_off,What is the full prerequisite chain for MAT120?,The full prerequisite chain for MAT120 is MAT110.,"The full prerequisite chain for MAT120 is none, as it has no prerequisites listed.",False,False,0.3850322886878713,0.6363636363636364,0.8182989690721649,0.9251379370689392
QGX019,graph_off,What is the full prerequisite chain for MAT215?,The full prerequisite chain for MAT215 is MAT216-MAT120-MAT110.,The full prerequisite chain for MAT215 is MAT216-MAT120-MAT110.,False,False,1.0,1.0,0.9993141289437586,1.0
