rrf_k,query_id,has_unambiguous_match,recall@1,recall@5,mrr,ndcg@5,ndcg@10
10,Q172,True,1.0,1.0,1.0,1.0,1.0
10,Q173,True,1.0,1.0,1.0,1.0,1.0
10,Q174,True,1.0,1.0,1.0,1.0,1.0
10,Q175,True,1.0,1.0,1.0,1.0,1.0
10,Q176,True,1.0,1.0,1.0,1.0,1.0
10,Q177,True,1.0,1.0,1.0,1.0,1.0
10,Q178,True,1.0,1.0,1.0,1.0,1.0
10,Q179,True,1.0,1.0,1.0,1.0,1.0
10,Q180,True,1.0,1.0,1.0,1.0,1.0
10,Q181,True,1.0,1.0,1.0,0.7039180890341347,0.8710785440003369
10,Q182,True,0.0,0.0,0.0,0.0,0.0
10,Q183,True,1.0,1.0,1.0,0.8539316501572937,0.944819226755994
10,Q184,True,0.0,0.0,0.0,0.0,0.0
10,Q185,True,0.0,0.0,0.0,0.0,0.0
10,Q186,True,1.0,1.0,1.0,1.0,1.0
10,Q187,True,1.0,1.0,1.0,0.9674679834891693,0.9674679834891693
10,Q188,True,1.0,1.0,1.0,1.0,1.0
10,Q189,True,0.0,0.0,0.0,0.0,0.0
10,Q190,True,0.0,0.0,0.0,0.0,0.0
10,Q191,True,1.0,1.0,1.0,1.0,1.0
10,Q192,True,1.0,1.0,1.0,0.8854598815714874,0.8854598815714874
10,Q193,True,0.0,0.0,0.0,0.0,0.0
10,Q194,True,1.0,1.0,1.0,1.0,1.0
10,Q195,True,1.0,1.0,1.0,0.46927872602275644,0.7928654229965442
10,Q196,True,0.0,0.0,0.0,0.0,0.0
10,Q197,True,1.0,1.0,1.0,0.9828920819566879,0.9828920819566879
10,Q198,True,1.0,1.0,1.0,0.8539316501572937,0.9669850519151657
10,Q199,True,0.0,0.0,0.0,0.0,0.0
10,Q200,True,1.0,1.0,1.0,0.46927872602275644,0.7529716549381369
20,Q101,True,1.0,1.0,1.0,1.0,1.0
20,Q102,True,1.0,1.0,1.0,0.6508205185601091,0.7988614740430418
20,Q103,True,1.0,1.0,1.0,1.0,1.0
20,Q104,True,1.0,1.0,1.0,1.0,1.0
20,Q105,True,1.0,1.0,1.0,1.0,1.0
20,Q106,True,1.0,1.0,1.0,1.0,1.0
20,Q107,True,0.0,0.0,0.0,0.0,0.0
20,Q108,True,1.0,1.0,1.0,1.0,1.0
20,Q109,True,1.0,1.0,1.0,1.0,1.0
20,Q110,True,0.0,0.0,0.0,0.0,0.0
20,Q111,True,1.0,1.0,1.0,1.0,1.0
20,Q112,True,1.0,1.0,1.0,1.0,1.0
20,Q113,True,1.0,1.0,1.0,1.0,1.0
20,Q114,True,1.0,1.0,1.0,0.8503449055347546,0.8503449055347546
20,Q115,True,1.0,1.0,1.0,1.0,1.0
20,Q116,True,1.0,1.0,1.0,1.0,1.0
20,Q117,True,1.0,1.0,1.0,1.0,1.0
20,Q118,True,1.0,1.0,1.0,1.0,1.0
20,Q119,True,1.0,1.0,1.0,1.0,1.0
20,Q120,True,0.0,0.0,0.0,0.0,0.0
20,Q121,True,0.0,0.0,0.0,0.0,0.0
20,Q122,True,0.0,0.0,0.0,0.0,0.0
20,Q123,True,1.0,1.0,1.0,1.0,1.0
20,Q124,True,0.0,0.0,0.0,0.0,0.0
20,Q125,True,1.0,1.0,1.0,1.0,1.0
20,Q126,True,1.0,1.0,1.0,0.6131471927654584,0.8065735963827293
20,Q127,True,1.0,1.0,1.0,1.0,1.0
20,Q128,True,1.0,1.0,1.0,0.7860137352654724,0.8976178835522929
20,Q129,True,1.0,1.0,1.0,1.0,1.0
20,Q130,True,0.0,0.0,0.0,0.0,0.0
20,Q131,True,1.0,1.0,1.0,1.0,1.0
20,Q132,True,1.0,1.0,1.0,1.0,1.0
20,Q133,True,1.0,1.0,1.0,1.0,1.0
20,Q134,True,1.0,1.0,1.0,0.9674679834891693,0.9674679834891693
20,Q135,True,1.0,1.0,1.0,1.0,1.0
20,Q136,True,1.0,1.0,1.0,1.0,1.0
20,Q137,True,1.0,1.0,1.0,1.0,1.0
20,Q138,True,1.0,1.0,1.0,1.0,1.0
20,Q139,True,1.0,1.0,1.0,1.0,1.0
20,Q140,True,1.0,1.0,1.0,1.0,1.0
20,Q141,True,1.0,1.0,1.0,1.0,1.0
20,Q142,True,1.0,1.0,1.0,1.0,1.0
20,Q143,True,1.0,1.0,1.0,1.0,1.0
20,Q144,True,1.0,1.0,1.0,1.0,1.0
20,Q145,True,1.0,1.0,1.0,1.0,1.0
20,Q146,True,1.0,1.0,1.0,1.0,1.0
20,Q147,True,1.0,1.0,1.0,1.0,1.0
20,Q148,True,1.0,1.0,1.0,1.0,1.0
20,Q149,True,1.0,1.0,1.0,1.0,1.0
20,Q150,True,1.0,1.0,1.0,1.0,1.0
20,Q151,True,1.0,1.0,1.0,0.5531464700081437,0.886759288789469
20,Q152,True,1.0,1.0,1.0,1.0,1.0
20,Q153,True,1.0,1.0,1.0,1.0,1.0
20,Q154,True,1.0,1.0,1.0,0.5531464700081437,0.8602762833296762
20,Q155,True,1.0,1.0,1.0,0.6131471927654584,0.8065735963827293
20,Q156,True,1.0,1.0,1.0,1.0,1.0
20,Q157,True,1.0,1.0,1.0,1.0,1.0
20,Q158,True,1.0,1.0,1.0,1.0,1.0
20,Q159,True,1.0,1.0,1.0,0.7227265726449519,0.9262845298966467
20,Q160,True,1.0,1.0,1.0,0.6131471927654584,0.8175295903539445
20,Q161,True,1.0,1.0,1.0,1.0,1.0
20,Q162,True,1.0,1.0,1.0,1.0,1.0
20,Q163,True,1.0,1.0,1.0,1.0,0.9930783166417602
20,Q164,True,1.0,1.0,1.0,1.0,1.0
20,Q165,True,1.0,1.0,1.0,0.48522855511632257,0.8317144247565924
20,Q166,True,1.0,1.0,1.0,1.0,0.9842184869190973
20,Q167,True,1.0,1.0,1.0,1.0,1.0
20,Q168,True,1.0,1.0,1.0,1.0,1.0
20,Q169,True,1.0,1.0,1.0,1.0,1.0
20,Q170,True,1.0,1.0,1.0,1.0,1.0
20,Q171,True,1.0,1.0,1.0,1.0,1.0
20,Q172,True,1.0,1.0,1.0,1.0,1.0
20,Q173,True,1.0,1.0,1.0,1.0,1.0
20,Q174,True,1.0,1.0,1.0,1.0,1.0
20,Q175,True,1.0,1.0,1.0,1.0,1.0
20,Q176,True,1.0,1.0,1.0,1.0,1.0
20,Q177,True,1.0,1.0,1.0,1.0,1.0
20,Q178,True,1.0,1.0,1.0,1.0,1.0
20,Q179,True,1.0,1.0,1.0,1.0,1.0
20,Q180,True,1.0,1.0,1.0,1.0,1.0
20,Q181,True,1.0,1.0,1.0,0.75369761125927,0.8712137160156971
20,Q182,True,0.0,0.0,0.0,0.0,0.0
20,Q183,True,1.0,1.0,1.0,1.0,0.9930783166417602
20,Q184,True,0.0,0.0,0.0,0.0,0.0
20,Q185,True,0.0,0.0,0.0,0.0,0.0
20,Q186,True,1.0,1.0,1.0,1.0,1.0
20,Q187,True,1.0,1.0,1.0,0.9674679834891693,0.9674679834891693
20,Q188,True,1.0,1.0,1.0,0.9197207891481876,0.9197207891481876
20,Q189,True,0.0,0.0,0.0,0.0,0.0
20,Q190,True,0.0,0.0,0.0,0.0,0.0
20,Q191,True,1.0,1.0,1.0,1.0,1.0
20,Q192,True,1.0,1.0,1.0,0.9469024295259745,0.9469024295259745
20,Q193,True,0.0,0.0,0.0,0.0,0.0
20,Q194,True,1.0,1.0,1.0,1.0,1.0
20,Q195,True,1.0,1.0,1.0,0.3391602052736161,0.7821154372211577
20,Q196,True,0.0,0.0,0.0,0.0,0.0
20,Q197,True,1.0,1.0,1.0,1.0,1.0
20,Q198,True,1.0,1.0,1.0,1.0,1.0
20,Q199,True,0.0,0.0,0.0,0.0,0.0
20,Q200,True,1.0,1.0,1.0,0.5413996682199069,0.7946775459209724
40,Q101,True,1.0,1.0,1.0,1.0,1.0
40,Q102,True,1.0,1.0,1.0,0.6508205185601091,0.7988614740430418
40,Q103,True,1.0,1.0,1.0,1.0,1.0
40,Q104,True,1.0,1.0,1.0,1.0,1.0
40,Q105,True,1.0,1.0,1.0,1.0,1.0
40,Q106,True,1.0,1.0,1.0,1.0,1.0
40,Q107,True,0.0,0.0,0.0,0.0,0.0
40,Q108,True,1.0,1.0,1.0,1.0,1.0
40,Q109,True,1.0,1.0,1.0,1.0,1.0
40,Q110,True,0.0,0.0,0.0,0.0,0.0
40,Q111,True,1.0,1.0,1.0,1.0,1.0
40,Q112,True,1.0,1.0,1.0,1.0,1.0
40,Q113,True,1.0,1.0,1.0,1.0,1.0
40,Q114,True,1.0,1.0,1.0,0.8503449055347546,0.8503449055347546
40,Q115,True,1.0,1.0,1.0,1.0,1.0
40,Q116,True,1.0,1.0,1.0,1.0,1.0
40,Q117,True,1.0,1.0,1.0,1.0,1.0
40,Q118,True,1.0,1.0,1.0,1.0,1.0
40,Q119,True,1.0,1.0,1.0,1.0,1.0
40,Q120,True,0.0,0.0,0.0,0.0,0.0
40,Q121,True,0.0,0.0,0.0,0.0,0.0
40,Q122,True,0.0,0.0,0.0,0.0,0.0
40,Q123,True,1.0,1.0,1.0,1.0,1.0
40,Q124,True,0.0,0.0,0.0,0.0,0.0
40,Q125,True,1.0,1.0,1.0,1.0,1.0
40,Q126,True,1.0,1.0,1.0,0.6131471927654584,0.8065735963827293
40,Q127,True,1.0,1.0,1.0,1.0,1.0
40,Q128,True,1.0,1.0,1.0,0.6548086577531307,0.8883444449388402
40,Q129,True,1.0,1.0,1.0,1.0,1.0
40,Q130,True,0.0,0.0,0.0,0.0,0.0
40,Q131,True,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
40,Q132,True,1.0,1.0,1.0,1.0,1.0
40,Q133,True,1.0,1.0,1.0,1.0,1.0
40,Q134,True,1.0,1.0,1.0,0.8854598815714874,0.8854598815714874
40,Q135,True,1.0,1.0,1.0,1.0,1.0
40,Q136,True,1.0,1.0,1.0,1.0,1.0
40,Q137,True,1.0,1.0,1.0,1.0,1.0
40,Q138,True,1.0,1.0,1.0,1.0,1.0
40,Q139,True,1.0,1.0,1.0,1.0,1.0
40,Q140,True,1.0,1.0,1.0,1.0,1.0
40,Q141,True,1.0,1.0,1.0,1.0,1.0
40,Q142,True,1.0,1.0,1.0,1.0,1.0
40,Q143,True,1.0,1.0,1.0,1.0,1.0
40,Q144,True,1.0,1.0,1.0,1.0,1.0
40,Q145,True,1.0,1.0,1.0,1.0,1.0
40,Q146,True,1.0,1.0,1.0,1.0,1.0
40,Q147,True,1.0,1.0,1.0,1.0,1.0
40,Q148,True,1.0,1.0,1.0,1.0,1.0
40,Q149,True,1.0,1.0,1.0,1.0,1.0
40,Q150,True,1.0,1.0,1.0,1.0,1.0
40,Q151,True,1.0,1.0,1.0,0.5531464700081437,0.886759288789469
40,Q152,True,1.0,1.0,1.0,1.0,1.0
40,Q153,True,1.0,1.0,1.0,1.0,1.0
40,Q154,True,1.0,1.0,1.0,0.5531464700081437,0.8602762833296762
40,Q155,True,1.0,1.0,1.0,0.6131471927654584,0.8065735963827293
40,Q156,True,1.0,1.0,1.0,1.0,1.0
40,Q157,True,1.0,1.0,1.0,1.0,1.0
40,Q158,True,1.0,1.0,1.0,1.0,1.0
40,Q159,True,1.0,1.0,1.0,0.7227265726449519,0.9262845298966467
40,Q160,True,1.0,1.0,1.0,0.6131471927654584,0.8175295903539445
40,Q161,True,1.0,1.0,1.0,1.0,1.0
40,Q162,True,1.0,1.0,1.0,1.0,1.0
40,Q163,True,1.0,1.0,1.0,0.8539316501572937,0.9705437052559006
40,Q164,True,1.0,1.0,1.0,1.0,1.0
40,Q165,True,1.0,1.0,1.0,0.48522855511632257,0.8317144247565924
40,Q166,True,1.0,1.0,1.0,1.0,0.9842184869190973
40,Q167,True,1.0,1.0,1.0,1.0,1.0
40,Q168,True,1.0,1.0,1.0,1.0,1.0
40,Q169,True,1.0,1.0,1.0,1.0,1.0
40,Q170,True,1.0,1.0,1.0,1.0,1.0
40,Q171,True,1.0,1.0,1.0,1.0,1.0
40,Q172,True,1.0,1.0,1.0,1.0,1.0
40,Q173,True,1.0,1.0,1.0,1.0,1.0
40,Q174,True,1.0,1.0,1.0,1.0,1.0
40,Q175,True,1.0,1.0,1.0,1.0,1.0
40,Q176,True,1.0,1.0,1.0,1.0,1.0
40,Q177,True,1.0,1.0,1.0,1.0,1.0
40,Q178,True,1.0,1.0,1.0,1.0,1.0
40,Q179,True,1.0,1.0,1.0,1.0,1.0
40,Q180,True,1.0,1.0,1.0,1.0,1.0
40,Q181,True,1.0,1.0,1.0,0.75369761125927,0.8838242945899706
40,Q182,True,0.0,0.0,0.0,0.0,0.0
40,Q183,True,1.0,1.0,1.0,1.0,1.0
40,Q184,True,0.0,0.0,0.0,0.0,0.0
40,Q185,True,0.0,0.0,0.0,0.0,0.0
40,Q186,True,1.0,1.0,1.0,1.0,1.0
40,Q187,True,1.0,1.0,1.0,0.9674679834891693,0.9674679834891693
40,Q188,True,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
40,Q189,True,0.0,0.0,0.0,0.0,0.0
40,Q190,True,0.0,0.0,0.0,0.0,0.0
40,Q191,True,1.0,1.0,1.0,1.0,1.0
40,Q192,True,1.0,1.0,1.0,1.0,1.0
40,Q193,True,0.0,0.0,0.0,0.0,0.0
40,Q194,True,1.0,1.0,1.0,1.0,1.0
40,Q195,True,1.0,1.0,1.0,0.3391602052736161,0.7821154372211577
40,Q196,True,0.0,0.0,0.0,0.0,0.0
40,Q197,True,1.0,1.0,1.0,1.0,1.0
40,Q198,True,1.0,1.0,1.0,1.0,1.0
40,Q199,True,0.0,0.0,0.0,0.0,0.0
40,Q200,True,1.0,1.0,1.0,0.5413996682199069,0.810582531061383
60,Q101,True,1.0,1.0,1.0,1.0,1.0
60,Q102,True,1.0,1.0,1.0,0.6508205185601091,0.8072467605676945
60,Q103,True,1.0,1.0,1.0,1.0,1.0
60,Q104,True,1.0,1.0,1.0,1.0,1.0
60,Q105,True,1.0,1.0,1.0,1.0,1.0
60,Q106,True,1.0,1.0,1.0,1.0,1.0
60,Q107,True,0.0,0.0,0.0,0.0,0.0
60,Q108,True,1.0,1.0,1.0,1.0,1.0
60,Q109,True,1.0,1.0,1.0,1.0,1.0
60,Q110,True,0.0,0.0,0.0,0.0,0.0
60,Q111,True,1.0,1.0,1.0,1.0,1.0
60,Q112,True,1.0,1.0,1.0,1.0,1.0
60,Q113,True,1.0,1.0,1.0,1.0,1.0
60,Q114,True,1.0,1.0,1.0,0.8503449055347546,0.8503449055347546
60,Q115,True,1.0,1.0,1.0,1.0,1.0
60,Q116,True,1.0,1.0,1.0,1.0,1.0
60,Q117,True,1.0,1.0,1.0,1.0,1.0
60,Q118,True,1.0,1.0,1.0,1.0,1.0
60,Q119,True,1.0,1.0,1.0,1.0,1.0
60,Q120,True,0.0,0.0,0.0,0.0,0.0
60,Q121,True,0.0,0.0,0.0,0.0,0.0
60,Q122,True,0.0,0.0,0.0,0.0,0.0
60,Q123,True,1.0,1.0,1.0,1.0,1.0
60,Q124,True,0.0,0.0,0.0,0.0,0.0
60,Q125,True,1.0,1.0,1.0,1.0,1.0
60,Q126,True,1.0,1.0,1.0,0.6131471927654584,0.8175295903539445
60,Q127,True,1.0,1.0,1.0,1.0,1.0
60,Q128,True,1.0,1.0,1.0,0.6548086577531307,0.8883444449388402
60,Q129,True,1.0,1.0,1.0,1.0,1.0
60,Q130,True,0.0,0.0,0.0,0.0,0.0
60,Q131,True,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
60,Q132,True,1.0,1.0,1.0,1.0,1.0
60,Q133,True,1.0,1.0,1.0,1.0,1.0
60,Q134,True,1.0,1.0,1.0,0.8529278650606567,0.8529278650606567
60,Q135,True,1.0,1.0,1.0,1.0,1.0
60,Q136,True,1.0,1.0,1.0,1.0,1.0
60,Q137,True,1.0,1.0,1.0,1.0,1.0
60,Q138,True,1.0,1.0,1.0,1.0,1.0
60,Q139,True,1.0,1.0,1.0,1.0,1.0
60,Q140,True,1.0,1.0,1.0,1.0,1.0
60,Q141,True,1.0,1.0,1.0,1.0,1.0
60,Q142,True,1.0,1.0,1.0,1.0,1.0
60,Q143,True,1.0,1.0,1.0,1.0,1.0
60,Q144,True,1.0,1.0,1.0,1.0,1.0
60,Q145,True,1.0,1.0,1.0,1.0,1.0
60,Q146,True,1.0,1.0,1.0,1.0,1.0
60,Q147,True,1.0,1.0,1.0,1.0,1.0
60,Q148,True,1.0,1.0,1.0,1.0,1.0
60,Q149,True,1.0,1.0,1.0,1.0,1.0
60,Q150,True,1.0,1.0,1.0,1.0,1.0
60,Q151,True,1.0,1.0,1.0,0.5531464700081437,0.886759288789469
60,Q152,True,1.0,1.0,1.0,1.0,1.0
60,Q153,True,1.0,1.0,1.0,1.0,1.0
60,Q154,True,1.0,1.0,1.0,0.5531464700081437,0.8602762833296762
60,Q155,True,1.0,1.0,1.0,0.6131471927654584,0.8065735963827293
60,Q156,True,1.0,1.0,1.0,1.0,1.0
60,Q157,True,1.0,1.0,1.0,1.0,1.0
60,Q158,True,1.0,1.0,1.0,1.0,1.0
60,Q159,True,1.0,1.0,1.0,0.7227265726449519,0.9262845298966467
60,Q160,True,1.0,1.0,1.0,0.6131471927654584,0.8175295903539445
60,Q161,True,1.0,1.0,1.0,1.0,1.0
60,Q162,True,1.0,1.0,1.0,1.0,1.0
60,Q163,True,1.0,1.0,1.0,0.7860137352654724,0.9099466049873365
60,Q164,True,1.0,1.0,1.0,1.0,1.0
60,Q165,True,1.0,1.0,1.0,0.48522855511632257,0.8317144247565924
60,Q166,True,1.0,1.0,1.0,1.0,0.9842184869190973
60,Q167,True,1.0,1.0,1.0,1.0,1.0
60,Q168,True,1.0,1.0,1.0,1.0,1.0
60,Q169,True,1.0,1.0,1.0,1.0,1.0
60,Q170,True,1.0,1.0,1.0,1.0,1.0
60,Q171,True,1.0,1.0,1.0,1.0,1.0
60,Q172,True,1.0,1.0,1.0,1.0,1.0
60,Q173,True,1.0,1.0,1.0,1.0,1.0
60,Q174,True,1.0,1.0,1.0,1.0,1.0
60,Q175,True,1.0,1.0,1.0,1.0,1.0
60,Q176,True,1.0,1.0,1.0,1.0,1.0
60,Q177,True,1.0,1.0,1.0,1.0,1.0
60,Q178,True,1.0,1.0,1.0,1.0,1.0
60,Q179,True,1.0,1.0,1.0,1.0,1.0
60,Q180,True,1.0,1.0,1.0,1.0,1.0
60,Q181,True,1.0,1.0,1.0,0.75369761125927,0.8838242945899706
60,Q182,True,0.0,0.0,0.0,0.0,0.0
60,Q183,True,1.0,1.0,1.0,1.0,1.0
60,Q184,True,0.0,0.0,0.0,0.0,0.0
60,Q185,True,0.0,0.0,0.0,0.0,0.0
60,Q186,True,1.0,1.0,1.0,1.0,1.0
60,Q187,True,1.0,1.0,1.0,0.9674679834891693,0.9674679834891693
60,Q188,True,1.0,1.0,1.0,0.8503449055347546,0.8503449055347546
60,Q189,True,0.0,0.0,0.0,0.0,0.0
60,Q190,True,0.0,0.0,0.0,0.0,0.0
60,Q191,True,1.0,1.0,1.0,1.0,1.0
60,Q192,True,1.0,1.0,1.0,1.0,1.0
60,Q193,True,0.0,0.0,0.0,0.0,0.0
60,Q194,True,1.0,1.0,1.0,1.0,1.0
60,Q195,True,1.0,1.0,1.0,0.3391602052736161,0.7821154372211577
60,Q196,True,0.0,0.0,0.0,0.0,0.0
60,Q197,True,1.0,1.0,1.0,1.0,1.0
60,Q198,True,1.0,1.0,1.0,1.0,1.0
60,Q199,True,0.0,0.0,0.0,0.0,0.0
60,Q200,True,1.0,1.0,1.0,0.5413996682199069,0.810582531061383
100,Q101,True,1.0,1.0,1.0,1.0,1.0
100,Q102,True,1.0,1.0,1.0,0.6508205185601091,0.8072467605676945
100,Q103,True,1.0,1.0,1.0,1.0,1.0
100,Q104,True,1.0,1.0,1.0,1.0,1.0
100,Q105,True,1.0,1.0,1.0,1.0,1.0
100,Q106,True,1.0,1.0,1.0,1.0,1.0
100,Q107,True,0.0,0.0,0.0,0.0,0.0
100,Q108,True,1.0,1.0,1.0,1.0,1.0
100,Q109,True,1.0,1.0,1.0,1.0,1.0
100,Q110,True,0.0,0.0,0.0,0.0,0.0
100,Q111,True,1.0,1.0,1.0,1.0,1.0
100,Q112,True,1.0,1.0,1.0,1.0,1.0
100,Q113,True,1.0,1.0,1.0,1.0,1.0
100,Q114,True,1.0,1.0,1.0,0.8503449055347546,0.8503449055347546
100,Q115,True,1.0,1.0,1.0,1.0,1.0
100,Q116,True,1.0,1.0,1.0,1.0,1.0
100,Q117,True,1.0,1.0,1.0,1.0,1.0
100,Q118,True,1.0,1.0,1.0,1.0,1.0
100,Q119,True,1.0,1.0,1.0,1.0,1.0
100,Q120,True,0.0,0.0,0.0,0.0,0.0
100,Q121,True,0.0,0.0,0.0,0.0,0.0
100,Q122,True,0.0,0.0,0.0,0.0,0.0
100,Q123,True,1.0,1.0,1.0,1.0,1.0
100,Q124,True,0.0,0.0,0.0,0.0,0.0
100,Q125,True,1.0,1.0,1.0,1.0,1.0
100,Q126,True,1.0,1.0,1.0,0.6131471927654584,0.8175295903539445
100,Q127,True,1.0,1.0,1.0,1.0,1.0
100,Q128,True,1.0,1.0,1.0,0.6164336326286644,0.8541058313273971
100,Q129,True,1.0,1.0,1.0,1.0,1.0
100,Q130,True,0.0,0.0,0.0,0.0,0.0
100,Q131,True,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
100,Q132,True,1.0,1.0,1.0,1.0,1.0
100,Q133,True,1.0,1.0,1.0,1.0,1.0
100,Q134,True,1.0,1.0,1.0,0.8529278650606567,0.8529278650606567
100,Q135,True,1.0,1.0,1.0,1.0,1.0
100,Q136,True,1.0,1.0,1.0,1.0,1.0
100,Q137,True,1.0,1.0,1.0,1.0,1.0
100,Q138,True,1.0,1.0,1.0,1.0,1.0
100,Q139,True,1.0,1.0,1.0,1.0,1.0
100,Q140,True,1.0,1.0,1.0,1.0,1.0
100,Q141,True,1.0,1.0,1.0,1.0,1.0
100,Q142,True,1.0,1.0,1.0,1.0,1.0
100,Q143,True,1.0,1.0,1.0,1.0,1.0
100,Q144,True,1.0,1.0,1.0,1.0,1.0
100,Q145,True,1.0,1.0,1.0,1.0,1.0
100,Q146,True,1.0,1.0,1.0,1.0,1.0
100,Q147,True,1.0,1.0,1.0,1.0,1.0
100,Q148,True,1.0,1.0,1.0,1.0,1.0
100,Q149,True,1.0,1.0,1.0,1.0,1.0
100,Q150,True,1.0,1.0,1.0,1.0,1.0
100,Q151,True,1.0,1.0,1.0,0.5531464700081437,0.886759288789469
100,Q152,True,1.0,1.0,1.0,1.0,1.0
100,Q153,True,1.0,1.0,1.0,1.0,1.0
100,Q154,True,1.0,1.0,1.0,0.5531464700081437,0.8602762833296762
100,Q155,True,1.0,1.0,1.0,0.6131471927654584,0.8065735963827293
100,Q156,True,1.0,1.0,1.0,1.0,1.0
100,Q157,True,1.0,1.0,1.0,1.0,1.0
100,Q158,True,1.0,1.0,1.0,1.0,1.0
100,Q159,True,1.0,1.0,1.0,0.7227265726449519,0.9262845298966467
100,Q160,True,1.0,1.0,1.0,0.6131471927654584,0.8175295903539445
100,Q161,True,1.0,1.0,1.0,1.0,1.0
100,Q162,True,1.0,1.0,1.0,1.0,1.0
100,Q163,True,1.0,1.0,1.0,0.7860137352654724,0.9099466049873365
100,Q164,True,1.0,1.0,1.0,1.0,1.0
100,Q165,True,1.0,1.0,1.0,0.48522855511632257,0.8317144247565924
