query_id,config,recall@1,recall@3,recall@5,mrr,ndcg@5,ndcg@10
Q129,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q129,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q130,rrf_current,0.0,0.0,0.0,0.0,0.0,0.0
Q130,linear_0.9,0.0,0.0,0.0,0.0,0.0,0.0
Q131,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q131,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q132,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q132,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q133,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q133,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q134,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q134,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q135,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q135,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q136,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q136,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q137,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q137,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q138,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q138,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q139,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q139,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q140,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q140,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q141,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q141,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q142,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q142,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q143,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q143,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q144,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q144,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q145,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q145,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q146,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q146,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q147,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q147,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q148,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q148,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q149,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q149,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q150,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q150,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q151,rrf_current,1.0,1.0,1.0,1.0,0.9047172294870751,0.9047172294870751
Q151,linear_0.9,1.0,1.0,1.0,1.0,0.9197207891481876,0.9197207891481876
Q152,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q152,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q153,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q153,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q154,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q154,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q155,rrf_current,1.0,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
Q155,linear_0.9,1.0,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
Q156,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q156,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q157,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q157,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q158,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q158,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q159,rrf_current,1.0,1.0,1.0,1.0,0.8503449055347546,0.8503449055347546
Q159,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q160,rrf_current,1.0,1.0,1.0,1.0,0.9197207891481876,0.9197207891481876
Q160,linear_0.9,1.0,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
Q161,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q161,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q162,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q162,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q163,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q163,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q164,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q164,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q165,rrf_current,1.0,1.0,1.0,1.0,0.9047172294870751,0.9047172294870751
Q165,linear_0.9,1.0,1.0,1.0,1.0,0.9197207891481876,0.9197207891481876
Q166,rrf_current,1.0,1.0,1.0,1.0,0.9828920819566879,0.9828920819566879
Q166,linear_0.9,1.0,1.0,1.0,1.0,0.9828920819566879,0.9828920819566879
Q167,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q167,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q168,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q168,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q169,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q169,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q170,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q170,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q171,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q171,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q172,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q172,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q173,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q173,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q174,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q174,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q175,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q175,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q176,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q176,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q177,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q177,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q178,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q178,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q179,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q179,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q180,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q180,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q181,rrf_current,1.0,1.0,1.0,1.0,0.8529278650606567,0.8529278650606567
Q181,linear_0.9,1.0,1.0,1.0,1.0,0.8529278650606567,0.8529278650606567
Q182,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q182,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q183,rrf_current,1.0,1.0,1.0,1.0,0.9558295932317544,0.9558295932317544
Q183,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q184,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q184,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q185,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q185,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q186,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q186,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q187,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q187,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q188,rrf_current,1.0,1.0,1.0,1.0,0.9197207891481876,0.9197207891481876
Q188,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q189,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q189,linear_0.9,1.0,1.0,1.0,1.0,0.9197207891481876,0.9197207891481876
Q190,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q190,linear_0.9,1.0,1.0,1.0,1.0,0.8503449055347546,0.8503449055347546
Q191,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q191,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q192,rrf_current,1.0,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
Q192,linear_0.9,1.0,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
Q193,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q193,linear_0.9,1.0,1.0,1.0,1.0,0.8772153153380493,0.8772153153380493
Q194,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q194,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q195,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q195,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q196,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q196,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q197,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q197,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q198,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q198,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q199,rrf_current,1.0,1.0,1.0,1.0,1.0,1.0
Q199,linear_0.9,1.0,1.0,1.0,1.0,1.0,1.0
Q200,rrf_current,1.0,1.0,1.0,1.0,0.9047172294870751,0.9047172294870751
Q200,linear_0.9,1.0,1.0,1.0,1.0,0.9047172294870751,0.9047172294870751
