query_id,config,query,reference_answer,retrieved_context,generated_answer,route,fusion,lambda,abstained,raw_abstain,sufficient_context_override,graph_augmented,exact_match_any,question_match_any,translated_query,retrieval_s,rerank_s,generation_s,total_s,timestamp,query_confidence,query_top1_score
BQ028,adaptive_novel,Protita route er jonno koyta stoppage ache?,Each route has between 5 and 12 designated stoppages.,"Question (Banglish): Protita route er jonno koyta stoppage ache?
Answer (English): Each route has between 5 and 12 designated stoppages.

Question (Banglish): Protita route er second pickup time ta ki?
Answer (English): Second pickup times range from 8:30 AM to 9:50 AM, depending on the route.

Question (Banglish): Protita route er first pickup time ta ki?
Answer (English): Pickup times range from 6:15 AM to 7:10 AM, depending on the route.

Question: Where are the designated bus stops for Route-09 (Bashundhara Residential Area)?
Answer: The designated stops are: Bashundhara Gate, Bashundhara R/A, Bashundhara Shwapno, Apollo Hospital (Evercare), BRAC University.

Question: How many stoppages are there for each route?
Answer: Each route has between 5 and 12 designated stoppages.",Each route has between 5 and 12 designated stoppages.,open_ended,linear,0.5,False,False,False,False,False,True,How many stops are there on the Protita route?,10.9493,0.1108,13.0769,24.1379,2026-07-27T16:19:39.835806+00:00,0.6116,1.0475
BQ029,adaptive_novel,"Amar bhai/bon BracU te poreche, Sibling Scholarship er jonno ami kivabe apply korbo?","Tuition fee waiver is awarded to one of the siblings who will enroll later at Brac
University.

Supporting documents for applying for Sibling Scholarship:

a) Photocopy of National ID Cards/Passports of both the applicant and parents
b) Passport-size photos of both the siblings,
c) Photocopy of BracU Grade sheet of both the siblings,
d) Photocopy of BracU advising sheet of both the siblings,
e) Photocopy of Transcript of HSC & SSC/ A level & O level of both the siblings","Question (Banglish): Amar bhai/bon BracU te poreche, Sibling Scholarship er jonno ami kivabe apply korbo?
Answer (English): Tuition fee waiver is awarded to one of the siblings who will enroll later at Brac
University.

Supporting documents for applying for Sibling Scholarship:

a) Photocopy of National ID Cards/Passports of both the applicant and parents
b) Passport-size photos of both the siblings,
c) Photocopy of BracU Grade sheet of both the siblings,
d) Photocopy of BracU advising sheet of both the siblings,
e) Photocopy of Transcript of HSC & SSC/ A level & O level of both the siblings

Question (Banglish): Scholarship er jonno ami kivabe apply korbo?
Answer (English): 1. Students who are eligible for Scholarship Based on Previous Academic Results / Sibling Scholarship / BRAC Scholarship / Physically Challenged Students / Children of Freedom Fighter / Debater's Blue Scholarship / Children of Brac University Regular Confirmed Employee will have to apply for the first time through BracU prescribed form which is available at the Brac University website (https://www.bracu.ac.bd/admission/scholarships-financial-aid) and submit it to the International & Scholarship Office, Brac University or email the scan copy to: scholarship@bracu.ac.bd 

2. Those students who are eligible under Merit Scholarship Based on Brac University Academic Results and Scholarship Based on Brac University Admission Test Result are not required to apply as a scholarship will be awarded automatically. 

3. Those students who are already availing of scholarships/financial aid are not required to apply further. If they fulfill all the conditions of the scholarship, they will be awarded automatically. 

4. If the scholarship /financial aid of a student is discontinued for one or more than one semester, s/he needs to re-apply through BracU prescribed form after fulfilling the eligibility criteria.

Question: My brother/sister is studying at BracU, how would I apply for Sibling Scholarship?
Answer: Tuition fee waiver is awarded to one of the siblings who will enroll later at Brac
University.

Supporting documents for applying for Sibling Scholarship:

a) Photocopy of National ID Cards/Passports of both the applicant and parents
b) Passport-size photos of both the siblings,
c) Photocopy of BracU Grade sheet of both the siblings,
d) Photocopy of BracU advising sheet of both the siblings,
e) Photocopy of Transcript of HSC & SSC/ A level & O level of both the siblings

Question (Banglish): Ami jodi multiple category te scholarship er eligible hoi, tahole ki shob category te apply korte pari?
Answer (English): According to the policy, if a student is eligible for more than one category of Scholarship/Financial Aid, only the higher one will be adjusted.

Question: How can I apply for the scholarship?
Answer: 1. Students who are eligible for Scholarship Based on Previous Academic Results / Sibling Scholarship / BRAC Scholarship / Physically Challenged Students / Children of Freedom Fighter / Debater’s Blue Scholarship / Children of Brac University Regular Confirmed Employee will have to apply for the first time through BracU prescribed form which is available at the Brac University website (https://www.bracu.ac.bd/admission/scholarships-financial-aid) and submit it to the International & Scholarship Office, Brac University or email the scan copy to: scholarship@bracu.ac.bd 

2. Those students who are eligible under Merit Scholarship Based on Brac University Academic Results and Scholarship Based on Brac University Admission Test Result are not required to apply as a scholarship will be awarded automatically. 

3. Those students who are already availing of scholarships/financial aid are not required to apply further. If they fulfill all the conditions of the scholarship, they will be awarded automatically. 

4. If the scholarship /financial aid of a student is discontinued for one or more than one semester, s/he needs to re-apply through BracU prescribed form after fulfilling the eligibility criteria.","To apply for the Sibling Scholarship, you will need to submit a BracU prescribed form available on the university's website (https://www.bracu.ac.bd/admission/scholarships-financial-aid) along with the required supporting documents. The International & Scholarship Office at Brac University or scholarship@bracu.ac.bd can also be contacted for further assistance.",open_ended,linear,0.5,False,False,False,False,False,True,My brother/relative is a student of Brac University and has been awarded the Sibling Scholarship. How do I go about applying for it?,12.7537,0.3284,20.7842,33.8672,2026-07-27T16:20:13.704165+00:00,0.4162,0.9931
BQ030,adaptive_novel,Route-04 (Azimpur) er second outbound timing ta ki?,Route-04 (Azimpur): Second trip departs at 5:10 PM.,"Question (Banglish): Route-04 (Azimpur) er second outbound timing ta ki?
Answer (English): Route-04 (Azimpur): Second trip departs at 5:10 PM.

Question (Banglish): Route-01 (Abdullahpur) er second outbound timing ta ki?
Answer (English): Route-01 (Abdullahpur): Second trip departs at 5:10 PM.

Question (Banglish): Route-02 (Mirpur-A) er second outbound timing ta ki?
Answer (English): Route-02 (Mirpur-A): Second trip departs at 5:10 PM.

Question: What is the second outbound timing for Route-04 (Azimpur)?
Answer: Route-04 (Azimpur): Second trip departs at 5:10 PM.

Question: What is the first outbound timing for Route-04 (Azimpur)?
Answer: Route-04 (Azimpur): First trip departs at 2:05 PM.",The second outbound timing for Route-04 (Azimpur) is not specified in the retrieved context.,open_ended,linear,0.5,False,False,False,False,False,True,What is the second outbound timing of Route-04 (Azimpur)?,11.5343,0.0797,12.8963,24.5110,2026-07-27T16:20:38.216545+00:00,0.0669,1.0426
BQ031,adaptive_novel,Financial aid pete eligibility criteria ki ki?,"BRAC University offers financial aid to students based on demonstrated financial need. Financial aid eligibility is reassessed regularly, and students may need to maintain satisfactory academic performance. Special consideration may be given to students from disadvantaged backgrounds or those facing extraordinary circumstances. The Financial Aid Office can provide more detailed information on the application process.","Question (Banglish): Financial aid pete eligibility criteria ki ki?
Answer (English): BRAC University offers financial aid to students based on demonstrated financial need. Financial aid eligibility is reassessed regularly, and students may need to maintain satisfactory academic performance. Special consideration may be given to students from disadvantaged backgrounds or those facing extraordinary circumstances. The Financial Aid Office can provide more detailed information on the application process.

Question (Banglish): Financial aid eligibility maintain rakhte ki ki requirement ache?
Answer (English): At BRAC University, students must maintain a minimum CGPA of 3.25, be enrolled full-time, meet satisfactory academic progress, follow the code of conduct, and sometimes demonstrate ongoing financial need to maintain financial aid eligibility.

Question (Banglish): Student ra financial aid er jonno kivabe apply korbe?
Answer (English): To apply for financial aid at BRAC University, students should start by confirming their eligibility by reviewing the criteria provided on the university's website or contacting the financial aid office. Next, they need to gather all required documents, such as income certificates and academic records. After preparing the necessary paperwork, students should complete and submit the financial aid application form by the specified deadline.

Question: What are the eligibility criteria for receiving financial aid?
Answer: BRAC University offers financial aid to students based on demonstrated financial need. Financial aid eligibility is reassessed regularly, and students may need to maintain satisfactory academic performance. Special consideration may be given to students from disadvantaged backgrounds or those facing extraordinary circumstances. The Financial Aid Office can provide more detailed information on the application process.

Question: Can you tell me what the eligibility criteria for receiving financial aid are?
Answer: BRAC University offers financial aid to students based on demonstrated financial need. Financial aid eligibility is reassessed regularly, and students may need to maintain satisfactory academic performance. Special consideration may be given to students from disadvantaged backgrounds or those facing extraordinary circumstances. The Financial Aid Office can provide more detailed information on the application process.","BRAC University offers financial aid to students based on demonstrated financial need, and financial aid eligibility is reassessed regularly, with special consideration given to students from disadvantaged backgrounds or those facing extraordinary circumstances.",open_ended,linear,0.5,False,False,False,False,False,True,What are the eligibility criteria for financial aid at Pete?,11.1740,0.1212,14.6681,25.9641,2026-07-27T16:21:04.181356+00:00,0.2228,0.9732
BQ032,adaptive_novel,Campus e bus kothay theke chare?,The bus leave campus from the Basement-1,"Question (Banglish): Campus e bus kothay theke chare?
Answer (English): The bus leave campus from the Basement-1

Question (Banglish): Route-03 (Jigatola) er designated bus stop gula kothay?
Answer (English): The designated stops are: Jigatola Bus Stand, City College, Science Lab, Kataban, Shahbagh, High Court, Press Club, Motsho Bhaban, Bijoynagar, Kakrail Mosque, Shantinagar, Malibagh Railgate, Rampura TV Centre, Badda Link Road, BRAC University.

Question (Banglish): Route-08 (Narayanganj) er designated bus stop gula kothay?
Answer (English): The designated stops are: Chashara Bus Stand, Narayanganj Club, Chanmari, Hajiganj, Signboard, Jatrabari, Motijheel, Press Club, High Court, Shahbagh, BRAC University.

Question (Banglish): Route-05 (Jatrabari) er designated bus stop gula kothay?
Answer (English): The designated stops are: Jatrabari Bus Stand, Sayedabad Bus Terminal, Motijheel Ideal School, Ittefaq Mor, Fakirapool Bus Stand, Bijoynagar, Kakrail Mosque, Shantinagar, Malibagh Railgate, Rampura TV Centre, Badda Link Road, BRAC University.

Question (Banglish): Route-07 (Mohammadpur) er designated bus stop gula kothay?
Answer (English): The designated stops are: Mohammadpur Bus Stand, College Gate, Shyamoli, Kallyanpur, Gabtoli, Technical Mor, Darus Salam, Mirpur-1, Mirpur-2, Mirpur-10, Mirpur-12, ECB Chattar, BRAC University.",The bus leave campus from the Basement-1.,open_ended,linear,0.5,False,False,False,False,False,True,Where is the campus bus stop?,10.9875,0.1688,12.0247,23.1813,2026-07-27T16:21:27.363778+00:00,0.4094,0.9672
BQ033,adaptive_novel,Student ra ki age theke seat reserve korte pare?,"No, seating is strictly first-come, first-served.","Question (Banglish): Student ra ki age theke seat reserve korte pare?
Answer (English): No, seating is strictly first-come, first-served.

Question (Banglish): Student department er baire course e extra seat chaile ki korte hobe?
Answer (English): The student should contact to that particular department's DCO to know that particular department's extra seat policy

Question (Banglish): Student ra Residential Semester er jonno kobe Savar campus e jaoyar eligible hoy?
Answer (English): Students become eligible for the Residential Semester (RS) in their third semester, after satisfactorily completing their first and second semesters at the Mohakhali campus. To be eligible, a student must have a minimum CGPA of 1.5 and must have passed the ENG091 course.

Question: How to get an extra seat in a particular course durning main advising?
Answer: Request the section's faculty. If he agrees then he will do the other procedures for your desired section. But you need to have a maximum of 9 credits and also if there is vacany in the other sections and the section is not clashing with the courses of the routine. Your request will be rejected. Extra Seat Request Policy [CSE]:
• The section faculty has the right to deny any extra seat request in their section.
• If a student already is in another section of the same course, the request will be denied. The student may apply for lab change when the form is circulated if they have a clash that is not solveable..
If a student doesn't have the course at all and there are other sections with empty seats, then again the request will be denied. They might be added to an available section (depending on seat availability) without any notice from our side.
• If a student has 4 courses or more then again the request will be denied.
• No extra seat for hardware courses (CSE250,CSE251, CSE260, CSE350).
• A faculty may request max 2 extra seats for a lab based course and theory based course. If the seat status is already -2 in connect, the request will be denied.
Only when there is no suitable section for the student, the student maybe granted an extra seat.

Question: Just wondering, student wants extra seat in courses outside the department. What should be done?
Answer: The student should contact to that particular department's DCO to know that particular department's extra seat policy","No, seating is strictly first-come, first-served.",open_ended,linear,0.5,False,False,False,False,False,True,What is the minimum age for a student to be eligible for seat reservation?,11.3246,0.3637,12.6757,24.3651,2026-07-27T16:21:51.730243+00:00,0.6112,0.9574
BQ034,adaptive_novel,Admission er important date ar deadline gula ki?,"The exact admission test date, application deadline, and academic-session start date change every semester, so BRAC University publishes them on its Admissions page (bracu.ac.bd/admissions) ahead of each intake rather than fixing them year-round - check that page for the current cycle's dates.","Question (Banglish): Admission er important date ar deadline gula ki?
Answer (English): The exact admission test date, application deadline, and academic-session start date change every semester, so BRAC University publishes them on its Admissions page (bracu.ac.bd/admissions) ahead of each intake rather than fixing them year-round - check that page for the current cycle's dates.

Question (Banglish): Tuition ar fee er payment deadline gula ki?
Answer (English): At BRAC University, tuition and fees must be paid by the specified deadlines each semester.It's important to check specific dates each semester, as they may vary

Question: What are the important dates and deadlines for admission?
Answer: The exact admission test date, application deadline, and academic-session start date change every semester, so BRAC University publishes them on its Admissions page (bracu.ac.bd/admissions) ahead of each intake rather than fixing them year-round - check that page for the current cycle's dates.

Question: Can you tell me what the important dates and deadlines for admission are?
Answer: The exact admission test date, application deadline, and academic-session start date change every semester, so BRAC University publishes them on its Admissions page (bracu.ac.bd/admissions) ahead of each intake rather than fixing them year-round - check that page for the current cycle's dates.

Question: Can you tell me what the payment deadlines for tuition and fees are?
Answer: At BRAC University, tuition and fees must be paid by the specified deadlines each semester.It's important to check specific dates each semester, as they may vary","The exact admission test date, application deadline, and academic-session start date change every semester, so BRAC University publishes them on its Admissions page (bracu.ac.bd/admissions) ahead of each intake rather than fixing them year-round - check that page for the current cycle's dates.",open_ended,linear,0.5,False,True,True,False,False,True,What are the important dates and deadlines for admission?,12.6228,0.1061,17.1512,29.8812,2026-07-27T16:22:21.612502+00:00,0.1895,0.6500
BQ035,adaptive_novel,5th Floor e ki ki facility available?,"School of General Education, ENH, ESS, School of Pharmacy, MNS, School of Architecture and Design, BRAC Business School, and BRAC Institute of Languages.","Question (Banglish): 5th Floor e ki ki facility available?
Answer (English): School of General Education, ENH, ESS, School of Pharmacy, MNS, School of Architecture and Design, BRAC Business School, and BRAC Institute of Languages.

Question (Banglish): 12th Floor e ki ki facility available?
Answer (English): The 12th Floor includes Learning Labs/Classrooms, EEE/ECE Labs, CSE/CS Labs, MNS Labs, and Social Interaction Spaces.

Question (Banglish): 1st Floor e ki ki facility available?
Answer (English): Medical Center, Male Washroom, Female Washroom, Brac Bank, and Student Fee Collection Booth.

Question: Curious about something: what facilities are available on the 5th Floor?
Answer: School of General Education, ENH, ESS, School of Pharmacy, MNS, School of Architecture and Design, BRAC Business School, and BRAC Institute of Languages.

Question: What facilities are available on the 5th Floor?
Answer: School of General Education, ENH, ESS, School of Pharmacy, MNS, School of Architecture and Design, BRAC Business School, and BRAC Institute of Languages.","The facilities available on the 5th Floor are School of General Education, ENH, ESS, School of Pharmacy, MNS, School of Architecture and Design, BRAC Business School, and BRAC Institute of Languages.",open_ended,linear,0.5,False,False,False,False,False,True,What facilities are available on the 5th floor?,11.2671,0.0748,15.3327,26.6752,2026-07-27T16:22:48.288697+00:00,0.1774,1.0044
BQ036,adaptive_novel,BRAC University Students' Transport Service ta ki?,"BRAC University provides an affordable, safe, and comfortable transport service with air-conditioned buses covering nine routes across Dhaka city.","Question (Banglish): BRAC University Students' Transport Service ta ki?
Answer (English): BRAC University provides an affordable, safe, and comfortable transport service with air-conditioned buses covering nine routes across Dhaka city.

Question (Banglish): Student ra ki transport service niye feedback dite pare?
Answer (English): Yes, students can share feedback via BRAC University's official transport service email or hotline.

Question (Banglish): Non-student ra ki BRAC University transport service use korte pare?
Answer (English): No, the service is exclusively for BRAC University students.

Question (Banglish): BRAC University transport service er cover kora route gula ki ki?
Answer (English): The transport service covers nine routes: Abdullahpur, Mirpur-A, Mirpur-B, Jigatola, Azimpur, Jatrabari, Baldha Garden, Mohammadpur, Narayanganj, and Bashundhara.

Question: What is the BRAC University Students' Transport Service?
Answer: BRAC University provides an affordable, safe, and comfortable transport service with air-conditioned buses covering nine routes across Dhaka city.","BRAC University provides an affordable, safe, and comfortable transport service with air-conditioned buses covering nine routes across Dhaka city.",open_ended,linear,0.5,False,False,False,False,False,True,What is the transport service for BRAC University students?,11.3860,0.0989,14.8087,26.2946,2026-07-27T16:23:14.584649+00:00,0.1186,0.9747
BQ037,adaptive_novel,University te ki ki sports team ache?,"BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club.","Question (Banglish): University te ki ki sports team ache?
Answer (English): BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club.

Question (Banglish): Club ba sports team e join korte ki kono cost lage?
Answer (English): No there no costs associated with joining clubs or sports teams.

Question: New student here, what sports teams does the university have?
Answer: BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club.

Question: What sports teams does the university have?
Answer: BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club.

Question: I looked around the site but couldn't find it — what sports teams does the university have?
Answer: BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club.","The university has four sports teams: BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club.",open_ended,linear,0.5,False,False,False,False,False,True,What kind of sports teams does the university have?,10.9529,0.0835,13.7068,24.7441,2026-07-27T16:23:39.329309+00:00,0.3582,1.0186
BQ038,adaptive_novel,"Badda campus e amar age theke ENG102 kora ache, tahole TARC e amake kon course deya hobe?","If you completed ENG102 already, you will be given BUS201 at TARC.","Course: ENG102
Prerequisite: ENG101 (HP)
Full Prerequisite Chain: ENG101

Question (Banglish): Badda campus e amar age theke ENG102 kora ache, tahole TARC e amake kon course deya hobe?
Answer (English): If you completed ENG102 already, you will be given BUS201 at TARC.

Question (Banglish): TARC er course gula ki Badda/main campus e kora jay?
Answer (English): No.Hum101,Bng101 and EMB101 are not available in Badda campus but yes one can do english 102,Because there are many students who complete english101 in residential campus

Question: New student here, I already did ENG102 in Badda campus which course I will be given in TARC?
Answer: If you completed ENG102 already, you will be given BUS201 at TARC.

Question: I already did ENG102 in Badda campus which course I will be given in TARC?
Answer: If you completed ENG102 already, you will be given BUS201 at TARC.

Question: For a friend who's asking — I already did ENG102 in Badda campus which course I will be given in TARC?
Answer: If you completed ENG102 already, you will be given BUS201 at TARC.","If you completed ENG102 already, you will be given BUS201 at TARC.",entity_heavy,rrf,0.9,False,False,False,False,True,True,"If I have completed ENG 102 from the Badda Campus, then what course will be given to me at TARC?",12.2628,0.1484,13.0845,25.4968,2026-07-27T16:24:04.827197+00:00,0.0277,0.9871
BQ039,adaptive_novel,Wishlist event e participate na korle ki consequence hoy?,Student will not be allowed to register during Pre-Registration Phase 1,"Question (Banglish): Wishlist event e participate na korle ki consequence hoy?
Answer (English): Student will not be allowed to register during Pre-Registration Phase 1

Question (Banglish): Ke Wishlist event e participate korte hobe?
Answer (English): All undergraduate students attending upcoming, excluding RS-eligible students and LLB, PHR students

Question (Banglish): Wishlist event e participation kora keno eto important, seta ektu bujhiye bolben?
Answer (English): Course offerings will be based on student demand collected from Wishlist submissions

Question (Banglish): Kon group er student der Wishlist event e participate korar requirement nei?
Answer (English): Students who are eligible for residential semester in the upcoming semester.

Question: What is the consequence of not participating in the Wishlist event?
Answer: Student will not be allowed to register during Pre-Registration Phase 1",Student will not be allowed to register during Pre-Registration Phase 1.,open_ended,linear,0.5,False,False,False,False,False,True,What are the consequences of not participating in a wishlist event?,11.8781,0.0735,12.5333,24.4857,2026-07-27T16:24:29.314189+00:00,0.3093,0.9948
BQ040,adaptive_novel,"Protita undergraduate program e thesis lage, naki student ra project/internship o choose korte pare?","It depends on the program and department; in CSE, for example, students can fulfill the CSE400 capstone requirement through a Thesis, a Project, or an Internship track, each with its own supervision and marking rubric, rather than thesis being the only option.","Question (Banglish): Protita undergraduate program e thesis lage, naki student ra project/internship o choose korte pare?
Answer (English): It depends on the program and department; in CSE, for example, students can fulfill the CSE400 capstone requirement through a Thesis, a Project, or an Internship track, each with its own supervision and marking rubric, rather than thesis being the only option.

Question (Banglish): BBA student der ki internship korte hoy, naki tara thesis o choose korte pare?
Answer (English): BBA students are generally required to complete a one-semester internship, but they may opt for a Thesis instead. Choosing the thesis route requires a minimum CGPA of 3.5 and involves working with a supervisor for at least one semester (trimester), followed by a thesis paper and a presentation.

Question: Does every undergraduate program require a thesis, or can students choose a project/internship instead?
Answer: It depends on the program and department; in CSE, for example, students can fulfill the CSE400 capstone requirement through a Thesis, a Project, or an Internship track, each with its own supervision and marking rubric, rather than thesis being the only option.

Question: Hi, does every undergraduate program require a thesis, or can students choose a project/internship instead?
Answer: It depends on the program and department; in CSE, for example, students can fulfill the CSE400 capstone requirement through a Thesis, a Project, or an Internship track, each with its own supervision and marking rubric, rather than thesis being the only option.

Question: Do BBA students have to do an internship, or can they choose a thesis instead?
Answer: BBA students are generally required to complete a one-semester internship, but they may opt for a Thesis instead. Choosing the thesis route requires a minimum CGPA of 3.5 and involves working with a supervisor for at least one semester (trimester), followed by a thesis paper and a presentation.","It depends on the program and department; in CSE, for example, students can fulfill the CSE400 capstone requirement through a Thesis, a Project, or an Internship track, each with its own supervision and marking rubric, rather than thesis being the only option.",open_ended,linear,0.5,False,False,False,False,False,True,"Is a thesis required for the Protita undergraduate program, or can students choose to do a project or internship instead?",12.1705,0.1386,16.6120,28.9229,2026-07-27T16:24:58.237642+00:00,0.3150,1.0160
BQ041,adaptive_novel,BSEEE ar BSECE program er focus e ki difference?,"BSEEE (Electrical and Electronic Engineering) has a broader focus spanning power, electronics and general EEE topics, while BSECE (Electronic and Communication Engineering) concentrates more specifically on communication-related topics such as signal processing, telecommunications, microwave engineering, and data/optical/satellite communications.","Question (Banglish): BSEEE ar BSECE program er focus e ki difference?
Answer (English): BSEEE (Electrical and Electronic Engineering) has a broader focus spanning power, electronics and general EEE topics, while BSECE (Electronic and Communication Engineering) concentrates more specifically on communication-related topics such as signal processing, telecommunications, microwave engineering, and data/optical/satellite communications.

Question: What is the difference in focus between the BSEEE and BSECE programs?
Answer: BSEEE (Electrical and Electronic Engineering) has a broader focus spanning power, electronics and general EEE topics, while BSECE (Electronic and Communication Engineering) concentrates more specifically on communication-related topics such as signal processing, telecommunications, microwave engineering, and data/optical/satellite communications.

Question: Can you tell me what the difference in focus between the BSEEE and BSECE programs is?
Answer: BSEEE (Electrical and Electronic Engineering) has a broader focus spanning power, electronics and general EEE topics, while BSECE (Electronic and Communication Engineering) concentrates more specifically on communication-related topics such as signal processing, telecommunications, microwave engineering, and data/optical/satellite communications.

Question (Banglish): Department of EEE ki ki undergraduate ar graduate program offer kore?
Answer (English): The Department of Electrical and Electronic Engineering offers two undergraduate programs - Bachelor of Science in Electrical and Electronic Engineering (BSEEE) and Bachelor of Science in Electronic and Communication Engineering (BSECE) - plus two graduate programs, the Master of Science in EEE (MScEEE) and the Master of Engineering in EEE (MEnggEEE).

Question: What undergraduate and graduate programs does the Department of EEE offer?
Answer: The Department of Electrical and Electronic Engineering offers two undergraduate programs - Bachelor of Science in Electrical and Electronic Engineering (BSEEE) and Bachelor of Science in Electronic and Communication Engineering (BSECE) - plus two graduate programs, the Master of Science in EEE (MScEEE) and the Master of Engineering in EEE (MEnggEEE).","The difference in focus between the BSEEE and BSECE programs is that BSEEE has a broader focus spanning power, electronics and general EEE topics, while BSECE concentrates more specifically on communication-related topics such as signal processing, telecommunications, microwave engineering, and data/optical/satellite communications.",open_ended,linear,0.5,False,False,False,False,False,True,What is the focus of the BSEEE and BSECE programs?,10.4859,0.1258,17.1751,27.7877,2026-07-27T16:25:26.027123+00:00,0.1490,0.9464
BQ042,adaptive_novel,Route-02 (Mirpur-A) er first outbound timing ta ki?,Route-02 (Mirpur-A): First trip departs at 2:05 PM.,"Question (Banglish): Route-02 (Mirpur-A) er first outbound timing ta ki?
Answer (English): Route-02 (Mirpur-A): First trip departs at 2:05 PM.

Question (Banglish): Route-02 (Mirpur-B) er first outbound timing ta ki?
Answer (English): Route-02 (Mirpur-B): First trip departs at 2:05 PM.

Question (Banglish): Route-02 (Mirpur-A) er second outbound timing ta ki?
Answer (English): Route-02 (Mirpur-A): Second trip departs at 5:10 PM.

Question (Banglish): Route-02 (Mirpur-B) er second outbound timing ta ki?
Answer (English): Route-02 (Mirpur-B): Second trip departs at 5:10 PM.

Question (Banglish): Route-01 (Abdullahpur) er first outbound timing ta ki?
Answer (English): Route-01 (Abdullahpur): First trip departs at 2:05 PM.",The first outbound timing for Route-02 (Mirpur-A) is 2:05 PM.,open_ended,linear,0.5,False,True,True,False,False,True,What is the first outbound timing of Route-02 (Mirpur-A)?,10.7691,0.0732,12.3345,23.1775,2026-07-27T16:25:49.205243+00:00,0.0143,0.6500
BQ043,adaptive_novel,Thesis shuru korte hole CGPA koto lagbe?,CGPA equal to or above 3.0.,"Question (Banglish): Thesis shuru korte hole CGPA koto lagbe?
Answer (English): CGPA equal to or above 3.0.

Question (Banglish): CGPA 3 er niche thakle ki thesis kora jay? Minimum CGPA requirement ta ki?
Answer (English): It is possible to do thesis under CGPA 3, for that you have to take permission of your thesis supervisor and also the chairman. The minimum requirement for starting thesis is 3.

Question: What is the CGPA requirement for eligibility to start a thesis?
Answer: CGPA equal to or above 3.0.

Question: Can you tell me what the CGPA requirement for eligibility to start a thesis is?
Answer: CGPA equal to or above 3.0.

Question: Is it possible to do a thesis if the student has a CGPA below 3? What is the minimum CGPA requirement?
Answer: It is possible to do thesis under CGPA 3, for that you have to take permission of your thesis supervisor and also the chairman. The minimum requirement for starting thesis is 3.",CGPA equal to or above 3.0.,open_ended,linear,0.5,False,False,False,False,False,True,What is the minimum CGPA required to start a thesis?,10.4625,0.1304,11.5920,22.1858,2026-07-27T16:26:11.392098+00:00,0.4449,0.9555
BQ044,adaptive_novel,Scholarship pawa international student ke protita semester e koto credit hour nite hoy?,"Students on scholarship or financial aid are generally required to take a minimum of 9 credit hours in all semesters (applicable from Summer 2023 admits onward), except for approved reduced course loads such as in the first semester.","Question (Banglish): Scholarship pawa international student ke protita semester e koto credit hour nite hoy?
Answer (English): Students on scholarship or financial aid are generally required to take a minimum of 9 credit hours in all semesters (applicable from Summer 2023 admits onward), except for approved reduced course loads such as in the first semester.

Question: How many credit hours must a scholarship-holding international student take each semester?
Answer: Students on scholarship or financial aid are generally required to take a minimum of 9 credit hours in all semesters (applicable from Summer 2023 admits onward), except for approved reduced course loads such as in the first semester.

Question: Random question, how many credit hours must a scholarship-holding international student take each semester?
Answer: Students on scholarship or financial aid are generally required to take a minimum of 9 credit hours in all semesters (applicable from Summer 2023 admits onward), except for approved reduced course loads such as in the first semester.

Question: Curious about something: how many credit hours must a scholarship-holding international student take each semester?
Answer: Students on scholarship or financial aid are generally required to take a minimum of 9 credit hours in all semesters (applicable from Summer 2023 admits onward), except for approved reduced course loads such as in the first semester.

Question: Do you know how many credit hours must a scholarship-holding international student take each semester?
Answer: Students on scholarship or financial aid are generally required to take a minimum of 9 credit hours in all semesters (applicable from Summer 2023 admits onward), except for approved reduced course loads such as in the first semester.","Students on scholarship or financial aid are generally required to take a minimum of 9 credit hours in all semesters (applicable from Summer 2023 admits onward), except for approved reduced course loads such as in the first semester.",open_ended,linear,0.5,False,False,False,False,False,True,What is the number of credit hours that an international student can take per semester to be eligible for a scholarship?,11.6250,0.1324,14.9672,26.7262,2026-07-27T16:26:38.119771+00:00,0.4316,1.0115
