query_id,config,lambda,query,reference_answer,retrieved_context,generated_answer,retrieval_s,generation_s,total_s,timestamp,query_confidence,faithfulness,faithfulness_reason,sample_source,route,fusion,abstained,raw_abstain,sufficient_context_override,graph_augmented,faculty_room_augmented,exact_match_any,question_match_any,translated_query,normalized_query,rerank_s,query_top1_score,nli_faithfulness
Q153,full_hybrid,0.5,What day and time is the theory class for CSE460-03?,The theory class for CSE460-03 is on SAT+THU at 12:30 PM in room 07H-26C.,"Course: CSE460-03
Theory Initial: SDL
Theory Day: SAT+THU
Theory Time: 12:30 PM
Theory Room: 07H-26C
Lab Faculty: SDL,SDU
Lab Day: TUE
Lab Time: 8:00 AM
Lab Room: 09E-22L

Course: CSE460-04
Theory Initial: SDU
Theory Day: SAT+THU
Theory Time: 2:00 PM
Theory Room: 09A-07C
Lab Faculty: AKJ,RAS
Lab Day: MON
Lab Time: 11:00 AM
Lab Room: 09F-24L

Course: CSE460-01
Theory Initial: SDL
Theory Day: SAT+THU
Theory Time: 9:30 AM
Theory Room: 09D-18C
Lab Faculty: AKJ,UPM
Lab Day: WED
Lab Time: 11:00 AM
Lab Room: 09E-21L

Initial: SDU
Name: Shomen Kundu
Day: Tuesday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE460-03 (LAB) SDL,SDU 09E-22L; 9:30 AM - CSE460-03 (LAB) SDL,SDU 09E-22L; 12:30 PM - CSE460-06 09A-07C

Course: CSE460-09
Theory Initial: UPM
Theory Day: MON+WED
Theory Time: 8:00 AM
Theory Room: 09A-07C
Lab Faculty: ARPD,RAS
Lab Day: TUE
Lab Time: 11:00 AM
Lab Room: 09E-21L",The theory class for CSE460-03 meets on Saturday and Thursday at 12:30 PM.,0.0193,4.9392,4.9585,2026-08-01T07:29:54.146538+00:00,100.4715,1.0,"SCORE: 1.0 | REASON: All claims are supported by the context. 

Here's a breakdown of how I arrived at this score:

1. The theory class for CSE460-03 meets on Saturday and Thursday:
	* In the CONTEXT, we see that Theory Day for CSE460-03 is SAT+THU.
	* We also see that Theory Time for CSE460-03 is 12:30 PM.
	* Therefore, this claim is supported by the context.
2. The theory class for CSE460-03 meets at 12:30 PM:
	* As mentioned above, we see that Theory Time for CSE460-03 is 12:30 PM.
	* Therefore, this claim is also supported by the context.

Since both claims are supported by the context, I assigned a score of 1.0 (i.e., all claims were supported).",baselines,,,,,,,,,,,,,,0.10799997299909592
Q159,full_hybrid,0.5,What day and time is the theory class for CSE250-06A?,The theory class for CSE250-06A is on SUN+TUE at 2:00 PM in room 07H-27C.,"Course: CSE250-06A
Theory Initial: RAO
Theory Day: SUN+TUE
Theory Time: 2:00 PM
Theory Room: 07H-27C
Lab Faculty: FFR,MHY
Lab Day: MON
Lab Time: 8:00 AM
Lab Room: 12B-20L

Course: CSE350-06A
Theory Initial: ZBH
Theory Day: SUN+TUE
Theory Time: 2:00 PM
Theory Room: 09A-07C
Lab Faculty: TSE,AQT
Lab Day: WED
Lab Time: 11:00 AM
Lab Room: FT10-01L

Course: CSE260-06A
Theory Initial: MSMA
Theory Day: SUN+TUE
Theory Time: 12:30 PM
Theory Room: 07H-26C
Lab Faculty: CMHQ,AHA
Lab Day: THU
Lab Time: 2:00 PM
Lab Room: FT10-03L

Course: CSE251-06A
Theory Initial: AQT
Theory Day: MON+WED
Theory Time: 8:00 AM
Theory Room: 07H-27C
Lab Faculty: SDAS,UPM
Lab Day: SUN
Lab Time: 11:00 AM
Lab Room: 12B-20L

Initial: FFR
Name: Md. Fatin Ishraq Faruqui
Day: Monday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE250-06A (LAB) FFR,MHY 12B-20L; 9:30 AM - CSE250-06A (LAB) FFR,MHY 12B-20L; 11:00 AM - CSE250-04A (LAB) SDQ,FFR 12B-20L; 12:30 PM - CSE250-04A (LAB) SDQ,FFR 12B-20L",The theory class for CSE250-06A is held on Sunday and Tuesday at 2:00 PM.,0.0225,5.0608,5.0834,2026-08-01T07:29:59.230354+00:00,100.4722,1.0,SCORE: 1.0 | REASON: All claims about CSE250-06A theory class are supported by the CONTEXT.,baselines,,,,,,,,,,,,,,0.029077401384711266
Q165,full_hybrid,0.5,What day and time is the theory class for CSE260-04B?,The theory class for CSE260-04B is on SUN+TUE at 11:00 AM in room 09A-03C.,"Course: CSE260-04B
Theory Initial: DZK
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 09A-03C
Lab Faculty: NNTN,MAZW
Lab Day: WED
Lab Time: 11:00 AM
Lab Room: FT10-04L

Course: CSE250-04B
Theory Initial: FFR
Theory Day: SUN+TUE
Theory Time: 8:00 AM
Theory Room: 07H-27C
Lab Faculty: MHY,PDS
Lab Day: MON
Lab Time: 11:00 AM
Lab Room: 12B-20L

Course: CSE260-04A
Theory Initial: DZK
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 09A-03C
Lab Faculty: NFF,MZW
Lab Day: WED
Lab Time: 11:00 AM
Lab Room: FT10-03L

Course: CSE260-05A
Theory Initial: NLH
Theory Day: MON+WED
Theory Time: 8:00 AM
Theory Room: 09A-03C
Lab Faculty: CSYR,SMDS
Lab Day: TUE
Lab Time: 8:00 AM
Lab Room: FT10-03L

Initial: MAZW
Name: Mirza Azwad Wakil
Day: Wednesday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - Consultation by Appointment; 9:30 AM - CSE470-01 07F-22C; 11:00 AM - CSE260-04B (LAB) NNTN,MAZW FT10-04L; 12:30 PM - CSE260-04B (LAB) NNTN,MAZW FT10-04L; 2:00 PM - CSE260-12A (LAB) SMDS,MAZW FT10-03L; 3:30 PM - CSE260-12A (LAB) SMDS,MAZW FT10-03L",The theory class for CSE260-04B is held on Sunday and Tuesday at 11:00 AM.,0.0214,5.1454,5.1668,2026-08-01T07:30:04.397563+00:00,100.4864,1.0,"SCORE: 1.0 | REASON: All claims are supported by the CONTEXT. 

Here's a breakdown of how I arrived at this score:

1. The theory class for CSE260-04B is held on Sunday and Tuesday at 11:00 AM.
   - Claim 1: Theory Day = SUN+TUE (supported)
   - Claim 2: Theory Time = 11:00 AM (supported)

Since both claims are supported by the CONTEXT, the score remains 1.0.",baselines,,,,,,,,,,,,,,0.1130983904004097
Q166,full_hybrid,0.5,Who teaches the lab section of CSE321-18?,"The lab section of CSE321-18 is taught by TNF,SVKG.","Course: CSE321-18
Theory Initial: TRZA
Theory Day: MON+WED
Theory Time: 9:30 AM
Theory Room: 09H-33C
Lab Faculty: TNF,SVKG
Lab Day: SAT
Lab Time: 11:00 AM
Lab Room: 10G-32L

Initial: SVKG
Name: Souvik Ghosh
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE321-21 (LAB) SVKG,AHA 12D-26L; 9:30 AM - CSE321-21 (LAB) SVKG,AHA 12D-26L; 11:00 AM - CSE321-18 (LAB) TNF,SVKG 10G-32L; 12:30 PM - CSE321-18 (LAB) TNF,SVKG 10G-32L; 2:00 PM - CSE321-19 (LAB) NKBS,SVKG 10G-32L; 3:30 PM - CSE321-19 (LAB) NKBS,SVKG 10G-32L

Initial: TNF
Name: Tanhiat Fatema Afnan
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE321-16 07F-22C; 9:30 AM - CSE321-17 07F-22C; 11:00 AM - CSE321-18 (LAB) TNF,SVKG 10G-32L; 12:30 PM - CSE321-18 (LAB) TNF,SVKG 10G-32L

Initial: ARD
Name: Mr. Ayman Rasheed
Day: Sunday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE221-16 (LAB) ASRF,ARD 09E-21L; 9:30 AM - CSE221-16 (LAB) ASRF,ARD 09E-21L; 11:00 AM - CSE221-18 (LAB) HFN,ARD 09E-21L; 12:30 PM - CSE221-18 (LAB) HFN,ARD 09E-21L; 2:00 PM - CSE330-18 (LAB) ARD,MAJIJ 09F-26L; 3:30 PM - CSE330-18 (LAB) ARD,MAJIJ 09F-26L

Initial: SZD
Name: Md. Shazid Bin Mahbub
Day: Tuesday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE321-02 (LAB) SZD,MAFZ 10G-32L; 9:30 AM - CSE321-02 (LAB) SZD,MAFZ 10G-32L; 11:00 AM - CSE321-15 07F-22C; 12:30 PM - Consultation; 2:00 PM - CSE321-06 (LAB) NRHB,SZD 10G-32L; 3:30 PM - CSE321-06 (LAB) NRHB,SZD 10G-32L",The lab section of CSE321-18 is taught by both TNF and SVKG.,0.0179,5.2886,5.3065,2026-08-01T07:30:09.704022+00:00,100.6061,1.0,"SCORE: 1.0 | REASON: The CONTEXT supports all individual factual claims made in the ANSWER. 

Here's how I broke down the process:

1. Decomposed the ANSWER into its individual factual claims:
   - Claim 1: CSE321-18 has a lab section.
   - Claim 2: TNF is involved with the lab section of CSE321-18.
   - Claim 3: SVKG is involved with the lab section of CSE321-18.

2. Checked whether the CONTEXT supports each claim:
   - Claim 1 is supported because the CONTEXT lists ""Lab Faculty: TNF,SVKG"" for course CSE321-18.
   - Claim 2 is supported because the CONTEXT lists ""Lab Faculty: TNF,SVKG"" for course CSE321-18 and also mentions that TNF is involved with the lab section of CSE321-18 on Saturday at 11:00 AM.
   - Claim 3 is supported because the CONTEXT lists ""Lab Faculty: TNF,SVKG"" for course CSE321-18 and also mentions that SVKG is involved with the lab section of CSE321-18 on Saturday at 11:00 AM.

Since all claims are supported by the CONTEXT, the final score is 1.0.",baselines,,,,,,,,,,,,,,0.29483360052108765
Q171,full_hybrid,0.5,Who teaches the lab section of CSE221-19?,"The lab section of CSE221-19 is taught by ARD,ANV.","Course: CSE221-19
Theory Initial: IBA
Theory Day: SUN+TUE
Theory Time: 2:00 PM
Theory Room: 09H-33C
Lab Faculty: ARD,ANV
Lab Day: SAT
Lab Time: 11:00 AM
Lab Room: 09E-22L

Initial: ANV
Name: Md. Anonto Shuvo
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE221-12 (LAB) NRHB,ANV 09B-10L; 9:30 AM - CSE221-12 (LAB) NRHB,ANV 09B-10L; 11:00 AM - CSE221-19 (LAB) ARD,ANV 09E-22L; 12:30 PM - CSE221-19 (LAB) ARD,ANV 09E-22L; 2:00 PM - CSE221-11 (LAB) ANV,CSYR 09B-09L; 3:30 PM - CSE221-11 (LAB) ANV,CSYR 09B-09L

Initial: ARD
Name: Mr. Ayman Rasheed
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE221-15 (LAB) MZW,ARD 09E-22L; 9:30 AM - CSE221-15 (LAB) MZW,ARD 09E-22L; 11:00 AM - CSE221-19 (LAB) ARD,ANV 09E-22L; 12:30 PM - CSE221-19 (LAB) ARD,ANV 09E-22L

Initial: NARC
Name: Atonu Roy Chowdhury
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE221-05 (LAB) NARC,FBAW 09B-08L; 11:00 AM - CSE221-13 (LAB) NARC,NMMR 09B-10L; 2:00 PM - CSE330-18 07D-20C; 3:30 PM - CSE330-19 07D-20C

Initial: FBAW
Name: Faria Binta Awal
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE221-05 (LAB) NARC,FBAW 09B-08L; 9:30 AM - CSE221-05 (LAB) NARC,FBAW 09B-08L; 11:00 AM - CSE221-06 (LAB) FBAW,ASRF 09B-08L; 12:30 PM - CSE221-06 (LAB) FBAW,ASRF 09B-08L; 2:00 PM - CSE221-17 (LAB) FBAW,NMMR 09B-10L; 3:30 PM - CSE221-17 (LAB) FBAW,NMMR 09B-10L",The lab section of CSE221-19 is taught by both ARD and ANV.,0.0188,5.3138,5.3326,2026-08-01T07:30:15.036970+00:00,100.6065,1.0,"SCORE: 1.0 | REASON: The CONTEXT supports all individual factual claims made in the ANSWER. 

Here's how I broke down the process:

1. Decomposed the ANSWER into its individual factual claims:
   - Claim 1: ARD is a lab faculty for CSE221-19.
   - Claim 2: ANV is a lab faculty for CSE221-19.
   - Claim 3: The lab section of CSE221-19 has two faculties.

2. Checked whether the CONTEXT supports each claim:
   - Claim 1 is supported because ARD's scheduled commitment for CSE221-19 (LAB) is listed in the CONTEXT.
   - Claim 2 is supported because ANV's scheduled commitment for CSE221-19 (LAB) is listed in the CONTEXT.
   - Claim 3 is supported because both ARD and ANV are listed as lab faculties for CSE221-19 in the CONTEXT.

Since all claims made in the ANSWER are supported by the CONTEXT, the final score is 1.0.",baselines,,,,,,,,,,,,,,0.606033444404602
Q175,full_hybrid,0.5,Who teaches the lab section of CSE260-19B?,"The lab section of CSE260-19B is taught by CMHQ,CABS.","Course: CSE260-19B
Theory Initial: TWK
Theory Day: SUN+TUE
Theory Time: 2:00 PM
Theory Room: 09A-02C
Lab Faculty: CMHQ,CABS
Lab Day: SAT
Lab Time: 2:00 PM
Lab Room: FT10-04L

Initial: CMHQ
Name: Moinul Haque
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE260-10A (LAB) CSYR,CMHQ FT11-01L; 9:30 AM - CSE260-10A (LAB) CSYR,CMHQ FT11-01L; 11:00 AM - Consultation; 12:30 PM - Consultation; 2:00 PM - CSE260-19B (LAB) CMHQ,CABS FT10-04L; 3:30 PM - CSE260-19B (LAB) CMHQ,CABS FT10-04L

Initial: CABS
Name: Aabrar Islam
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 2:00 PM - CSE260-19B (LAB) CMHQ,CABS FT10-04L; 3:30 PM - CSE260-19B (LAB) CMHQ,CABS FT10-04L

Initial: TWK
Name: Towshik Anam Taj
Day: Sunday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE260-22B (LAB) TWK,AAF FT10-04L; 9:30 AM - CSE260-22B (LAB) TWK,AAF FT10-04L; 11:00 AM - CSE260-08A (LAB) AFQ,TWK FT10-03L; 12:30 PM - CSE260-08A (LAB) AFQ,TWK FT10-03L; 2:00 PM - CSE260-19A 09A-02C,CSE260-19B 09A-02C; 3:30 PM - Consultation

Question (Banglish): Main advising er shomoy kono course e extra seat kivabe pabo?
Answer (English): Request the section's faculty. If he agrees then he will do the other procedures for your desired section. But you need to have a maximum of 9 credits and also if there is vacany in the other sections and the section is not clashing with the courses of the routine. Your request will be rejected. Extra Seat Request Policy [CSE]:
• The section faculty has the right to deny any extra seat request in their section.
• If a student already is in another section of the same course, the request will be denied. The student may apply for lab change when the form is circulated if they have a clash that is not solveable..
If a student doesn't have the course at all and there are other sections with empty seats, then again the request will be denied. They might be added to an available section (depending on seat availability) without any notice from our side.
• If a student has 4 courses or more then again the request will be denied.
• No extra seat for hardware courses (CSE250,CSE251, CSE260, CSE350).
• A faculty may request max 2 extra seats for a lab based course and theory based course. If the seat status is already -2 in connect, the request will be denied.
Only when there is no suitable section for the student, the student maybe granted an extra seat.",The lab section of CSE260-19B is taught by CMHQ and CABS.,0.0211,5.3296,5.3507,2026-08-01T07:30:20.388264+00:00,100.5945,1.0,"SCORE: 1.0 | REASON: All claims made in the ANSWER are fully supported by the CONTEXT. 

Here's a breakdown of how I arrived at this conclusion:

1. Claim: The lab section of CSE260-19B is taught by CMHQ.
   - Supported by CONTEXT: Initial: CMHQ, Lab Faculty: CMHQ,CABS, Scheduled commitments (classes/labs/breaks, not availability): 2:00 PM - CSE260-19B (LAB) CMHQ,CABS FT10-04L; 3:30 PM - CSE260-19B (LAB) CMHQ,CABS FT10-04L

2. Claim: The lab section of CSE260-19B is taught by CABS.
   - Supported by CONTEXT: Initial: CABS, Lab Faculty: CMHQ,CABS, Scheduled commitments (classes/labs/breaks, not availability): 2:00 PM - CSE260-19B (LAB) CMHQ,CABS FT10-04L; 3:30 PM - CSE260-19B (LAB) CMHQ,CABS FT10-04L

Both claims are supported by the CONTEXT.",baselines,,,,,,,,,,,,,,0.401835560798645
Q178,full_hybrid,0.5,Who teaches the lab section of CSE423-05?,"The lab section of CSE423-05 is taught by MAHS,ZLNM.","Course: CSE423-05
Theory Initial: AJA
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 09D-17C
Lab Faculty: MAHS,ZLNM
Lab Day: WED
Lab Time: 2:00 PM
Lab Room: 10E-27L

Initial: MAHS
Name: Md Arif Hasan
Day: Wednesday
Scheduled commitments (classes/labs/breaks, not availability): 11:00 AM - CSE423-01 (LAB) SOSB,MAHS 12D-27L,CSE423-24 (LAB) SOSB,MAHS 12D-27L; 12:30 PM - CSE423-01 (LAB) SOSB,MAHS 12D-27L,CSE423-24 (LAB) SOSB,MAHS 12D-27L; 2:00 PM - CSE423-02 (LAB) MAHS,ZLNM 10E-27L,CSE423-05 (LAB) MAHS,ZLNM 10E-27L; 3:30 PM - CSE423-02 (LAB) MAHS,ZLNM 10E-27L,CSE423-05 (LAB) MAHS,ZLNM 10E-27L

Initial: ZLNM
Name: Md. Zulkar Naim
Day: Wednesday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - CSE340-16 09H-32C; 12:30 PM - CSE340-17 09A-05C; 2:00 PM - CSE423-02 (LAB) MAHS,ZLNM 10E-27L,CSE423-05 (LAB) MAHS,ZLNM 10E-27L; 3:30 PM - CSE423-02 (LAB) MAHS,ZLNM 10E-27L,CSE423-05 (LAB) MAHS,ZLNM 10E-27L

Initial: SRU
Name: Mr. Shakir Rouf
Day: Sunday
Scheduled commitments (classes/labs/breaks, not availability): 11:00 AM - CSE423-08 09C-13C; 12:30 PM - CSE360-05 09C-13C; 2:00 PM - CSE423-09 (LAB) MAFZ,SRU 12D-27L,CSE423-17 (LAB) MAFZ,SRU 12D-27L; 3:30 PM - CSE423-09 (LAB) MAFZ,SRU 12D-27L,CSE423-17 (LAB) MAFZ,SRU 12D-27L

Initial: SRU
Name: Mr. Shakir Rouf
Day: Tuesday
Scheduled commitments (classes/labs/breaks, not availability): 11:00 AM - CSE423-08 09C-13C; 12:30 PM - CSE360-05 09C-13C; 2:00 PM - CSE423-15 (LAB) ZLNM,SRU 12D-27L,CSE423-16 (LAB) ZLNM,SRU 12D-27L; 3:30 PM - CSE423-15 (LAB) ZLNM,SRU 12D-27L,CSE423-16 (LAB) ZLNM,SRU 12D-27L",The lab section of CSE423-05 is taught by Md Arif Hasan and Md. Zulkar Naim.,0.0223,5.9094,5.9317,2026-08-01T07:30:26.320367+00:00,100.5958,1.0,SCORE: 1.0 | REASON: The answer is fully supported by the context as it accurately reflects the lab instructors for CSE423-05 according to the scheduled commitments.,baselines,,,,,,,,,,,,,,0.22808444499969482
Q183,full_hybrid,0.5,Which room is Mr. Md. Tawhid Anwar in?,Mr. Md. Tawhid Anwar is in room 4G03.,"Initial: TAW
Name: Mr. Md. Tawhid Anwar
Designation: Senior Lecturer
Status: Full Time
Room: 4G03
Email: tawhid.anwar@bracu.ac.bd

Initial: TAW
Name: Mr. Md. Tawhid Anwar
Day: Thursday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - Consultation; 11:00 AM - CSE111-03 (LAB) TAW,MAF 12F-32L; 12:30 PM - CSE111-03 (LAB) TAW,MAF 12F-32L

Initial: AIB
Name: Mr. Md. Abu Ibrahim
Designation: Lecturer
Status: Full Time
Room: 4J59
Email: abu.ibrahim@bracu.ac.bd

Initial: TAW
Name: Mr. Md. Tawhid Anwar
Day: Tuesday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - Consultation; 11:00 AM - CSE111-01 10A-05C; 12:30 PM - CSE111-02 10A-05C

Initial: TAW
Name: Mr. Md. Tawhid Anwar
Day: Monday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - Consultation; 11:00 AM - CSE110-05 10A-05C; 12:30 PM - CSE111-03 10A-05C",Mr. Md. Tawhid Anwar's room is 4G03.,0.0214,4.482,4.5034,2026-08-01T07:30:30.824048+00:00,100.5702,1.0,SCORE: 1.0 | REASON: The CONTEXT explicitly states that Mr. Md. Tawhid Anwar's room is indeed 4G03.,baselines,,,,,,,,,,,,,,0.9210470914840698
Q187,full_hybrid,0.5,What is FEK's designation?,Farden Ehsan Khan (FEK) is a Lecturer.,"Initial: FEK
Name: Farden Ehsan Khan
Designation: Lecturer
Status: Full Time
Room: 4M117
Email: farden.khan@bracu.ac.bd

Initial: FEK
Name: Farden Ehsan Khan
Day: Thursday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - Consultation By Appointment; 11:00 AM - CSE370-02 (LAB) FEK,MAU 12F-30L; 12:30 PM - CSE370-02 (LAB) FEK,MAU 12F-30L; 2:00 PM - CSE370-05 (LAB) FEK,MRIA 12F-30L; 3:30 PM - CSE370-05 (LAB) FEK,MRIA 12F-30L

Initial: FEK
Name: Farden Ehsan Khan
Day: Wednesday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - CSE370-08 09D-17C; 11:00 AM - CSE111-05 (LAB) AFA,FEK 09B-10L; 12:30 PM - CSE111-05 (LAB) AFA,FEK 09B-10L; 2:00 PM - CSE370-06 08H-22C

Course: CSE370
First Theory Coordinator: FEK
Theory Coordinator Email: farden.khan@bracu.ac.bd
First Lab Coordinator: FEK
Lab Coordinator Email: farden.khan@bracu.ac.bd

Course: CSE370-05
Theory Initial: FEK
Theory Day: SUN+TUE
Theory Time: 2:00 PM
Theory Room: 09A-05C
Lab Faculty: FEK,MRIA
Lab Day: THU
Lab Time: 2:00 PM
Lab Room: 12F-30L",FEK's designation is Lecturer.,0.0202,3.7645,3.7846,2026-08-01T07:30:34.608971+00:00,100.3,1.0,SCORE: 1.0 | REASON: The CONTEXT supports that FEK's designation is Lecturer.,baselines,,,,,,,,,,,,,,0.37777626514434814
Q010,bm25_only,1.0,Purpose of the Wishlist event for Summer 2025?,To help plan course offerings based on student demand,"Question: Purpose of the Wishlist event for Summer 2025?
Answer: To help plan course offerings based on student demand

Question (Banglish): Summer 2025 er Wishlist event er purpose ki?
Answer (English): To help plan course offerings based on student demand

Question: Purpose of the Course Wishlist feature in the Connect system?
Answer: Addition of preferred courses to a wishlist to secure seats as they become available while following university policies

Question (Banglish): Connect system e Course Wishlist feature er purpose ki?
Answer (English): Addition of preferred courses to a wishlist to secure seats as they become available while following university policies

Question: Why is participation in the Wishlist event important?
Answer: Course offerings will be based on student demand collected from Wishlist submissions",The purpose of the Wishlist event for Summer 2025 is to help plan course offerings based on student demand.,0.0197,4.7351,4.7548,2026-08-01T07:30:39.364429+00:00,0.028,0.75,SCORE: 0.75 | REASON: Three out of four factual claims are supported by the CONTEXT.,baselines,,,,,,,,,,,,,,0.98164302110672
Q016,bm25_only,1.0,How to contact with BRACU Finance and Accounts Department?,"BRAC University
Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda,
Dhaka 1212, Bangladesh
Phone: +88 09638464646 Ext: 1220, 1221

Email: queries-accounts@bracu.ac.bd","Question: How to contact with BRACU Finance and Accounts Department?
Answer: BRAC University
Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda,
Dhaka 1212, Bangladesh
Phone: +88 09638464646 Ext: 1220, 1221

Email: queries-accounts@bracu.ac.bd

Question: Can someone help — how to contact with BRACU Finance and Accounts Department?
Answer: BRAC University
Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda,
Dhaka 1212, Bangladesh
Phone: +88 09638464646 Ext: 1220, 1221

Email: queries-accounts@bracu.ac.bd

Question (Banglish): BRACU Finance and Accounts Department ke kivabe contact korbo?
Answer (English): BRAC University
Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda,
Dhaka 1212, Bangladesh
Phone: +88 09638464646 Ext: 1220, 1221

Email: queries-accounts@bracu.ac.bd

Question: What services are offered by the Finance & Accounts Office?
Answer: The Finance & Accounts Office manages student accounts, tuition payments, and financial aid. You can also email at queries-accounts@bracu.ac.bd

Question: How to collect payment clearance from Finance and Accounts department for Degree Processing/Convocation?
Answer: 1. Collect payment clearance from Finance and Accounts department for Degree Processing/Convocation

2. Collect the Degree Application Form from your respective Department's DCO and Fill up with the necessary information.

3. Take Library clearance

4. Clear all your previous dues (if any).

5. Make payment of Tk. 10,000 for each course as degree processing fee at BRAC Bank (any branch) or IFIC Bank (Mohakhali branch) through prescribed manual payslip.

6. Bring your payment slip and duly filled form in the Finance and Accounts department to take payment clearance.","To contact the BRACU Finance and Accounts Department, you can visit BRAC University at Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda, Dhaka 1212, Bangladesh, or call them at +88 09638464646 Ext: 1220, 1221. You can also email them at queries-accounts@bracu.ac.bd.",0.022,11.2678,11.2898,2026-08-01T07:30:50.654561+00:00,0.0178,1.0,SCORE: 1.0 | REASON: All individual factual claims in the ANSWER are fully supported by the CONTEXT.,baselines,,,,,,,,,,,,,,0.9221064448356628
Q017,bm25_only,1.0,"Hey, for further information regarding Admission who should I contact?","For more queries, please contact the Inquiry, Registration & Admissions Office, BRACU (Phone: +88 09638464646, Call Center Ext: 1001. You can also send e-mail at admissions@bracu.ac.bd.","Question: Hey, for further information regarding Admission who should I contact?
Answer: For more queries, please contact the Inquiry, Registration & Admissions Office, BRACU (Phone: +88 09638464646, Call Center Ext: 1001. You can also send e-mail at admissions@bracu.ac.bd.

Question: For further information regarding Admission who should I contact?
Answer: For more queries, please contact the Inquiry, Registration & Admissions Office, BRACU (Phone: +88 09638464646, Call Center Ext: 1001. You can also send e-mail at admissions@bracu.ac.bd.

Question (Banglish): Brac e admission information kothay pabo?
Answer (English): Admission information is available on the BRAC University website and through the Inquiry, Registration & Admissions Office. Applicants can also contact the admissions office by phone or email for assistance.

Question (Banglish): BRAC e admission related information er jonno kon office e jogajog korbo?
Answer (English): For admission-related inquiries, students should contact the BRAC University Admissions Office through the official contact channels published on the university website.

Question: How can I get information about Scholarship/Financial Aid in BRAC University?
Answer: Regarding all information about Financial Aid, please contact:
BRACU (Phone: +88 09638464646, Call Center Ext: 1001 or email at scholarship@bracu.ac.bd
(BRACU Scholarship Office)","For more queries about admission, please contact the Inquiry, Registration & Admissions Office, BRACU (Phone: +88 09638464646, Call Center Ext: 1001. You can also send e-mail at admissions@bracu.ac.bd.",0.0241,7.9869,8.011,2026-08-01T07:30:58.665883+00:00,0.2281,1.0,SCORE: 1.0 | REASON: All claims in the ANSWER are directly supported by the CONTEXT.,baselines,,,,,,,,,,,,,,0.6582115888595581
Q019,bm25_only,1.0,How are students informed about changes to the transport service?,Students are informed through official BRAC University notices and announcements.,"Question: How are students informed about changes to the transport service?
Answer: Students are informed through official BRAC University notices and announcements.

Question (Banglish): Transport service e change hole student der kivabe janano hoy?
Answer (English): Students are informed through official BRAC University notices and announcements.

Question: How can students contact the transport service?
Answer: Students can contact the transport service via designated phone numbers.

Question (Banglish): Student ra ki transport service niye feedback dite pare?
Answer (English): Yes, students can share feedback via BRAC University's official transport service email or hotline.

Question (Banglish): Student ra transport service ke kivabe contact korbe?
Answer (English): Students can contact the transport service via designated phone numbers.",Students are informed through official BRAC University notices and announcements.,0.0189,3.8877,3.9066,2026-08-01T07:31:02.573219+00:00,0.4119,1.0,SCORE: 1.0 | REASON: All claims are fully supported by the provided CONTEXT.,baselines,,,,,,,,,,,,,,0.9885925054550171
