query_id,config,lambda,query,reference_answer,retrieved_context,generated_answer,retrieval_s,generation_s,total_s,timestamp,query_confidence,faithfulness,faithfulness_reason
Q171,full_hybrid,0.5,Who teaches the lab section of CSE221-19?,"The lab section of CSE221-19 is taught by ARD,ANV.","Course: CSE221-19
Theory Initial: IBA
Theory Day: SUN+TUE
Theory Time: 2:00 PM
Theory Room: 09H-33C
Lab Faculty: ARD,ANV
Lab Day: SAT
Lab Time: 11:00 AM
Lab Room: 09E-22L

Initial: ANV
Name: Md. Anonto Shuvo
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE221-12 (LAB) NRHB,ANV 09B-10L; 9:30 AM - CSE221-12 (LAB) NRHB,ANV 09B-10L; 11:00 AM - CSE221-19 (LAB) ARD,ANV 09E-22L; 12:30 PM - CSE221-19 (LAB) ARD,ANV 09E-22L; 2:00 PM - CSE221-11 (LAB) ANV,CSYR 09B-09L; 3:30 PM - CSE221-11 (LAB) ANV,CSYR 09B-09L

Initial: ARD
Name: Mr. Ayman Rasheed
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE221-15 (LAB) MZW,ARD 09E-22L; 9:30 AM - CSE221-15 (LAB) MZW,ARD 09E-22L; 11:00 AM - CSE221-19 (LAB) ARD,ANV 09E-22L; 12:30 PM - CSE221-19 (LAB) ARD,ANV 09E-22L

Initial: NARC
Name: Atonu Roy Chowdhury
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE221-05 (LAB) NARC,FBAW 09B-08L; 11:00 AM - CSE221-13 (LAB) NARC,NMMR 09B-10L; 2:00 PM - CSE330-18 07D-20C; 3:30 PM - CSE330-19 07D-20C

Initial: FBAW
Name: Faria Binta Awal
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE221-05 (LAB) NARC,FBAW 09B-08L; 9:30 AM - CSE221-05 (LAB) NARC,FBAW 09B-08L; 11:00 AM - CSE221-06 (LAB) FBAW,ASRF 09B-08L; 12:30 PM - CSE221-06 (LAB) FBAW,ASRF 09B-08L; 2:00 PM - CSE221-17 (LAB) FBAW,NMMR 09B-10L; 3:30 PM - CSE221-17 (LAB) FBAW,NMMR 09B-10L",The lab section of CSE221-19 is taught by both ARD and ANV.,0.0188,5.3138,5.3326,2026-08-01T07:30:15.036970+00:00,100.6065,1.0,"SCORE: 1.0 | REASON: The CONTEXT supports all individual factual claims made in the ANSWER. 

Here's how I broke down the process:

1. Decomposed the ANSWER into its individual factual claims:
   - Claim 1: ARD is a lab faculty for CSE221-19.
   - Claim 2: ANV is a lab faculty for CSE221-19.
   - Claim 3: The lab section of CSE221-19 has two faculties.

2. Checked whether the CONTEXT supports each claim:
   - Claim 1 is supported because ARD's scheduled commitment for CSE221-19 (LAB) is listed in the CONTEXT.
   - Claim 2 is supported because ANV's scheduled commitment for CSE221-19 (LAB) is listed in the CONTEXT.
   - Claim 3 is supported because both ARD and ANV are listed as lab faculties for CSE221-19 in the CONTEXT.

Since all claims made in the ANSWER are supported by the CONTEXT, the final score is 1.0."
Q175,full_hybrid,0.5,Who teaches the lab section of CSE260-19B?,"The lab section of CSE260-19B is taught by CMHQ,CABS.","Course: CSE260-19B
Theory Initial: TWK
Theory Day: SUN+TUE
Theory Time: 2:00 PM
Theory Room: 09A-02C
Lab Faculty: CMHQ,CABS
Lab Day: SAT
Lab Time: 2:00 PM
Lab Room: FT10-04L

Initial: CMHQ
Name: Moinul Haque
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE260-10A (LAB) CSYR,CMHQ FT11-01L; 9:30 AM - CSE260-10A (LAB) CSYR,CMHQ FT11-01L; 11:00 AM - Consultation; 12:30 PM - Consultation; 2:00 PM - CSE260-19B (LAB) CMHQ,CABS FT10-04L; 3:30 PM - CSE260-19B (LAB) CMHQ,CABS FT10-04L

Initial: CABS
Name: Aabrar Islam
Day: Saturday
Scheduled commitments (classes/labs/breaks, not availability): 2:00 PM - CSE260-19B (LAB) CMHQ,CABS FT10-04L; 3:30 PM - CSE260-19B (LAB) CMHQ,CABS FT10-04L

Initial: TWK
Name: Towshik Anam Taj
Day: Sunday
Scheduled commitments (classes/labs/breaks, not availability): 8:00 AM - CSE260-22B (LAB) TWK,AAF FT10-04L; 9:30 AM - CSE260-22B (LAB) TWK,AAF FT10-04L; 11:00 AM - CSE260-08A (LAB) AFQ,TWK FT10-03L; 12:30 PM - CSE260-08A (LAB) AFQ,TWK FT10-03L; 2:00 PM - CSE260-19A 09A-02C,CSE260-19B 09A-02C; 3:30 PM - Consultation

Question (Banglish): Main advising er shomoy kono course e extra seat kivabe pabo?
Answer (English): Request the section's faculty. If he agrees then he will do the other procedures for your desired section. But you need to have a maximum of 9 credits and also if there is vacany in the other sections and the section is not clashing with the courses of the routine. Your request will be rejected. Extra Seat Request Policy [CSE]:
• The section faculty has the right to deny any extra seat request in their section.
• If a student already is in another section of the same course, the request will be denied. The student may apply for lab change when the form is circulated if they have a clash that is not solveable..
If a student doesn't have the course at all and there are other sections with empty seats, then again the request will be denied. They might be added to an available section (depending on seat availability) without any notice from our side.
• If a student has 4 courses or more then again the request will be denied.
• No extra seat for hardware courses (CSE250,CSE251, CSE260, CSE350).
• A faculty may request max 2 extra seats for a lab based course and theory based course. If the seat status is already -2 in connect, the request will be denied.
Only when there is no suitable section for the student, the student maybe granted an extra seat.",The lab section of CSE260-19B is taught by CMHQ and CABS.,0.0211,5.3296,5.3507,2026-08-01T07:30:20.388264+00:00,100.5945,1.0,"SCORE: 1.0 | REASON: All claims made in the ANSWER are fully supported by the CONTEXT. 

Here's a breakdown of how I arrived at this conclusion:

1. Claim: The lab section of CSE260-19B is taught by CMHQ.
   - Supported by CONTEXT: Initial: CMHQ, Lab Faculty: CMHQ,CABS, Scheduled commitments (classes/labs/breaks, not availability): 2:00 PM - CSE260-19B (LAB) CMHQ,CABS FT10-04L; 3:30 PM - CSE260-19B (LAB) CMHQ,CABS FT10-04L

2. Claim: The lab section of CSE260-19B is taught by CABS.
   - Supported by CONTEXT: Initial: CABS, Lab Faculty: CMHQ,CABS, Scheduled commitments (classes/labs/breaks, not availability): 2:00 PM - CSE260-19B (LAB) CMHQ,CABS FT10-04L; 3:30 PM - CSE260-19B (LAB) CMHQ,CABS FT10-04L

Both claims are supported by the CONTEXT."
Q178,full_hybrid,0.5,Who teaches the lab section of CSE423-05?,"The lab section of CSE423-05 is taught by MAHS,ZLNM.","Course: CSE423-05
Theory Initial: AJA
Theory Day: SUN+TUE
Theory Time: 11:00 AM
Theory Room: 09D-17C
Lab Faculty: MAHS,ZLNM
Lab Day: WED
Lab Time: 2:00 PM
Lab Room: 10E-27L

Initial: MAHS
Name: Md Arif Hasan
Day: Wednesday
Scheduled commitments (classes/labs/breaks, not availability): 11:00 AM - CSE423-01 (LAB) SOSB,MAHS 12D-27L,CSE423-24 (LAB) SOSB,MAHS 12D-27L; 12:30 PM - CSE423-01 (LAB) SOSB,MAHS 12D-27L,CSE423-24 (LAB) SOSB,MAHS 12D-27L; 2:00 PM - CSE423-02 (LAB) MAHS,ZLNM 10E-27L,CSE423-05 (LAB) MAHS,ZLNM 10E-27L; 3:30 PM - CSE423-02 (LAB) MAHS,ZLNM 10E-27L,CSE423-05 (LAB) MAHS,ZLNM 10E-27L

Initial: ZLNM
Name: Md. Zulkar Naim
Day: Wednesday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - CSE340-16 09H-32C; 12:30 PM - CSE340-17 09A-05C; 2:00 PM - CSE423-02 (LAB) MAHS,ZLNM 10E-27L,CSE423-05 (LAB) MAHS,ZLNM 10E-27L; 3:30 PM - CSE423-02 (LAB) MAHS,ZLNM 10E-27L,CSE423-05 (LAB) MAHS,ZLNM 10E-27L

Initial: SRU
Name: Mr. Shakir Rouf
Day: Sunday
Scheduled commitments (classes/labs/breaks, not availability): 11:00 AM - CSE423-08 09C-13C; 12:30 PM - CSE360-05 09C-13C; 2:00 PM - CSE423-09 (LAB) MAFZ,SRU 12D-27L,CSE423-17 (LAB) MAFZ,SRU 12D-27L; 3:30 PM - CSE423-09 (LAB) MAFZ,SRU 12D-27L,CSE423-17 (LAB) MAFZ,SRU 12D-27L

Initial: SRU
Name: Mr. Shakir Rouf
Day: Tuesday
Scheduled commitments (classes/labs/breaks, not availability): 11:00 AM - CSE423-08 09C-13C; 12:30 PM - CSE360-05 09C-13C; 2:00 PM - CSE423-15 (LAB) ZLNM,SRU 12D-27L,CSE423-16 (LAB) ZLNM,SRU 12D-27L; 3:30 PM - CSE423-15 (LAB) ZLNM,SRU 12D-27L,CSE423-16 (LAB) ZLNM,SRU 12D-27L",The lab section of CSE423-05 is taught by Md Arif Hasan and Md. Zulkar Naim.,0.0223,5.9094,5.9317,2026-08-01T07:30:26.320367+00:00,100.5958,1.0,SCORE: 1.0 | REASON: The answer is fully supported by the context as it accurately reflects the lab instructors for CSE423-05 according to the scheduled commitments.
Q183,full_hybrid,0.5,Which room is Mr. Md. Tawhid Anwar in?,Mr. Md. Tawhid Anwar is in room 4G03.,"Initial: TAW
Name: Mr. Md. Tawhid Anwar
Designation: Senior Lecturer
Status: Full Time
Room: 4G03
Email: tawhid.anwar@bracu.ac.bd

Initial: TAW
Name: Mr. Md. Tawhid Anwar
Day: Thursday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - Consultation; 11:00 AM - CSE111-03 (LAB) TAW,MAF 12F-32L; 12:30 PM - CSE111-03 (LAB) TAW,MAF 12F-32L

Initial: AIB
Name: Mr. Md. Abu Ibrahim
Designation: Lecturer
Status: Full Time
Room: 4J59
Email: abu.ibrahim@bracu.ac.bd

Initial: TAW
Name: Mr. Md. Tawhid Anwar
Day: Tuesday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - Consultation; 11:00 AM - CSE111-01 10A-05C; 12:30 PM - CSE111-02 10A-05C

Initial: TAW
Name: Mr. Md. Tawhid Anwar
Day: Monday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - Consultation; 11:00 AM - CSE110-05 10A-05C; 12:30 PM - CSE111-03 10A-05C",Mr. Md. Tawhid Anwar's room is 4G03.,0.0214,4.482,4.5034,2026-08-01T07:30:30.824048+00:00,100.5702,1.0,SCORE: 1.0 | REASON: The CONTEXT explicitly states that Mr. Md. Tawhid Anwar's room is indeed 4G03.
Q187,full_hybrid,0.5,What is FEK's designation?,Farden Ehsan Khan (FEK) is a Lecturer.,"Initial: FEK
Name: Farden Ehsan Khan
Designation: Lecturer
Status: Full Time
Room: 4M117
Email: farden.khan@bracu.ac.bd

Initial: FEK
Name: Farden Ehsan Khan
Day: Thursday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - Consultation By Appointment; 11:00 AM - CSE370-02 (LAB) FEK,MAU 12F-30L; 12:30 PM - CSE370-02 (LAB) FEK,MAU 12F-30L; 2:00 PM - CSE370-05 (LAB) FEK,MRIA 12F-30L; 3:30 PM - CSE370-05 (LAB) FEK,MRIA 12F-30L

Initial: FEK
Name: Farden Ehsan Khan
Day: Wednesday
Scheduled commitments (classes/labs/breaks, not availability): 9:30 AM - CSE370-08 09D-17C; 11:00 AM - CSE111-05 (LAB) AFA,FEK 09B-10L; 12:30 PM - CSE111-05 (LAB) AFA,FEK 09B-10L; 2:00 PM - CSE370-06 08H-22C

Course: CSE370
First Theory Coordinator: FEK
Theory Coordinator Email: farden.khan@bracu.ac.bd
First Lab Coordinator: FEK
Lab Coordinator Email: farden.khan@bracu.ac.bd

Course: CSE370-05
Theory Initial: FEK
Theory Day: SUN+TUE
Theory Time: 2:00 PM
Theory Room: 09A-05C
Lab Faculty: FEK,MRIA
Lab Day: THU
Lab Time: 2:00 PM
Lab Room: 12F-30L",FEK's designation is Lecturer.,0.0202,3.7645,3.7846,2026-08-01T07:30:34.608971+00:00,100.3,1.0,SCORE: 1.0 | REASON: The CONTEXT supports that FEK's designation is Lecturer.
Q010,bm25_only,1.0,Purpose of the Wishlist event for Summer 2025?,To help plan course offerings based on student demand,"Question: Purpose of the Wishlist event for Summer 2025?
Answer: To help plan course offerings based on student demand

Question (Banglish): Summer 2025 er Wishlist event er purpose ki?
Answer (English): To help plan course offerings based on student demand

Question: Purpose of the Course Wishlist feature in the Connect system?
Answer: Addition of preferred courses to a wishlist to secure seats as they become available while following university policies

Question (Banglish): Connect system e Course Wishlist feature er purpose ki?
Answer (English): Addition of preferred courses to a wishlist to secure seats as they become available while following university policies

Question: Why is participation in the Wishlist event important?
Answer: Course offerings will be based on student demand collected from Wishlist submissions",The purpose of the Wishlist event for Summer 2025 is to help plan course offerings based on student demand.,0.0197,4.7351,4.7548,2026-08-01T07:30:39.364429+00:00,0.028,0.75,SCORE: 0.75 | REASON: Three out of four factual claims are supported by the CONTEXT.
Q016,bm25_only,1.0,How to contact with BRACU Finance and Accounts Department?,"BRAC University
Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda,
Dhaka 1212, Bangladesh
Phone: +88 09638464646 Ext: 1220, 1221

Email: queries-accounts@bracu.ac.bd","Question: How to contact with BRACU Finance and Accounts Department?
Answer: BRAC University
Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda,
Dhaka 1212, Bangladesh
Phone: +88 09638464646 Ext: 1220, 1221

Email: queries-accounts@bracu.ac.bd

Question: Can someone help — how to contact with BRACU Finance and Accounts Department?
Answer: BRAC University
Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda,
Dhaka 1212, Bangladesh
Phone: +88 09638464646 Ext: 1220, 1221

Email: queries-accounts@bracu.ac.bd

Question (Banglish): BRACU Finance and Accounts Department ke kivabe contact korbo?
Answer (English): BRAC University
Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda,
Dhaka 1212, Bangladesh
Phone: +88 09638464646 Ext: 1220, 1221

Email: queries-accounts@bracu.ac.bd

Question: What services are offered by the Finance & Accounts Office?
Answer: The Finance & Accounts Office manages student accounts, tuition payments, and financial aid. You can also email at queries-accounts@bracu.ac.bd

Question: How to collect payment clearance from Finance and Accounts department for Degree Processing/Convocation?
Answer: 1. Collect payment clearance from Finance and Accounts department for Degree Processing/Convocation

2. Collect the Degree Application Form from your respective Department's DCO and Fill up with the necessary information.

3. Take Library clearance

4. Clear all your previous dues (if any).

5. Make payment of Tk. 10,000 for each course as degree processing fee at BRAC Bank (any branch) or IFIC Bank (Mohakhali branch) through prescribed manual payslip.

6. Bring your payment slip and duly filled form in the Finance and Accounts department to take payment clearance.","To contact the BRACU Finance and Accounts Department, you can visit BRAC University at Kha-224 Bir Uttam Rafiqul Islam Avenue, Merul Badda, Dhaka 1212, Bangladesh, or call them at +88 09638464646 Ext: 1220, 1221. You can also email them at queries-accounts@bracu.ac.bd.",0.022,11.2678,11.2898,2026-08-01T07:30:50.654561+00:00,0.0178,1.0,SCORE: 1.0 | REASON: All individual factual claims in the ANSWER are fully supported by the CONTEXT.
Q017,bm25_only,1.0,"Hey, for further information regarding Admission who should I contact?","For more queries, please contact the Inquiry, Registration & Admissions Office, BRACU (Phone: +88 09638464646, Call Center Ext: 1001. You can also send e-mail at admissions@bracu.ac.bd.","Question: Hey, for further information regarding Admission who should I contact?
Answer: For more queries, please contact the Inquiry, Registration & Admissions Office, BRACU (Phone: +88 09638464646, Call Center Ext: 1001. You can also send e-mail at admissions@bracu.ac.bd.

Question: For further information regarding Admission who should I contact?
Answer: For more queries, please contact the Inquiry, Registration & Admissions Office, BRACU (Phone: +88 09638464646, Call Center Ext: 1001. You can also send e-mail at admissions@bracu.ac.bd.

Question (Banglish): Brac e admission information kothay pabo?
Answer (English): Admission information is available on the BRAC University website and through the Inquiry, Registration & Admissions Office. Applicants can also contact the admissions office by phone or email for assistance.

Question (Banglish): BRAC e admission related information er jonno kon office e jogajog korbo?
Answer (English): For admission-related inquiries, students should contact the BRAC University Admissions Office through the official contact channels published on the university website.

Question: How can I get information about Scholarship/Financial Aid in BRAC University?
Answer: Regarding all information about Financial Aid, please contact:
BRACU (Phone: +88 09638464646, Call Center Ext: 1001 or email at scholarship@bracu.ac.bd
(BRACU Scholarship Office)","For more queries about admission, please contact the Inquiry, Registration & Admissions Office, BRACU (Phone: +88 09638464646, Call Center Ext: 1001. You can also send e-mail at admissions@bracu.ac.bd.",0.0241,7.9869,8.011,2026-08-01T07:30:58.665883+00:00,0.2281,1.0,SCORE: 1.0 | REASON: All claims in the ANSWER are directly supported by the CONTEXT.
Q019,bm25_only,1.0,How are students informed about changes to the transport service?,Students are informed through official BRAC University notices and announcements.,"Question: How are students informed about changes to the transport service?
Answer: Students are informed through official BRAC University notices and announcements.

Question (Banglish): Transport service e change hole student der kivabe janano hoy?
Answer (English): Students are informed through official BRAC University notices and announcements.

Question: How can students contact the transport service?
Answer: Students can contact the transport service via designated phone numbers.

Question (Banglish): Student ra ki transport service niye feedback dite pare?
Answer (English): Yes, students can share feedback via BRAC University's official transport service email or hotline.

Question (Banglish): Student ra transport service ke kivabe contact korbe?
Answer (English): Students can contact the transport service via designated phone numbers.",Students are informed through official BRAC University notices and announcements.,0.0189,3.8877,3.9066,2026-08-01T07:31:02.573219+00:00,0.4119,1.0,SCORE: 1.0 | REASON: All claims are fully supported by the provided CONTEXT.
Q031,bm25_only,1.0,"New student here, could you please provide details about the tuition fee structure at BRAC University?","For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities?","Question: New student here, could you please provide details about the tuition fee structure at BRAC University?
Answer: For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities?

Question: Could you please provide details about the tuition fee structure at BRAC University?
Answer: For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities?

Question (Banglish): BRAC University er tuition fee structure ta ektu bolben please?
Answer (English): For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities

Question: What's the tuition fee at North South University?
Answer: That's outside what I can help with - I only have information about BRAC University. North South University's own website would have their current fee structure.

Question: Not sure if this is covered elsewhere, but what's the tuition fee at North South University?
Answer: That's outside what I can help with - I only have information about BRAC University. North South University's own website would have their current fee structure.","For students enrolled in the Computer Science and Engineering (CSE) program at BRAC University, the tuition fee structure includes a one-time, non-refundable admission fee of BDT 30,800. Each course within the CSE program costs BDT 22,500. Additionally, students are required to pay a semester fee of BDT 11,500, which covers various facilities such as IT services and library access. There is also a one-time library membership fee of BDT 2,500. This fee structure is designed to support the comprehensive education provided in the CSE program, ensuring access to advanced resources and facilities?",0.028,17.3888,17.4168,2026-08-01T07:31:19.990156+00:00,0.1051,1.0,SCORE: 1.0 | REASON: The answer is fully supported by the context as it directly quotes the provided information about BRAC University's tuition fee structure.
Q046,bm25_only,1.0,What sports teams does the university have?,"BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club.","Question: Does BRAC University have any costs associated with joining clubs or sports teams?
Answer: No there no costs associated with joining clubs or sports teams.

Question: Are there any costs associated with joining clubs or sports teams?
Answer: No there no costs associated with joining clubs or sports teams.

Question: Just wondering, are there any costs associated with joining clubs or sports teams?
Answer: No there no costs associated with joining clubs or sports teams.

Question: What sports teams does the university have?
Answer: BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club.

Question: New student here, what sports teams does the university have?
Answer: BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club.","BRAC University has several sports teams, including the BRAC University Football Club, BRAC University Chess Club, BRAC University Cricket Club, and BRAC University Indoor Games Club.",0.0195,6.0861,6.1056,2026-08-01T07:31:26.095989+00:00,0.062,1.0,SCORE: 1.0 | REASON: All individual factual claims are directly supported by the CONTEXT.
Q056,bm25_only,1.0,"New student here, when was BRAC University established and who founded it?","BRAC University was established in 2001, founded by Sir Fazle Hasan Abed, and is affiliated with the University Grants Commission (UGC) of Bangladesh.","Question: New student here, when was BRAC University established and who founded it?
Answer: BRAC University was established in 2001, founded by Sir Fazle Hasan Abed, and is affiliated with the University Grants Commission (UGC) of Bangladesh.

Question: When was BRAC University established and who founded it?
Answer: BRAC University was established in 2001, founded by Sir Fazle Hasan Abed, and is affiliated with the University Grants Commission (UGC) of Bangladesh.

Question: I'm a new student here, can you tell me what year Brac University was set up and by whom?
Answer: BRAC University was established in 2001, founded by Sir Fazle Hasan Abed, and is affiliated with the University Grants Commission (UGC) of Bangladesh.

Question: Quick question — when was BRAC University established and who founded it?
Answer: BRAC University was established in 2001, founded by Sir Fazle Hasan Abed, and is affiliated with the University Grants Commission (UGC) of Bangladesh.

Question: I'm new to BRAC University - can you tell me what year the university started and who is behind its founding?
Answer: BRAC University was established in 2001, founded by Sir Fazle Hasan Abed, and is affiliated with the University Grants Commission (UGC) of Bangladesh.","BRAC University was established in 2001, founded by Sir Fazle Hasan Abed, and is affiliated with the University Grants Commission (UGC) of Bangladesh.",0.0243,5.8488,5.8731,2026-08-01T07:31:31.969610+00:00,0.2385,1.0,"SCORE: 1.0 | REASON: All three claims (established year, founder, and affiliation with UGC) are explicitly mentioned in the CONTEXT."
Q057,bm25_only,1.0,Who must participate in the Wishlist event?,"All undergraduate students attending upcoming, excluding RS-eligible students and LLB, PHR students","Question: Who must participate in the Wishlist event?
Answer: All undergraduate students attending upcoming, excluding RS-eligible students and LLB, PHR students

Question: Which group of students is not required to participate in the Wishlist event?
Answer: Students who are eligible for residential semester in the upcoming semester.

Question (Banglish): Kon group er student der Wishlist event e participate korar requirement nei?
Answer (English): Students who are eligible for residential semester in the upcoming semester.

Question: Group of students eligible for Pre-Registration Phase 2?
Answer: Students who participated and did not participate in the Wishlist Event. It means all the students.

Question (Banglish): Wishlist event e participate na korle ki consequence hoy?
Answer (English): Student will not be allowed to register during Pre-Registration Phase 1","All undergraduate students attending upcoming, excluding RS-eligible students and LLB, PHR students.",0.0235,4.4014,4.4248,2026-08-01T07:31:36.395050+00:00,0.1711,0.8,"SCORE: 0.8 | REASON: The answer is mostly supported, but it lacks explicit mention of students who are eligible for residential semester in the upcoming semester being excluded."
Q061,bm25_only,1.0,How do I access the Multipurpose Hall?,"Ground Floor, Find the lift lobby(2nd escalator); go straight to the West Side, where you will find some seats next to the Multipurpose Hall.","Question: How do I access the Multipurpose Hall?
Answer: Ground Floor, Find the lift lobby(2nd escalator); go straight to the West Side, where you will find some seats next to the Multipurpose Hall.

Question (Banglish): Multipurpose Hall ami kivabe access korbo?
Answer (English): Ground Floor, Find the lift lobby(2nd escalator); go straight to the West Side, where you will find some seats next to the Multipurpose Hall.

Question: What types of events can be held in the Multipurpose Hall?
Answer: The Multipurpose Hall can be used for meetings, seminars, workshops, and social gatherings.

Question: Sorry if this was already answered, but what types of events can be held in the Multipurpose Hall?
Answer: The Multipurpose Hall can be used for meetings, seminars, workshops, and social gatherings.

Question (Banglish): Multipurpose Hall e ki type er event hote pare?
Answer (English): The Multipurpose Hall can be used for meetings, seminars, workshops, and social gatherings.","To access the Multipurpose Hall, go to the Ground Floor, find the lift lobby (2nd escalator), and then go straight to the West Side, where you will find some seats next to the Multipurpose Hall.",0.0158,6.8193,6.8351,2026-08-01T07:31:43.230362+00:00,0.0354,0.5,"SCORE: 0.5 | REASON: The answer partially matches the context for accessing the Multipurpose Hall, but it does not mention the types of events that can be held there, which are also mentioned in the context."
Q066,bm25_only,1.0,Can you tell me what the prerequisites for the Cse program are?,"Candidates applying for EEE, ECE, CSE, APE and Physics:HSC/ Equivalent(“B” grade in Physics & Mathematics),A-levels: “C” grade in Physics & Mathematics","Question: Can you tell me what the prerequisites for the Cse program are?
Answer: Candidates applying for EEE, ECE, CSE, APE and Physics:HSC/ Equivalent(“B” grade in Physics & Mathematics),A-levels: “C” grade in Physics & Mathematics

Question: What are the prerequisites for the Cse program?
Answer: Candidates applying for EEE, ECE, CSE, APE and Physics:HSC/ Equivalent(“B” grade in Physics & Mathematics),A-levels: “C” grade in Physics & Mathematics

Question: Can you tell me what the specific core courses required for the CSE program are?
Answer: The specific program core courses for CSE are CSE110/CSE161+CSE162L (or EEE/ECE103+103L), CSE111, CSE220, CSE221, CSE230, CSE250, CSE251, CSE260 (or EEE/ECE283+283L or EEE301+302), CSE320, CSE321, CSE330, CSE331, CSE340, CSE341, CSE350, CSE360, CSE370, CSE420, CSE421, CSE422, CSE423, CSE460, CSE461, CSE470, CSE471. This list can be revised between catalog years, so confirm against the current official degree plan with your department's DCO or academic advisor.

Question: Can you tell me what the Master in Computer Applications (MCA) program at BRAC University for is?
Answer: MCA is designed for students coming from academic backgrounds other than computer science who want to build applied computing skills, distinguishing it from the more research/theory-focused MSc in CSE aimed at CS/CSE graduates.

Question: What's the acceptance rate for the CSE program specifically?
Answer: That figure isn't published anywhere I have access to for the CSE program specifically. The Admissions Office would be the right contact if this data exists internally.","The prerequisites for the CSE program are Candidates applying for EEE, ECE, CSE, APE and Physics:HSC/ Equivalent(“B” grade in Physics & Mathematics),A-levels: “C” grade in Physics & Mathematics.",0.0219,7.831,7.8529,2026-08-01T07:31:51.083826+00:00,0.2202,0.5,"SCORE: 0.5 | REASON: Only two out of four claims are supported by the context. 

The ANSWER is decomposed into its individual factual claims:

1. Candidates applying for EEE, ECE, CSE, APE and Physics:HSC/ Equivalent(“B” grade in Physics & Mathematics)
2. A-levels: “C” grade in Physics & Mathematics

Claims 1 and 2 are supported by the context (the first two questions), but claims 3 and 4 are not mentioned anywhere in the provided CONTEXT.

Note that this analysis only checks whether the CONTEXT supports each claim, not whether the claim is true in general."
